model_label,feature_set,target,model,rows,groups,heldout_r2_log1p,heldout_mae_log1p,numeric_factors,categorical_factors,post_outcome_diagnostic,feature_order,incremental_r2
Gemma4-E4B,plus_endpoint_position,noise_orthogonal_rms,extra_trees,3000,10,0.46475692238383226,0.03324705324789511,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.16965888885303293
Gemma4-E4B,plus_content_context,noise_orthogonal_rms,extra_trees,3000,10,0.39541105836472834,0.036689592274174385,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.06934586401910392
Gemma4-E4B,plus_outcome_diagnostic,noise_orthogonal_rms,extra_trees,3000,10,0.35932337622995947,0.03798156555209755,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.03608768213476887
Gemma4-E4B,count_only,noise_orthogonal_rms,hist_gradient_boosting,3000,10,0.29509803357362896,0.039999784675259,"[""running_index""]",[],False,0,
Gemma4-E4B,plus_endpoint_position,noise_orthogonal_rms,hist_gradient_boosting,3000,10,0.5111398777490737,0.03070837378317852,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.2160418441754447
Gemma4-E4B,plus_content_context,noise_orthogonal_rms,hist_gradient_boosting,3000,10,0.637188790813998,0.02720401833465948,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.12604891306492438
Gemma4-E4B,plus_outcome_diagnostic,noise_orthogonal_rms,hist_gradient_boosting,3000,10,0.6434132279081273,0.027006877372668863,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.0062244370941292315
Gemma4-E4B,count_only,noise_orthogonal_rms,random_forest,3000,10,0.2951227110405015,0.03998695364596003,"[""running_index""]",[],False,0,
Gemma4-E4B,plus_endpoint_position,noise_orthogonal_rms,random_forest,3000,10,0.5239085569034598,0.029926718624190593,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.22878584586295836
Gemma4-E4B,plus_content_context,noise_orthogonal_rms,random_forest,3000,10,0.5609832102572381,0.030588248179164255,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.03707465335377824
Gemma4-E4B,plus_outcome_diagnostic,noise_orthogonal_rms,random_forest,3000,10,0.5354805692999011,0.03162580142427774,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.02550264095733701
Gemma4-E4B,count_only,noise_total_rms,elastic_net,3000,10,0.012657693564504857,0.05552775374342381,"[""running_index""]",[],False,0,
Gemma4-E4B,plus_endpoint_position,noise_total_rms,elastic_net,3000,10,0.09297926208074991,0.052065280654071955,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.08032156851624506
Gemma4-E4B,plus_content_context,noise_total_rms,elastic_net,3000,10,0.14521755832721606,0.05077263141812321,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.05223829624646614
Gemma4-E4B,plus_outcome_diagnostic,noise_total_rms,elastic_net,3000,10,0.1475983758323377,0.050775236724074746,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.0023808175051216462
Gemma4-E4B,count_only,noise_total_rms,extra_trees,3000,10,0.27348411649806825,0.047898834541961484,"[""running_index""]",[],False,0,
Gemma4-E4B,plus_endpoint_position,noise_total_rms,extra_trees,3000,10,0.5090936762472698,0.03743554988746617,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.2356095597492015
Gemma4-E4B,plus_content_context,noise_total_rms,extra_trees,3000,10,0.4022916478315446,0.04285274404888554,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.10680202841572517
Gemma4-E4B,plus_outcome_diagnostic,noise_total_rms,extra_trees,3000,10,0.3632299429526139,0.0443979662562304,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.03906170487893068
Gemma4-E4B,count_only,noise_total_rms,hist_gradient_boosting,3000,10,0.27348411653328164,0.04789883455907536,"[""running_index""]",[],False,0,
Gemma4-E4B,plus_endpoint_position,noise_total_rms,hist_gradient_boosting,3000,10,0.5876134360996501,0.032672785245941735,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.31412931956636847
Gemma4-E4B,plus_content_context,noise_total_rms,hist_gradient_boosting,3000,10,0.6868676441578405,0.02906978878297255,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.09925420805819041
Gemma4-E4B,plus_outcome_diagnostic,noise_total_rms,hist_gradient_boosting,3000,10,0.6940771566064812,0.028688100825210266,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.007209512448640654
Gemma4-E4B,count_only,noise_total_rms,random_forest,3000,10,0.27349776937564607,0.04788587376893397,"[""running_index""]",[],False,0,
Gemma4-E4B,plus_endpoint_position,noise_total_rms,random_forest,3000,10,0.5928998400775922,0.03225333472312791,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.31940207070194615
Gemma4-E4B,plus_content_context,noise_total_rms,random_forest,3000,10,0.597856768601827,0.034118183384933776,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.004956928524234794
Gemma4-E4B,plus_outcome_diagnostic,noise_total_rms,random_forest,3000,10,0.57484244517503,0.03530802959311438,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.02301432342679699
Qwen3-8B,count_only,count_axis_deviation_abs,elastic_net,3000,10,-0.0016319084614035972,0.4170197189118544,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,count_axis_deviation_abs,elastic_net,3000,10,-0.003883155397629734,0.4177363122970299,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.0022512469362261367
Qwen3-8B,plus_content_context,count_axis_deviation_abs,elastic_net,3000,10,-0.0038051778845913375,0.41744621075036986,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,7.79775130383964e-05
Qwen3-8B,plus_outcome_diagnostic,count_axis_deviation_abs,elastic_net,3000,10,-0.010914402341368312,0.4185274746089217,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.007109224456776975
Qwen3-8B,count_only,count_axis_deviation_abs,extra_trees,3000,10,0.08048812951538231,0.3962192082100529,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,count_axis_deviation_abs,extra_trees,3000,10,0.07179305648436562,0.39708625205936476,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.008695073031016687
Qwen3-8B,plus_content_context,count_axis_deviation_abs,extra_trees,3000,10,0.06588353167859651,0.39962151574431093,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.005909524805769117
Qwen3-8B,plus_outcome_diagnostic,count_axis_deviation_abs,extra_trees,3000,10,0.05923312455018115,0.40061699838892717,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.006650407128415359
Qwen3-8B,count_only,count_axis_deviation_abs,hist_gradient_boosting,3000,10,0.08048812957364715,0.39621920819575446,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,count_axis_deviation_abs,hist_gradient_boosting,3000,10,-0.05063760834769071,0.4155504201751767,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.13112573792133786
Qwen3-8B,plus_content_context,count_axis_deviation_abs,hist_gradient_boosting,3000,10,-0.07348230364104213,0.42475863457667135,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.022844695293351425
Qwen3-8B,plus_outcome_diagnostic,count_axis_deviation_abs,hist_gradient_boosting,3000,10,-0.07896884423681327,0.4262581606356371,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.005486540595771139
Qwen3-8B,count_only,count_axis_deviation_abs,random_forest,3000,10,0.08036610145496348,0.39623963808095836,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,count_axis_deviation_abs,random_forest,3000,10,0.0424268582247912,0.4010935548840715,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.03793924323017228
Qwen3-8B,plus_content_context,count_axis_deviation_abs,random_forest,3000,10,0.07981295486213402,0.39661463949500225,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.037386096637342825
Qwen3-8B,plus_outcome_diagnostic,count_axis_deviation_abs,random_forest,3000,10,0.07600616274087169,0.3969177526064021,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.003806792121262337
Qwen3-8B,count_only,noise_orthogonal_rms,elastic_net,3000,10,-0.0034092821752906843,0.015015516853720908,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,noise_orthogonal_rms,elastic_net,3000,10,-0.0034092821752906843,0.015015516853720908,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.0
Qwen3-8B,plus_content_context,noise_orthogonal_rms,elastic_net,3000,10,-0.003482718285898301,0.01501660073529745,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-7.343611060761646e-05
Qwen3-8B,plus_outcome_diagnostic,noise_orthogonal_rms,elastic_net,3000,10,-0.003482718285898301,0.01501660073529745,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.0
Qwen3-8B,count_only,noise_orthogonal_rms,extra_trees,3000,10,0.11887489395127027,0.014162211006898967,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,noise_orthogonal_rms,extra_trees,3000,10,0.11762460850537126,0.014245051383352579,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.001250285445899002
Qwen3-8B,plus_content_context,noise_orthogonal_rms,extra_trees,3000,10,0.10395604375425282,0.013953653086493191,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.01366856475111844
Qwen3-8B,plus_outcome_diagnostic,noise_orthogonal_rms,extra_trees,3000,10,0.10070749012227576,0.013973870362873526,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.003248553631977069
Qwen3-8B,count_only,noise_orthogonal_rms,hist_gradient_boosting,3000,10,0.11887489393337758,0.014162211006077664,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,noise_orthogonal_rms,hist_gradient_boosting,3000,10,-0.0008965901986406344,0.015261995408373486,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.11977148413201821
Qwen3-8B,plus_content_context,noise_orthogonal_rms,hist_gradient_boosting,3000,10,-0.11254016377831078,0.016026385519038535,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.11164357357967014
Qwen3-8B,plus_outcome_diagnostic,noise_orthogonal_rms,hist_gradient_boosting,3000,10,-0.09719365738638164,0.015861680430285272,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.015346506391929138
Qwen3-8B,count_only,noise_orthogonal_rms,random_forest,3000,10,0.11879780403080242,0.014159043668387881,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,noise_orthogonal_rms,random_forest,3000,10,0.08928320382807975,0.014507782848254732,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.029514600202722674
Qwen3-8B,plus_content_context,noise_orthogonal_rms,random_forest,3000,10,0.12664168752592153,0.013865421901345968,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.03735848369784178
Qwen3-8B,plus_outcome_diagnostic,noise_orthogonal_rms,random_forest,3000,10,0.12503339015508885,0.013861413192950107,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.0016082973708326787
Qwen3-8B,count_only,noise_total_rms,elastic_net,3000,10,-0.003874967129568585,0.01804664255063005,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,noise_total_rms,elastic_net,3000,10,-0.003874967129568585,0.01804664255063005,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.0
Qwen3-8B,plus_content_context,noise_total_rms,elastic_net,3000,10,-0.004368186249936068,0.018052479903279267,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.0004932191203674829
Qwen3-8B,plus_outcome_diagnostic,noise_total_rms,elastic_net,3000,10,-0.004368186249936068,0.018052479903279267,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.0
Qwen3-8B,count_only,noise_total_rms,extra_trees,3000,10,0.12221299471696423,0.01684508915326411,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,noise_total_rms,extra_trees,3000,10,0.12107992952770996,0.016869636839850304,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.0011330651892542676
Qwen3-8B,plus_content_context,noise_total_rms,extra_trees,3000,10,0.10935469778359908,0.01658706153897287,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.011725231744110887
