model_label,role,layer,algorithm,rows,seeds,count_classes,count_class_count,accuracy,accuracy_ci95_low,accuracy_ci95_high,seed_accuracy_sd,chance_accuracy,balanced_accuracy,count_mae,signed_error,pca_components
Qwen3-8B,answer_query,1,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.16,0.12500000000000003,0.20500000000000002,0.09403246919632545,0.1,0.16,2.625,0.415,32
Qwen3-8B,answer_query,1,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.135,0.11500000000000002,0.15500000000000005,0.0489360484929593,0.1,0.135,2.89,0.36,32
Qwen3-8B,answer_query,2,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.21,0.17500000000000002,0.24500000000000002,0.08522416262267901,0.1,0.20999999999999996,1.82,-0.28,32
Qwen3-8B,answer_query,2,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.165,0.14000000000000004,0.19000000000000003,0.058714294861239975,0.1,0.16499999999999998,2.395,0.135,32
Qwen3-8B,answer_query,2,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.165,0.13500000000000004,0.19500000000000003,0.07451598203705946,0.1,0.16499999999999998,2.505,-0.165,32
Qwen3-8B,answer_query,2,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.175,0.13500000000000004,0.21999999999999997,0.09665456669582609,0.1,0.175,2.295,0.395,32
Qwen3-8B,answer_query,2,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.185,0.14500000000000002,0.23012499999999822,0.10399898784932576,0.1,0.185,2.215,-0.095,32
Qwen3-8B,answer_query,2,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.145,0.12000000000000002,0.17000000000000004,0.06048053188292994,0.1,0.14500000000000002,2.31,0.49,32
Qwen3-8B,answer_query,3,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.2,0.17,0.23000000000000004,0.07254762501100116,0.1,0.2,1.81,0.3,32
Qwen3-8B,answer_query,3,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.2,0.17,0.23000000000000004,0.07254762501100116,0.1,0.2,2.34,0.97,32
Qwen3-8B,answer_query,3,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.19,0.16000000000000003,0.22000000000000003,0.07181848464596079,0.1,0.19,2.47,0.07,32
Qwen3-8B,answer_query,3,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.205,0.16000000000000003,0.255,0.10990426455975698,0.1,0.20500000000000002,2.0,0.45,32
Qwen3-8B,answer_query,3,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.23,0.19,0.275,0.10310954828418376,0.1,0.22999999999999998,1.98,0.29,32
Qwen3-8B,answer_query,3,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.175,0.14,0.21500000000000002,0.0910465468000326,0.1,0.175,2.18,0.82,32
Qwen3-8B,answer_query,4,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.195,0.16000000000000006,0.22500000000000003,0.07591546545162481,0.1,0.195,1.855,0.065,32
Qwen3-8B,answer_query,4,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.17,0.14500000000000005,0.19500000000000003,0.05712405705774794,0.1,0.16999999999999998,2.56,0.68,32
Qwen3-8B,answer_query,4,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.185,0.15000000000000002,0.225,0.08750939799154206,0.1,0.185,2.465,-0.205,32
Qwen3-8B,answer_query,4,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.24,0.19,0.29500000000000004,0.12732056517228266,0.1,0.24,1.69,0.33,32
Qwen3-8B,answer_query,4,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.195,0.165,0.22500000000000003,0.07591546545162481,0.1,0.195,2.135,0.135,32
Qwen3-8B,answer_query,4,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.175,0.13500000000000004,0.215,0.0910465468000326,0.1,0.175,2.065,0.445,32
Qwen3-8B,answer_query,5,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.22,0.18000000000000002,0.265,0.10052493799000692,0.1,0.22000000000000003,1.71,0.1,32
Qwen3-8B,answer_query,5,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.2,0.16500000000000006,0.23500000000000001,0.07947194142390263,0.1,0.2,2.075,-0.025,32
Qwen3-8B,answer_query,5,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.22,0.18500000000000003,0.255,0.08335087534664908,0.1,0.22000000000000003,2.14,-0.45,32
Qwen3-8B,answer_query,5,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.195,0.15999999999999998,0.23500000000000001,0.08870412083230168,0.1,0.195,2.05,0.17,32
Qwen3-8B,answer_query,5,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.21,0.16500000000000004,0.255,0.10208355710680808,0.1,0.21000000000000002,1.985,0.365,32
Qwen3-8B,answer_query,5,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.21,0.15500000000000005,0.265,0.12937094768634555,0.1,0.21000000000000002,2.15,0.34,32
Qwen3-8B,answer_query,6,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.28,0.23499999999999996,0.33499999999999996,0.11964860832322377,0.1,0.27999999999999997,1.395,-0.015,32
Qwen3-8B,answer_query,6,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.22,0.18000000000000002,0.265,0.10052493799000692,0.1,0.21999999999999997,2.03,0.05,32
Qwen3-8B,answer_query,6,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.215,0.17500000000000004,0.255,0.09333020044867296,0.1,0.215,2.29,-0.08,32
Qwen3-8B,answer_query,6,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.215,0.165,0.27,0.1268027892769755,0.1,0.215,1.75,-0.06,32
Qwen3-8B,answer_query,6,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.235,0.195,0.27999999999999997,0.09880869341680842,0.1,0.23500000000000001,1.715,0.135,32
Qwen3-8B,answer_query,6,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.195,0.16,0.23499999999999996,0.0887041208323017,0.1,0.195,2.1,0.11,32
Qwen3-8B,answer_query,7,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.265,0.21500000000000002,0.315,0.11367080817685316,0.1,0.265,1.495,-0.145,32
Qwen3-8B,answer_query,7,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.19,0.15500000000000003,0.22500000000000003,0.08522416262267901,0.1,0.19,2.07,-0.12,32
Qwen3-8B,answer_query,7,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.185,0.14500000000000002,0.22999999999999993,0.09880869341680842,0.1,0.185,1.9,-0.12,32
Qwen3-8B,answer_query,7,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.21,0.165,0.26,0.11652874052533585,0.1,0.21000000000000002,1.79,-0.17,32
Qwen3-8B,answer_query,7,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.21,0.17500000000000002,0.24500000000000002,0.08522416262267903,0.1,0.21000000000000002,1.71,0.15,32
Qwen3-8B,answer_query,7,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.205,0.165,0.25,0.0998683343734455,0.1,0.205,1.89,0.25,32
Qwen3-8B,answer_query,8,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.295,0.25,0.3450000000000001,0.11459310165698641,0.1,0.29500000000000004,1.445,-0.215,32
Qwen3-8B,answer_query,8,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.24,0.20999999999999996,0.27,0.07539370349250518,0.1,0.24,2.135,-0.235,32
Qwen3-8B,answer_query,8,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.22,0.17500000000000002,0.265,0.10563093645728085,0.1,0.22000000000000003,2.345,-0.265,32
Qwen3-8B,answer_query,8,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.325,0.275,0.375,0.1164157703189193,0.1,0.325,1.405,-0.135,32
Qwen3-8B,answer_query,8,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.24,0.2,0.28500000000000003,0.10462967275611938,0.1,0.24,1.855,0.295,32
Qwen3-8B,answer_query,8,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.255,0.215,0.29999999999999993,0.0998683343734455,0.1,0.255,1.57,0.12,32
Qwen3-8B,answer_query,9,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.28,0.25,0.31000000000000005,0.07677718959499145,0.1,0.27999999999999997,1.395,-0.245,32
Qwen3-8B,answer_query,9,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.245,0.205,0.28500000000000003,0.0998683343734455,0.1,0.24500000000000002,2.03,-0.2,32
Qwen3-8B,answer_query,9,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.22,0.18500000000000003,0.25,0.07677718959499143,0.1,0.22000000000000003,2.19,-0.15,32
Qwen3-8B,answer_query,9,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.305,0.23499999999999996,0.38,0.17006190823220507,0.1,0.305,1.36,-0.07,32
Qwen3-8B,answer_query,9,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.245,0.20000000000000004,0.28500000000000003,0.0998683343734455,0.1,0.24500000000000002,1.825,0.045,32
Qwen3-8B,answer_query,9,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.28,0.24500000000000002,0.31500000000000006,0.08335087534664908,0.1,0.27999999999999997,1.61,-0.11,32
Qwen3-8B,answer_query,10,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.25,0.22000000000000003,0.27999999999999997,0.06882472016116853,0.1,0.25,1.58,-0.29,32
Qwen3-8B,answer_query,10,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.245,0.19500000000000003,0.29500000000000004,0.11909748329127609,0.1,0.24500000000000002,2.08,-0.58,32
Qwen3-8B,answer_query,10,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.2,0.165,0.24,0.08583950752789521,0.1,0.2,2.12,-0.05,32
Qwen3-8B,answer_query,10,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.295,0.23000000000000004,0.365,0.15719582155957415,0.1,0.295,1.485,-0.045,32
Qwen3-8B,answer_query,10,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.255,0.195,0.31500000000000006,0.14317821063276354,0.1,0.255,1.935,0.115,32
Qwen3-8B,answer_query,10,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.285,0.24,0.33,0.10894228312566052,0.1,0.28500000000000003,1.52,-0.01,32
Qwen3-8B,answer_query,11,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.26,0.20999999999999996,0.32,0.13138933706635725,0.1,0.26,1.675,-0.415,32
Qwen3-8B,answer_query,11,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.245,0.2,0.29500000000000004,0.10990426455975698,0.1,0.24500000000000002,2.055,-0.205,32
Qwen3-8B,answer_query,11,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.23,0.195,0.26999999999999996,0.08645047258706175,0.1,0.22999999999999998,1.93,-0.07,32
Qwen3-8B,answer_query,11,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.25,0.19,0.31999999999999995,0.1468977445995038,0.1,0.25,1.7,-0.03,32
Qwen3-8B,answer_query,11,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.25,0.19500000000000003,0.315,0.13572417850765925,0.1,0.25,1.775,0.275,32
Qwen3-8B,answer_query,11,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.24,0.195,0.28500000000000003,0.10462967275611938,0.1,0.24000000000000005,1.635,-0.135,32
Qwen3-8B,answer_query,12,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.295,0.24499999999999997,0.35,0.12343760409722458,0.1,0.29500000000000004,1.465,-0.225,32
Qwen3-8B,answer_query,12,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.24,0.205,0.28,0.08825799501580878,0.1,0.24,2.05,0.3,32
Qwen3-8B,answer_query,12,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.275,0.23500000000000001,0.31999999999999995,0.09665456669582609,0.1,0.275,1.66,0.31,32
Qwen3-8B,answer_query,12,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.235,0.185,0.29,0.12258187382102494,0.1,0.23500000000000001,1.69,0.04,32
Qwen3-8B,answer_query,12,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.24,0.2,0.27999999999999997,0.09403246919632544,0.1,0.24,1.875,0.565,32
Qwen3-8B,answer_query,12,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.24,0.2,0.28,0.09403246919632545,0.1,0.24,1.61,-0.13,32
Qwen3-8B,answer_query,13,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.325,0.27999999999999997,0.375,0.11180339887498948,0.1,0.325,1.215,-0.045,32
Qwen3-8B,answer_query,13,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.26,0.225,0.29500000000000004,0.08207826816681232,0.1,0.26000000000000006,1.64,0.17,32
Qwen3-8B,answer_query,13,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.265,0.23500000000000001,0.295,0.0670820393249937,0.1,0.265,1.675,0.315,32
Qwen3-8B,answer_query,13,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.225,0.185,0.265,0.0966545666958261,0.1,0.225,1.72,0.11,32
Qwen3-8B,answer_query,13,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.245,0.21000000000000002,0.28500000000000003,0.08870412083230168,0.1,0.24500000000000002,1.67,0.43,32
Qwen3-8B,answer_query,13,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.235,0.19000000000000003,0.28,0.10399898784932578,0.1,0.23499999999999996,1.785,-0.065,32
Qwen3-8B,answer_query,14,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3,0.25,0.3500000000000001,0.1213953957333768,0.1,0.3,1.15,0.03,32
Qwen3-8B,answer_query,14,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.25,0.21999999999999997,0.28500000000000003,0.0760885910252682,0.1,0.25,1.895,0.615,32
Qwen3-8B,answer_query,14,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.25,0.21000000000000002,0.29500000000000004,0.09999999999999999,0.1,0.25,1.815,0.745,32
Qwen3-8B,answer_query,14,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.265,0.21000000000000002,0.32,0.13088765773505312,0.1,0.265,1.49,0.11,32
Qwen3-8B,answer_query,14,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.26,0.215,0.315,0.11876558069531229,0.1,0.25999999999999995,1.845,0.775,32
Qwen3-8B,answer_query,14,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.25,0.21000000000000002,0.28500000000000003,0.08885233166386386,0.1,0.25,1.625,-0.135,32
Qwen3-8B,answer_query,15,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.265,0.22999999999999998,0.3000000000000001,0.08750939799154206,0.1,0.265,1.21,0.1,32
Qwen3-8B,answer_query,15,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.275,0.23500000000000001,0.31500000000000006,0.09665456669582609,0.1,0.275,1.64,0.3,32
Qwen3-8B,answer_query,15,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.255,0.21000000000000002,0.30000000000000004,0.1050062654772261,0.1,0.255,1.535,0.305,32
Qwen3-8B,answer_query,15,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.285,0.22000000000000003,0.355,0.15652475842498526,0.1,0.285,1.365,0.015,32
Qwen3-8B,answer_query,15,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.255,0.20999999999999996,0.30000000000000004,0.10990426455975699,0.1,0.255,1.665,0.145,32
Qwen3-8B,answer_query,15,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.245,0.2,0.29500000000000004,0.11459310165698641,0.1,0.24500000000000002,1.65,-0.06,32
Qwen3-8B,answer_query,16,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.32,0.275,0.36000000000000004,0.10052493799000695,0.1,0.32,1.18,0.07,32
Qwen3-8B,answer_query,16,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.255,0.21000000000000005,0.30000000000000004,0.1050062654772261,0.1,0.255,1.785,-0.445,32
Qwen3-8B,answer_query,16,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.25,0.22000000000000003,0.285,0.07608859102526822,0.1,0.25,1.525,0.155,32
Qwen3-8B,answer_query,16,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.27,0.22000000000000003,0.32499999999999996,0.12182817926554552,0.1,0.26999999999999996,1.33,0.04,32
Qwen3-8B,answer_query,16,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.245,0.205,0.29,0.0998683343734455,0.1,0.24500000000000002,1.745,-0.115,32
Qwen3-8B,answer_query,16,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.235,0.19,0.285,0.10894228312566054,0.1,0.23500000000000001,1.585,0.085,32
Qwen3-8B,answer_query,17,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.35,0.3,0.40499999999999997,0.11920791213585394,0.1,0.35,0.985,0.025,32
Qwen3-8B,answer_query,17,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.27,0.23500000000000001,0.3050000000000001,0.08645047258706176,0.1,0.27,1.64,-0.16,32
Qwen3-8B,answer_query,17,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.245,0.20000000000000004,0.29500000000000004,0.10990426455975699,0.1,0.24500000000000002,1.55,-0.01,32
Qwen3-8B,answer_query,17,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.355,0.295,0.41000000000000003,0.13945382182304158,0.1,0.355,1.01,0.07,32
Qwen3-8B,answer_query,17,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.255,0.21000000000000002,0.3,0.1050062654772261,0.1,0.255,1.65,-0.11,32
Qwen3-8B,answer_query,17,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.25,0.20999999999999996,0.295,0.09999999999999999,0.1,0.25000000000000006,1.565,0.045,32
Qwen3-8B,answer_query,18,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.32,0.26999999999999996,0.375,0.12396943596157717,0.1,0.32,1.05,0.07,32
Qwen3-8B,answer_query,18,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.26,0.22000000000000003,0.30000000000000004,0.09403246919632544,0.1,0.25999999999999995,1.71,-0.21,32
Qwen3-8B,answer_query,18,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.265,0.215,0.32,0.12258187382102494,0.1,0.265,1.555,0.085,32
Qwen3-8B,answer_query,18,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.39,0.315,0.4699999999999999,0.18035053587243283,0.1,0.39,0.9,-0.05,32
Qwen3-8B,answer_query,18,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.25,0.20000000000000004,0.3,0.1147078669352809,0.1,0.25,1.635,-0.155,32
Qwen3-8B,answer_query,18,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.24,0.20000000000000004,0.28,0.09403246919632545,0.1,0.24,1.5,-0.07,32
Qwen3-8B,answer_query,19,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.495,0.44000000000000006,0.55,0.12763022245616643,0.1,0.495,0.665,-0.105,32
Qwen3-8B,answer_query,19,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.42,0.375,0.465,0.1105012502906165,0.1,0.42000000000000004,1.015,-0.225,32
Qwen3-8B,answer_query,19,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.37,0.31999999999999995,0.425,0.12182817926554552,0.1,0.37,1.275,-0.375,32
Qwen3-8B,answer_query,19,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.55,0.46500000000000014,0.6350000000000001,0.1986798535597566,0.1,0.55,0.55,0.02,32
Qwen3-8B,answer_query,19,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.44,0.375,0.505,0.1500876936643164,0.1,0.43999999999999995,0.84,-0.04,32
Qwen3-8B,answer_query,19,knn_k5_cosine,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.325,0.275,0.37500000000000006,0.12085223687584246,0.1,0.325,1.105,0.145,32
Qwen3-8B,answer_query,20,logistic_l2,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.51,0.4400000000000001,0.575,0.15525869752736796,0.1,0.51,0.72,-0.05,32
Qwen3-8B,answer_query,20,ridge_classifier,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.425,0.3750000000000001,0.4800000000000001,0.12085223687584246,0.1,0.425,1.125,0.015,32
Qwen3-8B,answer_query,20,linear_svm,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.39,0.33000000000000007,0.45,0.13726654823065193,0.1,0.39,1.24,-0.24,32
Qwen3-8B,answer_query,20,nearest_centroid,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.54,0.45500000000000007,0.625,0.19841477024816367,0.1,0.54,0.59,0.04,32
Qwen3-8B,answer_query,20,shrinkage_lda,200,20,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.435,0.395,0.475,0.09333020044867295,0.1,0.43500000000000005,0.865,0.205,32
