model_label,marker_kind,eligibility,retained_labels,retained_class_count,site_kind,site_role,layer,discovery_oof_logistic_balanced_accuracy,discovery_oof_ncc_balanced_accuracy,discovery_selection_score,discovery_oof_rows,discovery_fold_count,discovery_pca_components_min,discovery_pca_components_max,confirmation_logistic_balanced_accuracy,confirmation_ncc_balanced_accuracy,confirmation_class_balanced_snr,confirmation_class_balanced_snr_db,confirmation_signal_power,confirmation_noise_power,confirmation_rows,confirmation_seed_count,confirmation_support_min,confirmation_support_max,confirmation_pca_components,chance_balanced_accuracy
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,10,0.9166666666666667,0.8466666666666667,0.8816666666666667,59,6,16,16,0.975,0.925,8.470008831073248,9.278838631387803,2098.67724609375,247.77745666503907,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,11,0.8833333333333334,0.8300000000000001,0.8566666666666667,59,6,16,16,1.0,0.95,6.818607494344613,8.336956914790349,2021.1519775390625,296.4171173095703,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,12,1.0,0.9633333333333335,0.9816666666666667,59,6,16,16,1.0,1.0,7.594894434762808,8.805217417644913,2181.713134765625,287.2604949951172,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,13,0.9833333333333334,0.8633333333333333,0.9233333333333333,59,6,16,16,0.975,0.925,5.875269804158665,7.690278150742962,1951.2421875,332.1110778808594,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,14,0.9800000000000001,0.9133333333333334,0.9466666666666668,59,6,16,16,1.0,0.975,6.2997302471777505,7.993219534741599,2060.93603515625,327.146711730957,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,15,1.0,0.9666666666666668,0.9833333333333334,59,6,16,16,1.0,1.0,7.115214664663312,8.52188007199276,2095.37353515625,294.4919631958008,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,16,0.95,0.8633333333333333,0.9066666666666666,59,6,16,16,1.0,0.975,5.968726983315886,7.758817141989125,1984.873291015625,332.5454986572266,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,17,0.8300000000000001,0.79,0.81,59,6,16,16,0.9,0.925,5.449243484663669,7.363362136085283,1829.581787109375,335.7496856689453,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,18,0.8300000000000001,0.6766666666666666,0.7533333333333334,59,6,16,16,0.825,0.825,5.347930703945154,7.281857712359425,1849.0250244140625,345.7458831787109,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,19,0.8133333333333335,0.7433333333333333,0.7783333333333333,59,6,16,16,0.9,0.875,5.9556170756954,7.749267664376501,1817.230224609375,305.12878875732423,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,20,0.7466666666666667,0.7466666666666667,0.7466666666666667,59,6,16,16,0.775,0.85,6.058822554868241,7.823882334719327,1704.2259521484375,281.2800567626953,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,21,0.6366666666666667,0.6433333333333333,0.64,59,6,16,16,0.675,0.75,5.918897184243251,7.722407960111122,1644.0814208984375,277.76820068359376,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,22,0.6233333333333333,0.6266666666666667,0.625,59,6,16,16,0.6,0.75,5.928653057653192,7.729560363534988,1567.8255615234375,264.44886322021483,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,23,0.6400000000000001,0.6566666666666666,0.6483333333333334,59,6,16,16,0.625,0.7,6.159233261944594,7.895266519644313,1380.3336181640625,224.10802764892577,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,24,0.42333333333333334,0.5566666666666668,0.49000000000000005,59,6,16,16,0.6,0.525,2.593459919634027,4.138795406209942,1004.2044677734375,387.2064727783203,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,25,0.5233333333333333,0.5933333333333334,0.5583333333333333,59,6,16,16,0.55,0.55,3.7277392263154687,5.71445523710535,1082.8587646484375,290.48672637939455,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,26,0.5366666666666666,0.5900000000000001,0.5633333333333334,59,6,16,16,0.55,0.5,3.9436550520375873,5.958989205824957,1102.325927734375,279.5188507080078,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,27,0.47000000000000003,0.6066666666666667,0.5383333333333333,59,6,16,16,0.575,0.525,3.510864915499827,5.4541411981521435,1078.3087158203125,307.13477783203126,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,28,0.5033333333333333,0.5566666666666668,0.53,59,6,16,16,0.45,0.525,3.0501055565155895,4.843148694513731,1096.6356201171875,359.54021911621095,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,29,0.5233333333333333,0.47000000000000003,0.4966666666666667,59,6,16,16,0.475,0.55,2.3854497883532533,3.7757027946941015,838.2286376953125,351.39227905273435,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,30,0.3533333333333333,0.38666666666666666,0.37,59,6,16,16,0.375,0.275,1.0192443547675116,0.08278314727963525,686.180419921875,673.2246459960937,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,31,0.33666666666666667,0.38666666666666666,0.3616666666666667,59,6,16,16,0.35,0.275,1.0152170503698312,0.06558903037938751,585.3053588867188,576.5322387695312,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,32,0.3533333333333334,0.38666666666666666,0.37,59,6,16,16,0.325,0.325,0.9082991110747158,-0.4177111084248283,508.1649475097656,559.4687271118164,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,33,0.30666666666666664,0.4033333333333333,0.355,59,6,16,16,0.275,0.35,0.8201976988684835,-0.8608145349540274,450.67230224609375,549.4678939819336,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,34,0.2733333333333333,0.33333333333333337,0.30333333333333334,59,6,16,16,0.3,0.3,0.6645921610603875,-1.7744478557956969,408.04925537109375,613.9844543457032,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,35,0.31,0.3533333333333334,0.33166666666666667,59,6,16,16,0.3,0.325,0.5420636199058035,-2.6594973901038337,378.4361877441406,698.1398010253906,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,0,0.15333333333333332,0.08333333333333333,0.11833333333333332,59,6,16,16,0.1,0.1,0.2735539004454046,-5.629570884908269,333.86126708984375,1220.458807373047,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,1,0.15333333333333332,0.06666666666666667,0.10999999999999999,59,6,16,16,0.05,0.125,0.29293526767631556,-5.332283386797368,299.82598876953125,1023.5230163574219,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,2,0.15333333333333332,0.15,0.15166666666666667,59,6,16,16,0.175,0.175,0.2929256564125047,-5.332425882009658,309.37896728515625,1056.168896484375,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,3,0.15,0.1,0.125,59,6,16,16,0.2,0.125,0.30210217371826653,-5.198461498328034,271.6671447753906,899.255842590332,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,4,0.16666666666666666,0.15,0.15833333333333333,59,6,16,16,0.1,0.125,0.2994341128471838,-5.236987244426466,246.05477905273438,821.7326232910157,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,5,0.11666666666666665,0.11666666666666665,0.11666666666666665,59,6,16,16,0.125,0.075,0.2965993862022321,-5.278297520576686,198.44700622558594,669.0742309570312,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,6,0.13666666666666666,0.13333333333333333,0.135,59,6,16,16,0.1,0.1,0.27817686335554465,-5.5567899416736655,167.29296875,601.3906646728516,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,7,0.15333333333333332,0.16666666666666666,0.15999999999999998,59,6,16,16,0.125,0.125,0.28888391347868336,-5.392766412016777,151.31423950195312,523.7890808105469,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,8,0.13333333333333333,0.13333333333333333,0.13333333333333333,59,6,16,16,0.225,0.15,0.3180791406245751,-4.974648106432847,190.1837615966797,597.9133407592774,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,9,0.2,0.16666666666666669,0.18333333333333335,59,6,16,16,0.25,0.175,0.35078437741471774,-4.549597566790398,204.830810546875,583.9222717285156,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,10,0.2533333333333333,0.21666666666666665,0.235,59,6,16,16,0.25,0.175,0.3895574619407967,-4.0942847236064654,232.8324432373047,597.6844650268555,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,11,0.32000000000000006,0.2833333333333333,0.3016666666666667,59,6,16,16,0.3,0.35,0.49314642305882445,-3.0702411259906897,311.8701171875,632.4087585449219,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,12,0.33666666666666667,0.26666666666666666,0.30166666666666664,59,6,16,16,0.4,0.375,0.5268918098825184,-2.782785521398195,357.57611083984375,678.6518676757812,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,13,0.37,0.37,0.37,59,6,16,16,0.35,0.375,0.8746275093777882,-0.5817686705166171,552.2568359375,631.419467163086,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,14,0.45666666666666667,0.3666666666666667,0.4116666666666667,59,6,16,16,0.4,0.4,0.986750731551165,-0.057925429577661204,625.8825073242188,634.2863372802734,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,15,0.4566666666666667,0.45999999999999996,0.45833333333333337,59,6,16,16,0.375,0.425,1.2087840359076414,0.8234871575601721,675.2127685546875,558.5884231567383,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,16,0.47333333333333333,0.4933333333333333,0.4833333333333333,59,6,16,16,0.375,0.4,1.4853717029646378,1.7183514614254538,745.2193603515625,501.7056396484375,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,17,0.44000000000000006,0.49333333333333335,0.4666666666666667,59,6,16,16,0.45,0.475,1.7886390448004446,2.5252270687937366,861.1485595703125,481.4546356201172,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,18,0.5099999999999999,0.4766666666666667,0.4933333333333333,59,6,16,16,0.5,0.5,1.9963074281815785,3.002274227638839,892.1944580078125,446.92237548828126,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,19,0.4966666666666667,0.44333333333333325,0.47,59,6,16,16,0.45,0.45,1.7840702940958446,2.514119620000285,896.7219848632812,502.6270477294922,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,20,0.44333333333333325,0.43,0.43666666666666665,59,6,16,16,0.525,0.475,2.506484466255126,3.990650174507336,989.3414306640625,394.7127716064453,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,21,0.48,0.48,0.48,59,6,16,16,0.525,0.475,2.5533087611617376,4.071033354312645,1032.8038330078125,404.4962554931641,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,22,0.46333333333333326,0.5133333333333333,0.4883333333333333,59,6,16,16,0.5,0.475,2.704265977429674,4.320494042996384,1050.3486328125,388.4043365478516,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,23,0.4066666666666666,0.44333333333333336,0.425,59,6,16,16,0.575,0.425,1.9486794956466895,2.897404154551382,969.6886596679688,497.6132102966309,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,24,0.35666666666666663,0.42333333333333334,0.39,59,6,16,16,0.475,0.45,1.6511927264503727,2.177977668721268,849.3934326171875,514.4120483398438,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,25,0.40666666666666673,0.4066666666666666,0.4066666666666667,59,6,16,16,0.4,0.375,1.7489187056461044,2.4276962279494594,828.2520751953125,473.5795166015625,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,26,0.37,0.33999999999999997,0.355,59,6,16,16,0.45,0.375,1.741954933260225,2.410369150289466,846.17333984375,485.76075286865233,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,27,0.41,0.33666666666666667,0.3733333333333333,59,6,16,16,0.4,0.4,1.6750540124064464,2.240288154993582,856.796875,511.5040283203125,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,28,0.3933333333333333,0.3533333333333333,0.3733333333333333,59,6,16,16,0.5,0.3,1.7173690944810245,2.3486364313407675,798.4862060546875,464.9473480224609,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,29,0.37666666666666665,0.33999999999999997,0.3583333333333333,59,6,16,16,0.325,0.275,1.593712975371684,2.0241010850521555,733.4551391601562,460.21783752441405,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,30,0.42333333333333334,0.3233333333333333,0.3733333333333333,59,6,16,16,0.35,0.35,1.642835484325473,2.15594074800263,715.0775146484375,435.2703125,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,31,0.39,0.3233333333333333,0.3566666666666667,59,6,16,16,0.375,0.325,1.6745963311072205,2.2391013537243336,698.435791015625,417.0771057128906,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,32,0.3733333333333333,0.3233333333333333,0.3483333333333333,59,6,16,16,0.375,0.3,1.7517444455759557,2.434707491086489,679.4189453125,387.85277557373047,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,33,0.31999999999999995,0.29,0.30499999999999994,59,6,16,16,0.325,0.25,2.0358948833987767,3.0875535090520243,673.7362060546875,330.92877807617185,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,34,0.33666666666666667,0.25666666666666665,0.29666666666666663,59,6,16,16,0.325,0.275,1.982157520496315,2.9713816456096627,630.5070190429688,318.0912780761719,40,4,4,4,16,0.1
Qwen3-8B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,35,0.3733333333333333,0.29333333333333333,0.3333333333333333,59,6,16,16,0.3,0.3,2.296132137132011,3.6099687709528556,635.8223876953125,276.9101905822754,40,4,4,4,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,0,0.175,0.075,0.125,40,4,16,16,0.1,0.1,,,655.0208740234375,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,1,0.175,0.075,0.125,40,4,16,16,0.1,0.2,,,486.3177185058594,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,2,0.1,0.125,0.1125,40,4,16,16,0.2,0.3,,,481.91241455078125,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,3,0.15,0.15,0.15,40,4,16,16,0.3,0.1,,,427.92578125,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,4,0.175,0.125,0.15,40,4,16,16,0.2,0.3,,,493.411376953125,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,5,0.125,0.1,0.1125,40,4,16,16,0.1,0.0,,,698.758544921875,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,6,0.125,0.1,0.1125,40,4,16,16,0.0,0.1,,,855.8455200195312,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,7,0.125,0.1,0.1125,40,4,16,16,0.1,0.1,,,881.8553466796875,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,8,0.225,0.2,0.21250000000000002,40,4,16,16,0.2,0.2,,,943.2762451171875,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,9,0.275,0.2,0.23750000000000002,40,4,16,16,0.3,0.2,,,969.2685546875,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,10,0.325,0.225,0.275,40,4,16,16,0.3,0.3,,,927.0733642578125,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,11,0.225,0.375,0.3,40,4,16,16,0.3,0.4,,,1164.9498291015625,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,12,0.35,0.4,0.375,40,4,16,16,0.4,0.4,,,1216.9639892578125,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,13,0.4,0.45,0.42500000000000004,40,4,16,16,0.2,0.4,,,1452.0267333984375,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,14,0.45,0.45,0.45,40,4,16,16,0.2,0.3,,,1567.146240234375,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,15,0.475,0.5,0.4875,40,4,16,16,0.3,0.3,,,1666.075927734375,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,16,0.45,0.5,0.475,40,4,16,16,0.4,0.3,,,1622.5968017578125,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,17,0.5,0.575,0.5375,40,4,16,16,0.3,0.5,,,1656.6380615234375,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,18,0.55,0.6,0.575,40,4,16,16,0.4,0.5,,,1713.0413818359375,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,19,0.55,0.65,0.6000000000000001,40,4,16,16,0.5,0.5,,,1714.4755859375,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,20,0.6,0.675,0.6375,40,4,16,16,0.5,0.5,,,1599.798583984375,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,21,0.625,0.7,0.6625,40,4,16,16,0.5,0.5,,,1476.9462890625,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,22,0.625,0.675,0.65,40,4,16,16,0.5,0.5,,,1374.8297119140625,0.0,10,1,1,1,16,0.1
Qwen3-8B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,23,0.5,0.5,0.5,40,4,16,16,0.4,0.3,,,1383.1259765625,0.0,10,1,1,1,16,0.1
