model_label,query_variant,response_type,bank_size,seed,occurrences,clean_accuracy,ranked_accuracy,random_accuracy,all_accuracy_damage_specificity,clean_correct_to_wrong_specificity,token_accuracy_specificity
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,2,1259,28,0.9642857142857143,0.9642857142857143,0.9761904761904762,0.011904761904761904,0.0,0.009523809523809521
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,2,1260,43,1.0,0.9534883720930233,0.9844961240310078,0.0310077519379845,0.0310077519379845,0.031007751937984496
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,2,1261,29,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,2,1262,49,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,2,1263,33,1.0,0.9696969696969697,0.9595959595959597,-0.010101010101010097,-0.010101010101010097,-0.008080808080808086
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,2,1268,10,0.9,1.0,0.9666666666666666,-0.03333333333333334,0.0,-0.016666666666666663
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,2,1271,10,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,4,1254,14,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,4,1255,41,1.0,1.0,0.991869918699187,-0.008130081300813007,-0.008130081300813007,-0.008130081300813009
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,4,1256,41,1.0,0.975609756097561,0.991869918699187,0.016260162601626018,0.016260162601626018,0.016260162601626015
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,4,1257,52,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,4,1258,7,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,4,1259,28,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.0,0.0,9.912705577010326e-19
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,4,1260,43,1.0,0.9767441860465116,0.9922480620155039,0.01550387596899225,0.01550387596899225,0.015503875968992248
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,4,1261,29,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,4,1262,49,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,4,1263,33,1.0,0.9393939393939394,0.9797979797979799,0.04040404040404041,0.04040404040404041,0.03737373737373738
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,4,1268,10,0.9,1.0,0.9333333333333333,-0.06666666666666668,0.0,-0.03333333333333334
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,4,1271,10,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,8,1254,14,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,8,1255,41,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,8,1256,41,1.0,0.975609756097561,0.983739837398374,0.008130081300813009,0.008130081300813009,0.008130081300813007
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,8,1257,52,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,8,1258,7,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,8,1259,28,0.9642857142857143,0.9642857142857143,0.9761904761904762,0.011904761904761904,0.0,0.009523809523809521
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,8,1260,43,1.0,0.9302325581395349,0.9689922480620154,0.03875968992248063,0.03875968992248063,0.03875968992248062
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,8,1261,29,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,8,1262,49,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,8,1263,33,1.0,0.9393939393939394,0.9696969696969697,0.030303030303030304,0.030303030303030304,0.022222222222222216
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,8,1268,10,0.9,0.9,0.9333333333333333,0.03333333333333333,0.0,0.016666666666666663
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,8,1271,10,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,16,1254,14,1.0,1.0,0.9523809523809524,-0.047619047619047616,-0.047619047619047616,-0.04761904761904762
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,16,1255,41,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,16,1256,41,1.0,0.975609756097561,0.983739837398374,0.008130081300813009,0.008130081300813009,0.008130081300813007
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,16,1257,52,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,16,1258,7,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,16,1259,28,0.9642857142857143,0.9642857142857143,0.9880952380952381,0.023809523809523808,0.0,0.019047619047619053
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,16,1260,43,1.0,0.9302325581395349,0.945736434108527,0.01550387596899225,0.01550387596899225,0.015503875968992248
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,16,1261,29,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,16,1262,49,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,16,1263,33,1.0,0.9393939393939394,0.9393939393939394,0.0,0.0,-0.0030303030303030264
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,16,1268,10,0.9,1.0,0.9333333333333333,-0.06666666666666668,0.0,-0.03333333333333334
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,16,1271,10,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,32,1254,14,1.0,0.9285714285714286,1.0,0.07142857142857142,0.07142857142857142,0.07142857142857142
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,32,1255,41,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,32,1256,41,1.0,0.975609756097561,0.983739837398374,0.008130081300813009,0.008130081300813009,0.008130081300813007
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,32,1257,52,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,32,1258,7,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,32,1259,28,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.0,0.0,9.912705577010326e-19
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,32,1260,43,1.0,0.9302325581395349,0.9534883720930233,0.023255813953488372,0.023255813953488372,0.023255813953488372
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,32,1261,29,1.0,1.0,0.9885057471264368,-0.011494252873563218,-0.011494252873563218,-0.01149425287356322
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,32,1262,49,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,32,1263,33,1.0,0.9696969696969697,0.9696969696969697,1.6821560979169039e-18,1.6821560979169039e-18,0.004040404040404038
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,32,1268,10,0.9,0.9,0.9333333333333333,0.03333333333333333,0.0,0.016666666666666663
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,32,1271,10,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,1,1254,32,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,1,1255,8,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,1,1256,8,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,1,1257,3,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,1,1258,29,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,1,1260,12,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,1,1261,4,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,1,1262,2,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,1,1263,17,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,2,1254,32,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,2,1255,8,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,2,1256,8,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,2,1257,3,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,2,1258,29,0.9655172413793104,0.9655172413793104,0.9770114942528735,0.011494252873563218,0.0,0.011494252873563218
Qwen3-8B,response_reference_pre_reference_d1,record_template,2,1260,12,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,2,1261,4,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,2,1262,2,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,2,1263,17,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,4,1254,32,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,4,1255,8,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,4,1256,8,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,4,1257,3,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,4,1258,29,0.9655172413793104,0.9655172413793104,0.9770114942528735,0.011494252873563218,0.0,0.011494252873563218
Qwen3-8B,response_reference_pre_reference_d1,record_template,4,1260,12,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,4,1261,4,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,4,1262,2,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,4,1263,17,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,8,1254,32,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,8,1255,8,1.0,0.875,1.0,0.125,0.125,0.125
Qwen3-8B,response_reference_pre_reference_d1,record_template,8,1256,8,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,8,1257,3,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,8,1258,29,0.9655172413793104,0.9655172413793104,0.9885057471264368,0.022988505747126436,0.0,0.022988505747126436
Qwen3-8B,response_reference_pre_reference_d1,record_template,8,1260,12,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,8,1261,4,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,8,1262,2,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,8,1263,17,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,16,1254,32,1.0,1.0,0.9895833333333334,-0.010416666666666666,-0.010416666666666666,-0.010416666666666668
Qwen3-8B,response_reference_pre_reference_d1,record_template,16,1255,8,1.0,1.0,0.9583333333333333,-0.041666666666666664,-0.041666666666666664,-0.04166666666666667
Qwen3-8B,response_reference_pre_reference_d1,record_template,16,1256,8,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,16,1257,3,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,16,1258,29,0.9655172413793104,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,16,1260,12,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,16,1261,4,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,16,1262,2,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,16,1263,17,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,32,1254,32,1.0,1.0,0.9895833333333334,-0.010416666666666666,-0.010416666666666666,-0.010416666666666668
Qwen3-8B,response_reference_pre_reference_d1,record_template,32,1255,8,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,32,1256,8,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,32,1257,3,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,32,1258,29,0.9655172413793104,0.9655172413793104,0.9885057471264368,0.022988505747126436,0.0,0.022988505747126436
Qwen3-8B,response_reference_pre_reference_d1,record_template,32,1260,12,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,32,1261,4,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,32,1262,2,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,record_template,32,1263,17,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,1,1254,6,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,1,1255,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,1,1258,7,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,1,1259,25,0.96,1.0,0.9733333333333333,-0.02666666666666667,0.0,-0.006436781609195403
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,2,1254,6,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,2,1255,3,0.6666666666666666,0.6666666666666666,0.7777777777777777,0.1111111111111111,0.0,0.02777777777777779
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,2,1258,7,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,2,1259,25,0.96,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,4,1254,6,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,4,1255,3,0.6666666666666666,0.6666666666666666,0.7777777777777777,0.1111111111111111,0.0,0.02777777777777779
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,4,1258,7,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,4,1259,25,0.96,0.96,0.9733333333333333,0.013333333333333334,0.02777777777777778,-0.0023850574712643625
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,8,1254,6,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,8,1255,3,0.6666666666666666,1.0,0.8888888888888888,-0.11111111111111112,0.0,-0.02777777777777779
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,8,1258,7,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,8,1259,25,0.96,0.96,0.9866666666666667,0.026666666666666665,0.041666666666666664,-0.001968390804597697
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,16,1254,6,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,16,1255,3,0.6666666666666666,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,16,1258,7,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,16,1259,25,0.96,0.92,0.9733333333333333,0.05333333333333334,0.02777777777777778,0.007270114942528743
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,32,1254,6,1.0,0.8333333333333334,1.0,0.16666666666666666,0.16666666666666666,0.05555555555555556
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,32,1255,3,0.6666666666666666,1.0,0.8888888888888888,-0.11111111111111112,0.0,-0.02777777777777779
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,32,1258,7,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,semantic_cue,32,1259,25,0.96,0.96,0.9466666666666668,-0.013333333333333334,0.01388888888888889,-0.006020114942528738
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,1,1254,52,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,1,1255,52,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,1,1256,49,1.0,0.9878048780487805,1.0,0.012195121951219513,0.012195121951219513,0.012195121951219513
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,1,1257,55,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,1,1258,43,0.9885057471264368,0.9885057471264368,0.9885057471264368,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,1,1259,53,0.9621428571428572,0.9821428571428572,0.9688095238095238,-0.013333333333333334,0.0,-0.003218390804597701
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,1,1260,55,1.0,0.9767441860465116,0.9883720930232558,0.011627906976744186,0.011627906976744186,0.011627906976744186
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,1,1261,33,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,1,1262,51,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,1,1263,50,1.0,0.9848484848484849,0.9949494949494949,0.010101010101010102,0.010101010101010102,0.006060606060606059
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,1,1268,10,0.9,1.0,0.9666666666666666,-0.03333333333333334,0.0,-0.016666666666666663
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,1,1271,10,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,2,1254,52,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,2,1255,52,0.8888888888888888,0.8888888888888888,0.9232158988256548,0.03432700993676603,-0.0027100271002710023,0.0065492321589882595
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,2,1256,49,1.0,0.9878048780487805,0.9918699186991871,0.0040650406504065045,0.0040650406504065045,0.004065040650406504
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,2,1257,55,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,2,1258,43,0.9885057471264368,0.9885057471264368,0.9923371647509578,0.0038314176245210726,0.0,0.0038314176245210726
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,2,1259,53,0.9621428571428572,0.9821428571428572,0.9880952380952381,0.005952380952380952,0.0,0.004761904761904761
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,2,1260,55,1.0,0.9767441860465116,0.9922480620155039,0.01550387596899225,0.01550387596899225,0.015503875968992248
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,2,1261,33,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,2,1262,51,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,2,1263,50,1.0,0.9848484848484849,0.9797979797979799,-0.005050505050505048,-0.005050505050505048,-0.004040404040404043
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,2,1268,10,0.9,1.0,0.9666666666666666,-0.03333333333333334,0.0,-0.016666666666666663
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,2,1271,10,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,4,1254,52,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,4,1255,52,0.8888888888888888,0.8888888888888888,0.9232158988256548,0.03432700993676603,-0.0027100271002710023,0.0065492321589882595
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,4,1256,49,1.0,0.9878048780487805,0.9959349593495934,0.008130081300813009,0.008130081300813009,0.008130081300813007
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,4,1257,55,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,4,1258,43,0.9885057471264368,0.9885057471264368,0.9923371647509578,0.0038314176245210726,0.0,0.0038314176245210726
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,4,1259,53,0.9621428571428572,0.9621428571428572,0.9688095238095238,0.006666666666666667,0.01388888888888889,-0.0011925287356321808
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,4,1260,55,1.0,0.9883720930232558,0.9961240310077519,0.007751937984496125,0.007751937984496125,0.007751937984496124
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,4,1261,33,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,4,1262,51,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,4,1263,50,1.0,0.9696969696969697,0.98989898989899,0.020202020202020204,0.020202020202020204,0.01868686868686869
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,4,1268,10,0.9,1.0,0.9333333333333333,-0.06666666666666668,0.0,-0.03333333333333334
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,4,1271,10,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,8,1254,52,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,8,1255,52,0.8888888888888888,0.9583333333333334,0.9629629629629629,0.004629629629629627,0.041666666666666664,0.032407407407407406
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,8,1256,49,1.0,0.9878048780487805,0.9918699186991871,0.0040650406504065045,0.0040650406504065045,0.004065040650406504
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,8,1257,55,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,8,1258,43,0.9885057471264368,0.9885057471264368,0.9961685823754789,0.007662835249042145,0.0,0.007662835249042145
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,8,1259,53,0.9621428571428572,0.9621428571428572,0.9814285714285714,0.019285714285714285,0.020833333333333332,0.003777709359605912
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,8,1260,55,1.0,0.9651162790697674,0.9844961240310077,0.019379844961240313,0.019379844961240313,0.01937984496124031
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,8,1261,33,1.0,1.0,1.0,0.0,0.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,pooled_cross_response_types,8,1262,51,1.0,1.0,1.0,0.0,0.0,0.0
