model_label,query_variant,response_type,request_id,occurrence,bank_size,seed,split,gold_count,clean_exact,ranked_exact,random_exact_mean,ranked_damage,random_damage_mean,all_accuracy_damage_specificity,clean_correct_to_wrong_specificity,ranked_token_accuracy,random_token_accuracy_mean,token_accuracy_specificity
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,2,16,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,2,32,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,3,1,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,3,2,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,3,4,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,3,8,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,3,16,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,3,32,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,4,1,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,4,2,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,4,4,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,4,8,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,4,16,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,4,32,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,5,1,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,5,2,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,5,4,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,5,8,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,5,16,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,5,32,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,6,1,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,6,2,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,6,4,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,6,8,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,6,16,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,6,32,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,7,1,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,7,2,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,7,4,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,7,8,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,7,16,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,7,32,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,8,1,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,8,2,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,8,4,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,8,8,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,8,16,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,8,32,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,9,1,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,9,2,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,9,4,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,9,8,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,9,16,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,9,32,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,10,1,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,10,2,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,10,4,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,10,8,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,10,16,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1254,10,32,1254,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,1,1,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,1,2,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,1,4,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,1,8,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,1,16,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,1,32,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,2,1,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,2,2,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,2,4,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,2,8,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,2,16,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,2,32,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,3,1,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,3,2,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,3,4,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,3,8,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,3,16,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,3,32,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,4,1,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,4,2,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,4,4,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,4,8,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,4,16,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,4,32,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,5,1,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,5,2,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,5,4,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,5,8,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,5,16,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,5,32,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,6,1,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,6,2,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,6,4,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,6,8,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,6,16,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,6,32,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,7,1,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,7,2,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,7,4,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,7,8,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,7,16,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,7,32,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,8,1,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,8,2,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,8,4,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,8,8,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,8,16,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,8,32,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,9,1,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,9,2,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,9,4,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,9,8,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,9,16,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,9,32,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Qwen3-8B,response_reference_pre_reference_d1,bare_or_list,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1255,10,1,1255,confirmation,10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
