model_label,site,running_index,marker_kind,trace_order_class,noise_total_rms__count,noise_total_rms__mean,noise_total_rms__std,noise_total_rms__median,noise_orthogonal_rms__count,noise_orthogonal_rms__mean,noise_orthogonal_rms__std,noise_orthogonal_rms__median,count_axis_deviation_abs__count,count_axis_deviation_abs__mean,count_axis_deviation_abs__std,count_axis_deviation_abs__median
Gemma4-E4B,city_end,2,completion_recap,forward,4,0.9400294812196798,0.299215527678593,0.8716306349317039,4,0.8832608530811539,0.28073033283448057,0.8198044538781651,4,4.810346469283105,4.225916660368546,3.7609684467315674
Gemma4-E4B,city_end,2,indexed,forward,26,0.6391463384646958,0.17537523431826865,0.523273534371019,26,0.5760718466052827,0.16357071662242353,0.4670965507318392,26,2.6542185373031177,1.5988800053488348,2.572387933731079
Gemma4-E4B,city_end,2,indexed,other_permutation,1,0.5207432885215931,,0.5207432885215931,1,0.4557234633328429,,0.4557234633328429,1,3.0151267051696777,,3.0151267051696777
Gemma4-E4B,city_end,3,audit_sentence,forward,41,0.5024859922897821,0.05988821367536067,0.4918601506668597,41,0.445607329397197,0.07165078356062925,0.4253460413080862,41,2.1111116333887345,1.4527851478828693,1.6359989643096924
Gemma4-E4B,city_end,3,audit_sentence,other_permutation,3,0.4954891492089431,0.02476795339270655,0.4824209607073193,3,0.42317566834588277,0.007237919498821763,0.4205240607355044,3,3.6839617490768433,2.152423791581697,3.10514497756958
Gemma4-E4B,city_end,3,bullet,forward,118,0.6908814037882663,0.168623181764118,0.7758647372144993,118,0.6222295077387477,0.15918941219475244,0.698847980646434,118,3.570501653003996,2.0591103673591302,3.2627413272857666
Gemma4-E4B,city_end,3,bullet,other_permutation,11,0.6098650003881768,0.16032761913034366,0.5140487158878118,11,0.5440614183465053,0.1416346786825116,0.4577180675336658,11,3.845136458223516,1.4988181063849986,3.64975643157959
Gemma4-E4B,city_end,3,indexed,forward,34,0.5946331370168686,0.13748662787908358,0.5281990344216315,34,0.5355180424934717,0.1361442545864256,0.4703372311933147,34,2.6051959518124077,1.624244511286178,2.9014956951141357
Gemma4-E4B,city_end,3,indexed,other_permutation,1,0.4999665725978187,,0.4999665725978187,1,0.4694395727672638,,0.4694395727672638,1,3.311613082885742,,3.311613082885742
Gemma4-E4B,city_end,4,audit_sentence,forward,18,0.49242166590177416,0.02478912838636662,0.48998503442948654,18,0.4282967460471459,0.01878913466725762,0.427729975211417,18,2.546436131000519,1.4621007471542795,2.5048983097076416
Gemma4-E4B,city_end,4,bullet,forward,100,0.6407903150223035,0.1498453124365754,0.5474901276539992,100,0.5755116703132659,0.14827755610874893,0.5046448790586688,100,3.255645871460438,1.2682668157537427,3.1793798208236694
Gemma4-E4B,city_end,4,bullet,other_permutation,8,0.6426177800857429,0.15784297506902248,0.6164016845950426,8,0.5719012169684554,0.1455651224242261,0.5462366728783767,8,2.7634576000273228,1.727734704415503,2.228935956954956
Gemma4-E4B,city_end,4,indexed,forward,16,0.5805845048112778,0.11229906125683435,0.5170369114067984,16,0.5175734576975095,0.10249433464389458,0.4637673140661822,16,2.827346693724394,1.4462228675736857,2.9025391340255737
Gemma4-E4B,city_end,5,audit_sentence,forward,12,0.5354890420131203,0.08772798820945324,0.5032621458137024,12,0.48085070369261534,0.11124597417309938,0.43598827409763213,12,2.8006284683942795,1.459870009829852,2.6496535539627075
Gemma4-E4B,city_end,5,audit_sentence,other_permutation,2,0.4861046123065879,0.02716605225331878,0.4861046123065879,2,0.4410665481952021,0.02168626536694629,0.4410665481952021,2,2.795290280133486,3.8916939263240846,2.795290280133486
Gemma4-E4B,city_end,5,bullet,forward,80,0.6215124395139168,0.1465570170283249,0.5229350515619493,80,0.5550158743128009,0.13613733283232535,0.47353043537912953,80,3.4745513066649436,1.7661966527023958,3.5979143381118774
Gemma4-E4B,city_end,5,bullet,other_permutation,8,0.6100414334386856,0.1397213751692588,0.54093998027412,8,0.5346977733017432,0.1340437289654579,0.44899887560799323,8,3.0555667728185654,1.4663120599902304,3.0663998126983643
Gemma4-E4B,city_end,5,indexed,forward,17,0.6048679748989221,0.1415669101579459,0.5376625569291544,17,0.5502984813459034,0.12680542532114952,0.5006118897236244,17,2.941153820823221,1.3797608664821492,3.310579538345337
Gemma4-E4B,city_end,5,indexed,other_permutation,4,0.557922995903261,0.13890241182754787,0.4940348373072073,4,0.5158807645866827,0.14206105390356763,0.4456507338532355,4,3.9182751774787903,1.2574456897157216,3.8868706226348877
Gemma4-E4B,city_end,6,audit_sentence,forward,7,0.4705639134023876,0.023674896713747017,0.4773250794700492,7,0.40764207426388227,0.02693122092218824,0.4122842035423073,7,2.4280981506620134,1.8619790338617985,2.309212207794189
Gemma4-E4B,city_end,6,audit_sentence,other_permutation,1,0.4556266131588357,,0.4556266131588357,1,0.4287800402551243,,0.4287800402551243,1,0.0374460518360137,,0.0374460518360137
Gemma4-E4B,city_end,6,bullet,forward,59,0.593796184494268,0.141663568024388,0.5112081061921935,59,0.5284984264386975,0.13657348326386573,0.457548781327312,59,2.8671061202126036,1.6108018899645418,2.9714763164520264
Gemma4-E4B,city_end,6,bullet,other_permutation,11,0.6808986257295349,0.14793471457070487,0.7403655809057391,11,0.6120433003401647,0.14727270067963164,0.6526039370082509,11,3.4542196772315283,2.488957680035595,2.706405639648437
Gemma4-E4B,city_end,6,indexed,forward,19,0.5395689384287686,0.10612055539576931,0.4928699424613807,19,0.4786748264396852,0.09778120594802625,0.4415192492548219,19,3.349805999743311,2.107247689190879,3.226739883422852
Gemma4-E4B,city_end,6,indexed,other_permutation,4,0.5462171212239684,0.14353300299597083,0.4845423209780191,4,0.4957402759223398,0.14465480526219718,0.4339055001749976,4,3.726611912250519,0.8866965847653174,3.4111889600753784
Gemma4-E4B,city_end,7,audit_sentence,forward,8,0.4783607170739218,0.021003309076360378,0.48009714873555986,8,0.418959149073918,0.030999431574607862,0.4044604388243991,8,2.381073145195842,1.9155203403752494,2.400149345397949
Gemma4-E4B,city_end,7,audit_sentence,other_permutation,1,0.4499910830567951,,0.4499910830567951,1,0.4319277157715622,,0.4319277157715622,1,3.1618800163269043,,3.1618800163269043
Gemma4-E4B,city_end,7,bullet,forward,56,0.596124379947082,0.16352885363328123,0.5035750473509415,56,0.534905538061219,0.15475570319310156,0.4562380216525058,56,3.5700328733239854,2.392578798439916,3.0797165632247925
Gemma4-E4B,city_end,7,bullet,other_permutation,7,0.5795403687867756,0.12070681246920291,0.5144348512038407,7,0.5016166794506488,0.11680851515151412,0.4506987951877648,7,3.0847086225237166,0.7568258123796313,2.939833641052246
Gemma4-E4B,city_end,7,indexed,forward,13,0.6003387678415046,0.15952730851621788,0.4933077219595512,13,0.545907533216008,0.1548362275913117,0.4422573112632634,13,3.1688944605680613,1.3501304937817686,3.276033401489258
Gemma4-E4B,city_end,7,indexed,other_permutation,4,0.5461503462913702,0.13439141799334417,0.48810100917515925,4,0.49358595503630953,0.13919414713183573,0.4452538520019695,4,3.6550008058547974,2.601663686716681,3.3644357919692993
Gemma4-E4B,city_end,8,audit_sentence,forward,3,0.4315092952780819,0.015392148336343538,0.4352053547792722,3,0.37248500926501293,0.024159536845646718,0.3843112357160549,3,2.408918504913648,2.010403789894268,3.304484367370605
Gemma4-E4B,city_end,8,audit_sentence,other_permutation,1,0.5575058379958133,,0.5575058379958133,1,0.4797624290562513,,0.4797624290562513,1,2.2850615978240967,,2.2850615978240967
Gemma4-E4B,city_end,8,bullet,forward,39,0.5955913303860996,0.15526393036286018,0.5071482848063102,39,0.5262101122798443,0.14568630026993046,0.4676867808927332,39,2.5172050973543754,1.6535014530698573,2.471395492553711
Gemma4-E4B,city_end,8,bullet,other_permutation,4,0.675303697844249,0.1274693364780804,0.7016616725116888,4,0.6046876843256626,0.1293573456881432,0.6238027829364183,4,3.08633890748024,1.8617240543587281,3.0479778051376343
Gemma4-E4B,city_end,8,indexed,forward,9,0.5328870115860378,0.14614043765741633,0.4753851182629653,9,0.4621153451605755,0.13784361059431166,0.3902096197814257,9,2.6298331684536405,1.4129220605552728,2.707022190093994
Gemma4-E4B,city_end,8,indexed,other_permutation,1,0.7859116900777275,,0.7859116900777275,1,0.7121430259572274,,0.7121430259572274,1,0.9943532347679138,,0.9943532347679138
Gemma4-E4B,city_end,9,bullet,forward,19,0.6425521905874142,0.1794428963803646,0.7549035941714147,19,0.5739508940891039,0.16079047620958095,0.6466927355707063,19,2.8601209270326713,1.437035776445843,2.4969093799591064
Gemma4-E4B,city_end,9,bullet,other_permutation,4,0.6085742474003043,0.2294613157548732,0.5752154092567364,4,0.5268303295670688,0.20086660363993736,0.4949398125676874,4,3.9067550003528595,2.5295341312026216,3.122288942337036
Gemma4-E4B,city_end,9,indexed,forward,5,0.4321094754890561,0.007858600927438654,0.4353205892738238,5,0.3770544926883619,0.029105829903344854,0.3806664265586992,5,2.295062744617462,1.1101931152804265,2.6346774101257324
Gemma4-E4B,city_end,9,indexed,other_permutation,2,0.8077854338731592,0.056952302968408745,0.8077854338731592,2,0.7428324091961362,0.09321028627983136,0.7428324091961362,2,3.0827397108078003,2.439608117304699,3.0827397108078003
Gemma4-E4B,city_end,10,bullet,forward,11,0.5422711748739688,0.2439405282430585,0.3771602871740633,11,0.4783213213568787,0.20411420270380776,0.3455575428636101,11,2.201640251007947,1.5039607176241543,2.1722850799560547
Gemma4-E4B,city_end,10,indexed,forward,6,0.5407175884986423,0.22185850061133405,0.446226388360273,6,0.4791735817476029,0.17556037473127586,0.41464013829944724,6,1.5690199434757233,1.3644138810151052,1.2522996664047241
Gemma4-E4B,city_middle,1,audit_sentence,forward,71,0.7423838022333784,0.11704721570022183,0.6852891225519614,71,0.6824550534811473,0.1176668951516304,0.6295501934417823,71,5.039392375820119,6.037536812471031,2.5068588256835938
Gemma4-E4B,city_middle,1,audit_sentence,other_permutation,2,0.6543187694849619,0.009088514241541352,0.6543187694849619,2,0.6015354561415736,0.0011130713083255038,0.6015354561415736,2,1.1278657913208008,0.4531002006785484,1.1278657913208008
Gemma4-E4B,city_middle,1,bullet,forward,203,0.8849805436782311,0.1435564535526847,0.9320436513608106,203,0.832467264685314,0.1503767613346159,0.8645199680193553,203,7.0476099639543754,4.300686513548251,8.112492561340332
Gemma4-E4B,city_middle,1,bullet,other_permutation,11,0.8182661194308138,0.13725128970770487,0.8767684776114671,11,0.7638584469736253,0.14228003051563287,0.8178440154231748,11,7.544119198213924,5.661596725325046,9.059652328491213
Gemma4-E4B,city_middle,1,completion_recap,forward,1,1.015216733596485,,1.015216733596485,1,0.9367553156208026,,0.9367553156208026,1,14.22544002532959,,14.22544002532959
Gemma4-E4B,city_middle,1,indexed,forward,32,0.8217236219834715,0.13424080851087453,0.8752945798443446,32,0.7703731296704264,0.1435588074551802,0.8351498746999035,32,6.666084052063525,5.032396658280198,6.022447347640991
Gemma4-E4B,city_middle,1,indexed,other_permutation,2,0.7545011998887354,0.1352289064012267,0.7545011998887354,2,0.685559343228096,0.1427052154867056,0.685559343228096,2,8.66817569732666,8.939358707452996,8.66817569732666
Gemma4-E4B,city_middle,2,audit_sentence,forward,58,0.6262219179160908,0.11208778276343656,0.5831023707385772,58,0.566055664123567,0.1250266360776354,0.515533726363766,58,2.071588212559963,1.757441995447749,1.8578354716300964
Gemma4-E4B,city_middle,2,audit_sentence,other_permutation,2,0.7477091664595076,0.27670004236672124,0.7477091664595076,2,0.7038244263671289,0.28439596432227776,0.7038244263671289,2,4.6628886461257935,4.249095392675032,4.6628886461257935
Gemma4-E4B,city_middle,2,bullet,forward,126,0.8231294342146872,0.17514340374206955,0.9104833118527361,126,0.7769992941099523,0.179678869859374,0.878777357415192,126,2.019993267953396,1.6447677787015655,1.6216582655906677
Gemma4-E4B,city_middle,2,bullet,other_permutation,7,0.6690486567062279,0.1956922739917544,0.5620020887940168,7,0.616435701853116,0.1928340027678389,0.5091399370608417,7,1.3151581755706243,1.2543136620266073,1.277025818824768
Gemma4-E4B,city_middle,2,completion_recap,forward,1,1.0244065218085192,,1.0244065218085192,1,1.0021738228282124,,1.0021738228282124,1,8.087135314941406,,8.087135314941406
Gemma4-E4B,city_middle,2,indexed,forward,35,0.747920164479949,0.18833775379523687,0.877372930080539,35,0.7026030803646411,0.19333027209700032,0.8627792059471598,35,1.9361707666090557,1.882574342936963,1.2999582290649414
Gemma4-E4B,city_middle,2,indexed,other_permutation,1,0.902835701934466,,0.902835701934466,1,0.8767216006760837,,0.8767216006760837,1,3.529784202575684,,3.529784202575684
Gemma4-E4B,city_middle,3,audit_sentence,forward,34,0.6300959998653983,0.1125308347479589,0.5809568651711786,34,0.5819438252571881,0.12929059186594705,0.5320091511284233,34,1.7974973772378529,1.3313957886470256,1.4627338647842407
Gemma4-E4B,city_middle,3,audit_sentence,other_permutation,2,0.8081873938730046,0.021431167147019665,0.8081873938730046,2,0.7965914782395096,0.012373101711645025,0.7965914782395096,2,2.922726273536682,2.2445919518464876,2.922726273536682
Gemma4-E4B,city_middle,3,bullet,forward,120,0.8047438442573659,0.14869888451676289,0.854749081873093,120,0.7712156736640358,0.15319936566125458,0.8292240109297839,120,2.2586801895250876,1.8126513708035041,1.9570799469947815
Gemma4-E4B,city_middle,3,bullet,other_permutation,10,0.8155390543286991,0.17209604535461293,0.9043777874288832,10,0.7744622460179504,0.16938367058886017,0.8523068419126238,10,2.183015540242195,1.276861556364656,2.1178343892097473
Gemma4-E4B,city_middle,3,indexed,forward,27,0.7448333802903989,0.14767847156415612,0.7673333241153101,27,0.7139743105908143,0.16506049775249274,0.7637097566411565,27,1.7584371092142883,1.5529043835797303,1.5489338636398315
Gemma4-E4B,city_middle,3,indexed,other_permutation,3,0.8267405590580781,0.18943678074277423,0.9024118108801632,3,0.7880755757335859,0.17757444760138305,0.877913019562295,3,2.6581879456837973,0.5611250277810739,2.639902114868164
Gemma4-E4B,city_middle,4,audit_sentence,forward,15,0.6398639263570186,0.11932684796680987,0.6030333335671648,15,0.5827918016543833,0.1442067982928315,0.5212964306755254,15,2.383391547203064,1.1605095695573624,2.0521223545074463
Gemma4-E4B,city_middle,4,bullet,forward,100,0.7709779041510082,0.14961634563908924,0.8262451492267047,100,0.7393653683703719,0.1572968768966762,0.8015717617317044,100,2.637017193287611,1.6769178998066534,2.5751110315322876
Gemma4-E4B,city_middle,4,bullet,other_permutation,11,0.685810915110512,0.15379725973266112,0.5937038403688025,11,0.6395926868639394,0.16657384877148124,0.5533236507543758,11,3.6111644506454468,1.429511254061061,3.444016456604004
Gemma4-E4B,city_middle,4,completion_recap,forward,1,0.972180991131076,,0.972180991131076,1,0.9690795766701064,,0.9690795766701064,1,3.296048641204834,,3.296048641204834
Gemma4-E4B,city_middle,4,indexed,forward,20,0.7263381982647917,0.14567789916726243,0.6938795399391975,20,0.6858478955908195,0.15069704170991496,0.6751789040692249,20,2.8947874337434767,1.8634004159490853,2.7461544275283813
Gemma4-E4B,city_middle,4,indexed,other_permutation,2,0.9033628322817719,0.12546908010366728,0.9033628322817719,2,0.8970563834536014,0.11863404593798682,0.8970563834536014,2,1.817630797624588,2.508494064475814,1.817630797624588
Gemma4-E4B,city_middle,5,audit_sentence,forward,11,0.6712475034498924,0.17211239958603916,0.5926919042079103,11,0.6234846730874305,0.19812583044104679,0.5288988760679068,11,2.981641487641768,1.884360070360276,2.6585073471069336
Gemma4-E4B,city_middle,5,audit_sentence,other_permutation,1,0.8842288108748092,,0.8842288108748092,1,0.8717979819851299,,0.8717979819851299,1,1.8039345741271973,,1.8039345741271973
Gemma4-E4B,city_middle,5,bullet,forward,91,0.7263665894523605,0.14983174677436614,0.7866781639077927,91,0.6909786500936994,0.15582972508381715,0.7651585622424559,91,2.668757120659063,1.79712853995809,2.426121473312378
Gemma4-E4B,city_middle,5,bullet,other_permutation,10,0.7972115332389198,0.10102886716178831,0.8259584434239609,10,0.7651130857282453,0.12060682015212391,0.813045765876651,10,1.622626680135727,1.0426113738844387,1.6708999872207642
Gemma4-E4B,city_middle,5,indexed,forward,13,0.7987301473413656,0.15096084201493293,0.8326499107493195,13,0.7715736353416953,0.1532061013199683,0.804717667192176,13,2.8046081341229954,1.5855902173045602,2.452504396438598
Gemma4-E4B,city_middle,5,indexed,other_permutation,3,0.7647575216203704,0.21401321614273724,0.8867412278607487,3,0.7530756336073153,0.22455494650960794,0.8792087417866475,3,2.3409811655680337,0.6468440810279324,2.136624336242676
Gemma4-E4B,city_middle,6,audit_sentence,forward,6,0.6313147767741057,0.09856265785908322,0.6049520939297455,6,0.5930618220150373,0.10986512219648593,0.5576390044190997,6,3.84266929825147,2.2274964367517662,3.7595847845077515
Gemma4-E4B,city_middle,6,bullet,forward,72,0.7524439583519994,0.15952313137197086,0.8096999966588128,72,0.7171843854345181,0.1703931818231188,0.7980577081224638,72,3.072029066582521,2.3434773832358142,2.998285412788391
Gemma4-E4B,city_middle,6,bullet,other_permutation,10,0.7560023343345821,0.17199881760344676,0.8509313970022387,10,0.7104113667096753,0.18981307841541445,0.8204706985985126,10,3.8679626852273943,3.0615023512401205,3.2752562761306763
Gemma4-E4B,city_middle,6,indexed,forward,14,0.7133443679472898,0.1457552488500325,0.6886359498563791,14,0.6849150832013623,0.15831144386127882,0.669879382321565,14,2.07254027894565,2.0500964613722097,1.3622360825538635
Gemma4-E4B,city_middle,6,indexed,other_permutation,2,0.6786259236389893,0.18817030428096726,0.6786259236389893,2,0.6432967773553145,0.19670573547140638,0.6432967773553145,2,2.5761722326278687,1.1640951129339225,2.5761722326278687
Gemma4-E4B,city_middle,7,audit_sentence,forward,5,0.6142610947167817,0.11458168419878217,0.5646747088184265,5,0.5798547474446707,0.1322160753553074,0.5412446207432695,5,3.709768509864807,3.033442815268492,3.430381774902344
Gemma4-E4B,city_middle,7,audit_sentence,other_permutation,1,0.524222192880891,,0.524222192880891,1,0.4714523591190367,,0.4714523591190367,1,2.781806707382202,,2.781806707382202
Gemma4-E4B,city_middle,7,bullet,forward,43,0.7977334134963432,0.14677470678939392,0.8445581592433302,43,0.7682377041201561,0.15410319955968782,0.8309834627082789,43,3.7355847317118975,2.7205553656259434,3.113302707672119
Gemma4-E4B,city_middle,7,bullet,other_permutation,8,0.7743598884859415,0.12941356461084513,0.8088836600146974,8,0.7332531850917317,0.13003374718782565,0.7942139226069679,8,4.079706326127052,4.054916946466158,2.969134211540222
Gemma4-E4B,city_middle,7,indexed,forward,11,0.7215596311587553,0.1709727321125219,0.6189887693923947,11,0.6826574871251705,0.17664265499891818,0.5981308920487941,11,3.647136027162725,2.179914892850938,3.1828773021698
Gemma4-E4B,city_middle,7,indexed,other_permutation,1,0.5577268048451441,,0.5577268048451441,1,0.4758293184783708,,0.4758293184783708,1,3.169556140899658,,3.169556140899658
Gemma4-E4B,city_middle,8,audit_sentence,forward,3,0.6583822983793324,0.21101200852285207,0.5568993111215538,3,0.6257742627817466,0.23014931504035968,0.5119431923429674,3,2.375007410844167,1.6979994691523324,2.6269407272338867
Gemma4-E4B,city_middle,8,bullet,forward,32,0.7674847167903035,0.16173303800354624,0.8383362924449056,32,0.7316609543947789,0.17173449451339204,0.8023720668045682,32,3.1665081083774567,2.3630202017825517,2.631402611732483
Gemma4-E4B,city_middle,8,bullet,other_permutation,3,0.7985938492858787,0.21798430176764022,0.8905279809410074,3,0.7443924505587095,0.19333438923993113,0.8242138520320079,3,6.3399702707926435,0.6427200314619483,6.5215020179748535
Gemma4-E4B,city_middle,8,indexed,forward,14,0.6918348929523817,0.1822467085423125,0.6065029081589395,14,0.6405323215101008,0.19086979643562305,0.5643059782728358,14,3.2031828526939665,2.5256114716605444,2.928424596786499
Gemma4-E4B,city_middle,8,indexed,other_permutation,3,0.6167514426288063,0.1615912425715654,0.5264028335419659,3,0.574347355085638,0.18489507190435903,0.4914693170729456,3,1.6971336603164673,2.077736337440644,0.7511124610900879
Gemma4-E4B,city_middle,9,audit_sentence,other_permutation,1,0.5849749580957472,,0.5849749580957472,1,0.5425151422766632,,0.5425151422766632,1,4.512472629547119,,4.512472629547119
Gemma4-E4B,city_middle,9,bullet,forward,21,0.6566434168778963,0.18352120482324838,0.552755726108714,21,0.6080605997823346,0.18136202874141502,0.5215879587034532,21,3.2676578887871335,1.9995467793808226,3.3032054901123047
Gemma4-E4B,city_middle,9,bullet,other_permutation,1,0.5493233506505493,,0.5493233506505493,1,0.5073538246544911,,0.5073538246544911,1,3.700175523757935,,3.700175523757935
Gemma4-E4B,city_middle,9,indexed,forward,4,0.8085109498065554,0.1958777651623629,0.8666966925054627,4,0.7604561199534164,0.20932069782902535,0.8269825454168316,4,4.136805921792984,2.6168686222767987,4.315724730491638
Gemma4-E4B,city_middle,10,audit_sentence,other_permutation,1,0.470981373201954,,0.470981373201954,1,0.450704035067789,,0.450704035067789,1,1.0084426403045654,,1.0084426403045654
Gemma4-E4B,city_middle,10,bullet,forward,8,0.7910684483850358,0.22700504031669458,0.8805543094954745,8,0.7547576463174023,0.21479014674466584,0.8339168989694266,8,3.5054078847169876,3.5828573990093924,2.317690849304199
Gemma4-E4B,city_middle,10,bullet,other_permutation,3,0.8930363238766327,0.03943620450224775,0.8962850511153152,3,0.8477854919714303,0.019404416873681662,0.8492503943670008,3,4.473312338193257,5.16909134828752,2.36636734008789
Gemma4-E4B,city_middle,10,indexed,forward,1,0.8709494432739813,,0.8709494432739813,1,0.8332673564995842,,0.8332673564995842,1,0.0279090404510498,,0.0279090404510498
Gemma4-E4B,city_middle,10,indexed,other_permutation,1,0.9753609796005496,,0.9753609796005496,1,0.8968532653162707,,0.8968532653162707,1,12.550762176513672,,12.550762176513672
Gemma4-E4B,city_span_mean,1,audit_sentence,forward,72,0.6206657555411421,0.045425369119016595,0.6088548590878775,72,0.5550055030420067,0.052809869649941485,0.5395440364028663,72,6.048184889886114,3.5607850477688374,5.492393493652344
Gemma4-E4B,city_span_mean,1,bullet,forward,184,0.8055174828021958,0.19963046802106124,0.7290479360592317,184,0.7343334335651607,0.19728362521859277,0.6790214910346843,184,8.53217899021895,5.374107058409019,8.08374309539795
Gemma4-E4B,city_span_mean,1,bullet,other_permutation,7,0.7346177092486441,0.17824235310232237,0.674247491783085,7,0.6665271540107882,0.17184586926018383,0.6279611414317574,7,9.803689547947474,5.055432530261742,10.531160354614258
Gemma4-E4B,city_span_mean,1,completion_recap,forward,1,0.8341313895871588,,0.8341313895871588,1,0.7791200425488406,,0.7791200425488406,1,6.879791259765625,,6.879791259765625
Gemma4-E4B,city_span_mean,1,indexed,forward,36,0.7493492883606225,0.1763637483356094,0.6426119675759734,36,0.6729657345907547,0.1798930728742854,0.5703759575254441,36,8.862288531329897,4.19653108908672,7.359161376953125
Gemma4-E4B,city_span_mean,1,indexed,other_permutation,3,0.7155419775773039,0.20366017438271547,0.6240569056459314,3,0.6446676646314594,0.2298522402929211,0.5404409258134318,3,5.880504449208577,1.2731842572201628,5.833006381988525
Gemma4-E4B,city_span_mean,2,audit_sentence,forward,64,0.5222238803781296,0.06976191149483565,0.4991887295813179,64,0.46876832363438686,0.09090034405428742,0.43233432855642384,64,2.0015079113654792,0.9931053344633286,1.895385503768921
Gemma4-E4B,city_span_mean,2,audit_sentence,other_permutation,2,0.5929638564841327,0.17103451772511538,0.5929638564841327,2,0.55083133947163,0.1986323949096213,0.55083133947163,2,2.4814664721488953,0.8564975501388667,2.4814664721488953
Gemma4-E4B,city_span_mean,2,bullet,forward,151,0.6913852877961879,0.18259629951885756,0.6897452365092719,151,0.6338757906467195,0.18774215336005795,0.6222209684202303,151,3.3588728316572327,1.8525447013934564,3.162210464477539
Gemma4-E4B,city_span_mean,2,bullet,other_permutation,8,0.6501825444544508,0.19665326403572708,0.6451874860623363,8,0.5829429091503773,0.1938607347139248,0.5691935576590839,8,3.543001025915146,1.474034538036899,3.7014410495758057
Gemma4-E4B,city_span_mean,2,completion_recap,forward,3,0.6276482561533346,0.11074547338964279,0.680982946846148,3,0.5663551687583024,0.1323122933261941,0.6297860369954166,3,3.8101903597513833,1.6608908179609176,3.293705463409424
Gemma4-E4B,city_span_mean,2,indexed,forward,30,0.6256783164867745,0.17757456279359793,0.5278788718698668,30,0.5705624490045745,0.18001134564506213,0.49204522832284947,30,3.2427983860174816,1.5216186601960076,3.3461477756500244
Gemma4-E4B,city_span_mean,2,indexed,other_permutation,4,0.582464308436302,0.14355140461209123,0.5454265215964567,4,0.5330990572124177,0.1585478299668218,0.50640642745637,4,4.357061065733433,3.2832491978392,4.319310307502747
Gemma4-E4B,city_span_mean,3,audit_sentence,forward,26,0.5207189265966439,0.0804975361157119,0.48256726524661453,26,0.4763733581663999,0.10212571988116165,0.42443970193922864,26,2.319475348179157,1.5859964131500288,2.116877555847168
Gemma4-E4B,city_span_mean,3,audit_sentence,other_permutation,1,0.5007298150034226,,0.5007298150034226,1,0.4034124110940861,,0.4034124110940861,1,2.646512031555176,,2.646512031555176
Gemma4-E4B,city_span_mean,3,bullet,forward,122,0.6690965494717792,0.16747019434200433,0.6664509476632995,122,0.6129443454617698,0.1690799518865787,0.6049952764952965,122,3.753055785278805,2.1940322112542106,3.606841564178467
