registered_bank_size,evaluation_scope,analysis_population,grammar_class,seed,seed_effect,n_anchor_units
6,confirmation,clean_correct_only,same_unit_rank_before_city,1257,0.3333333333333333,3
6,confirmation,clean_correct_only,same_unit_rank_before_city,1258,0.14285714285714285,7
6,confirmation,clean_correct_only,same_unit_rank_before_city,1259,0.6666666666666666,7
6,confirmation,clean_correct_only,same_unit_rank_before_city,1260,0.5,6
6,confirmation,clean_correct_only,same_unit_rank_before_city,1261,0.5,6
6,confirmation,clean_correct_only,same_unit_rank_before_city,1262,0.625,8
6,confirmation,clean_correct_only,same_unit_rank_before_city,1263,0.2222222222222222,3
6,confirmation,clean_correct_only,structural_invariant_bullet,1256,0.0,1
8,confirmation,all_examples,pooled,1254,0.5555555555555556,9
8,confirmation,all_examples,pooled,1255,0.6296296296296297,9
8,confirmation,all_examples,pooled,1256,0.6666666666666666,9
8,confirmation,all_examples,pooled,1257,0.8148148148148148,9
8,confirmation,all_examples,pooled,1258,0.6296296296296295,9
8,confirmation,all_examples,pooled,1259,0.7407407407407408,9
8,confirmation,all_examples,pooled,1260,0.7037037037037037,9
8,confirmation,all_examples,pooled,1261,1.0,9
8,confirmation,all_examples,pooled,1262,0.6666666666666666,9
8,confirmation,all_examples,pooled,1263,0.6666666666666666,9
8,confirmation,all_examples,macro_primary_grammars,1254,0.5916666666666667,9
8,confirmation,all_examples,macro_primary_grammars,1255,0.40476190476190477,9
8,confirmation,all_examples,macro_primary_grammars,1256,0.75,8
8,confirmation,all_examples,macro_primary_grammars,1257,0.8055555555555556,9
8,confirmation,all_examples,macro_primary_grammars,1258,0.7023809523809523,9
8,confirmation,all_examples,macro_primary_grammars,1259,0.7407407407407408,9
8,confirmation,all_examples,macro_primary_grammars,1260,0.7407407407407408,9
8,confirmation,all_examples,macro_primary_grammars,1261,1.0,9
8,confirmation,all_examples,macro_primary_grammars,1262,0.375,9
8,confirmation,all_examples,macro_primary_grammars,1263,0.5833333333333334,9
8,confirmation,all_examples,adjacent_rank_after_city,1254,0.9166666666666666,4
8,confirmation,all_examples,adjacent_rank_after_city,1255,0.0,2
8,confirmation,all_examples,adjacent_rank_after_city,1256,0.8333333333333333,4
8,confirmation,all_examples,adjacent_rank_after_city,1257,0.8333333333333334,6
8,confirmation,all_examples,adjacent_rank_after_city,1258,0.8333333333333333,2
8,confirmation,all_examples,adjacent_rank_after_city,1260,0.5,2
8,confirmation,all_examples,adjacent_rank_after_city,1261,1.0,3
8,confirmation,all_examples,adjacent_rank_after_city,1262,0.0,1
8,confirmation,all_examples,adjacent_rank_after_city,1263,0.8333333333333334,6
8,confirmation,all_examples,adjacent_rank_before_city,1260,1.0,1
8,confirmation,all_examples,same_unit_rank_before_city,1254,0.26666666666666666,5
8,confirmation,all_examples,same_unit_rank_before_city,1255,0.8095238095238095,7
8,confirmation,all_examples,same_unit_rank_before_city,1256,0.6666666666666666,4
8,confirmation,all_examples,same_unit_rank_before_city,1257,0.7777777777777777,3
8,confirmation,all_examples,same_unit_rank_before_city,1258,0.5714285714285714,7
8,confirmation,all_examples,same_unit_rank_before_city,1259,0.7407407407407408,9
8,confirmation,all_examples,same_unit_rank_before_city,1260,0.7222222222222222,6
8,confirmation,all_examples,same_unit_rank_before_city,1261,1.0,6
8,confirmation,all_examples,same_unit_rank_before_city,1262,0.75,8
8,confirmation,all_examples,same_unit_rank_before_city,1263,0.3333333333333333,3
8,confirmation,all_examples,structural_invariant_bullet,1256,0.0,1
8,confirmation,clean_correct_only,pooled,1254,0.5555555555555556,9
8,confirmation,clean_correct_only,pooled,1255,0.7083333333333334,8
8,confirmation,clean_correct_only,pooled,1256,0.6666666666666666,9
8,confirmation,clean_correct_only,pooled,1257,0.8148148148148148,9
8,confirmation,clean_correct_only,pooled,1258,0.6296296296296295,9
8,confirmation,clean_correct_only,pooled,1259,0.9523809523809524,7
8,confirmation,clean_correct_only,pooled,1260,0.7037037037037037,9
8,confirmation,clean_correct_only,pooled,1261,1.0,9
8,confirmation,clean_correct_only,pooled,1262,0.6666666666666666,9
8,confirmation,clean_correct_only,pooled,1263,0.6666666666666666,9
8,confirmation,clean_correct_only,macro_primary_grammars,1254,0.5916666666666667,9
8,confirmation,clean_correct_only,macro_primary_grammars,1255,0.40476190476190477,8
8,confirmation,clean_correct_only,macro_primary_grammars,1256,0.75,8
8,confirmation,clean_correct_only,macro_primary_grammars,1257,0.8055555555555556,9
8,confirmation,clean_correct_only,macro_primary_grammars,1258,0.7023809523809523,9
8,confirmation,clean_correct_only,macro_primary_grammars,1259,0.9523809523809524,7
8,confirmation,clean_correct_only,macro_primary_grammars,1260,0.7407407407407408,9
8,confirmation,clean_correct_only,macro_primary_grammars,1261,1.0,9
8,confirmation,clean_correct_only,macro_primary_grammars,1262,0.375,9
8,confirmation,clean_correct_only,macro_primary_grammars,1263,0.5833333333333334,9
8,confirmation,clean_correct_only,adjacent_rank_after_city,1254,0.9166666666666666,4
8,confirmation,clean_correct_only,adjacent_rank_after_city,1255,0.0,1
