registered_bank_size,evaluation_scope,arm,grammar_class,behavior_outcome,n_trials,fraction_within_arm_grammar
64,confirmation,selected_bank,adjacent_rank_after_city,no_identifiable_city_record,2,0.044444444444444446
64,confirmation,selected_bank,adjacent_rank_after_city,wrong_gold_needle,3,0.06666666666666667
64,confirmation,selected_bank,adjacent_rank_before_city,correct_next_needle,18,0.9473684210526315
64,confirmation,selected_bank,adjacent_rank_before_city,wrong_gold_needle,1,0.05263157894736842
64,confirmation,selected_bank,evidence_sequence_unranked,wrong_gold_needle,1,1.0
64,confirmation,selected_bank,same_unit_rank_before_city,correct_next_needle,5,0.3333333333333333
64,confirmation,selected_bank,same_unit_rank_before_city,no_identifiable_city_record,7,0.4666666666666667
64,confirmation,selected_bank,same_unit_rank_before_city,wrong_gold_needle,3,0.2
64,confirmation,selected_bank,structural_invariant_bullet,correct_next_needle,1,1.0
64,confirmation,selected_bank,structural_unmarked,wrong_gold_needle,6,1.0
80,confirmation,layer_matched_random_pooled_repeats,adjacent_rank_after_city,correct_next_needle,128,0.9481481481481482
80,confirmation,layer_matched_random_pooled_repeats,adjacent_rank_after_city,wrong_gold_needle,7,0.05185185185185185
80,confirmation,layer_matched_random_pooled_repeats,adjacent_rank_before_city,correct_next_needle,57,1.0
80,confirmation,layer_matched_random_pooled_repeats,evidence_sequence_unranked,correct_next_needle,3,1.0
80,confirmation,layer_matched_random_pooled_repeats,same_unit_rank_before_city,correct_next_needle,45,1.0
80,confirmation,layer_matched_random_pooled_repeats,structural_invariant_bullet,correct_next_needle,3,1.0
80,confirmation,layer_matched_random_pooled_repeats,structural_unmarked,correct_next_needle,18,1.0
80,confirmation,selected_bank,adjacent_rank_after_city,correct_next_needle,34,0.7555555555555555
80,confirmation,selected_bank,adjacent_rank_after_city,no_identifiable_city_record,5,0.1111111111111111
80,confirmation,selected_bank,adjacent_rank_after_city,wrong_gold_needle,4,0.08888888888888889
80,confirmation,selected_bank,adjacent_rank_after_city,wrong_non_gold_city_record,2,0.044444444444444446
80,confirmation,selected_bank,adjacent_rank_before_city,correct_next_needle,17,0.8947368421052632
80,confirmation,selected_bank,adjacent_rank_before_city,wrong_gold_needle,2,0.10526315789473684
80,confirmation,selected_bank,evidence_sequence_unranked,wrong_gold_needle,1,1.0
80,confirmation,selected_bank,same_unit_rank_before_city,correct_next_needle,2,0.13333333333333333
80,confirmation,selected_bank,same_unit_rank_before_city,no_identifiable_city_record,5,0.3333333333333333
80,confirmation,selected_bank,same_unit_rank_before_city,wrong_gold_needle,8,0.5333333333333333
80,confirmation,selected_bank,structural_invariant_bullet,correct_next_needle,1,1.0
80,confirmation,selected_bank,structural_unmarked,no_identifiable_city_record,2,0.3333333333333333
80,confirmation,selected_bank,structural_unmarked,wrong_gold_needle,4,0.6666666666666666
96,confirmation,layer_matched_random_pooled_repeats,adjacent_rank_after_city,correct_next_needle,128,0.9481481481481482
96,confirmation,layer_matched_random_pooled_repeats,adjacent_rank_after_city,wrong_gold_needle,7,0.05185185185185185
96,confirmation,layer_matched_random_pooled_repeats,adjacent_rank_before_city,correct_next_needle,57,1.0
96,confirmation,layer_matched_random_pooled_repeats,evidence_sequence_unranked,correct_next_needle,3,1.0
96,confirmation,layer_matched_random_pooled_repeats,same_unit_rank_before_city,correct_next_needle,45,1.0
96,confirmation,layer_matched_random_pooled_repeats,structural_invariant_bullet,correct_next_needle,3,1.0
96,confirmation,layer_matched_random_pooled_repeats,structural_unmarked,correct_next_needle,18,1.0
96,confirmation,selected_bank,adjacent_rank_after_city,correct_next_needle,32,0.7111111111111111
96,confirmation,selected_bank,adjacent_rank_after_city,no_identifiable_city_record,5,0.1111111111111111
96,confirmation,selected_bank,adjacent_rank_after_city,wrong_gold_needle,5,0.1111111111111111
96,confirmation,selected_bank,adjacent_rank_after_city,wrong_non_gold_city_record,3,0.06666666666666667
96,confirmation,selected_bank,adjacent_rank_before_city,correct_next_needle,17,0.8947368421052632
96,confirmation,selected_bank,adjacent_rank_before_city,no_identifiable_city_record,1,0.05263157894736842
96,confirmation,selected_bank,adjacent_rank_before_city,wrong_gold_needle,1,0.05263157894736842
96,confirmation,selected_bank,evidence_sequence_unranked,no_identifiable_city_record,1,1.0
96,confirmation,selected_bank,same_unit_rank_before_city,correct_next_needle,4,0.26666666666666666
96,confirmation,selected_bank,same_unit_rank_before_city,no_identifiable_city_record,9,0.6
96,confirmation,selected_bank,same_unit_rank_before_city,wrong_gold_needle,2,0.13333333333333333
96,confirmation,selected_bank,structural_invariant_bullet,wrong_gold_needle,1,1.0
96,confirmation,selected_bank,structural_unmarked,no_identifiable_city_record,5,0.8333333333333334
96,confirmation,selected_bank,structural_unmarked,wrong_gold_needle,1,0.16666666666666666
112,confirmation,layer_matched_random_pooled_repeats,adjacent_rank_after_city,correct_next_needle,126,0.9333333333333333
112,confirmation,layer_matched_random_pooled_repeats,adjacent_rank_after_city,wrong_gold_needle,9,0.06666666666666667
112,confirmation,layer_matched_random_pooled_repeats,adjacent_rank_before_city,correct_next_needle,57,1.0
112,confirmation,layer_matched_random_pooled_repeats,evidence_sequence_unranked,correct_next_needle,3,1.0
112,confirmation,layer_matched_random_pooled_repeats,same_unit_rank_before_city,correct_next_needle,43,0.9555555555555556
112,confirmation,layer_matched_random_pooled_repeats,same_unit_rank_before_city,wrong_gold_needle,2,0.044444444444444446
112,confirmation,layer_matched_random_pooled_repeats,structural_invariant_bullet,correct_next_needle,3,1.0
112,confirmation,layer_matched_random_pooled_repeats,structural_unmarked,correct_next_needle,18,1.0
112,confirmation,selected_bank,adjacent_rank_after_city,correct_next_needle,12,0.26666666666666666
112,confirmation,selected_bank,adjacent_rank_after_city,no_identifiable_city_record,19,0.4222222222222222
112,confirmation,selected_bank,adjacent_rank_after_city,wrong_non_gold_city_record,14,0.3111111111111111
112,confirmation,selected_bank,adjacent_rank_before_city,correct_next_needle,1,0.05263157894736842
112,confirmation,selected_bank,adjacent_rank_before_city,no_identifiable_city_record,15,0.7894736842105263
112,confirmation,selected_bank,adjacent_rank_before_city,wrong_gold_needle,2,0.10526315789473684
112,confirmation,selected_bank,adjacent_rank_before_city,wrong_non_gold_city_record,1,0.05263157894736842
112,confirmation,selected_bank,evidence_sequence_unranked,no_identifiable_city_record,1,1.0
112,confirmation,selected_bank,same_unit_rank_before_city,no_identifiable_city_record,14,0.9333333333333333
112,confirmation,selected_bank,same_unit_rank_before_city,wrong_gold_needle,1,0.06666666666666667
112,confirmation,selected_bank,structural_invariant_bullet,no_identifiable_city_record,1,1.0
112,confirmation,selected_bank,structural_unmarked,no_identifiable_city_record,6,1.0
125,confirmation,clean,adjacent_rank_after_city,correct_next_needle,45,1.0
125,confirmation,clean,adjacent_rank_before_city,correct_next_needle,19,1.0
125,confirmation,clean,evidence_sequence_unranked,correct_next_needle,1,1.0
125,confirmation,clean,same_unit_rank_before_city,correct_next_needle,15,1.0
125,confirmation,clean,structural_invariant_bullet,correct_next_needle,1,1.0
125,confirmation,clean,structural_unmarked,correct_next_needle,6,1.0
125,confirmation,layer_matched_random_pooled_repeats,adjacent_rank_after_city,correct_next_needle,125,0.9259259259259259
125,confirmation,layer_matched_random_pooled_repeats,adjacent_rank_after_city,wrong_gold_needle,10,0.07407407407407407
125,confirmation,layer_matched_random_pooled_repeats,adjacent_rank_before_city,correct_next_needle,57,1.0
125,confirmation,layer_matched_random_pooled_repeats,evidence_sequence_unranked,correct_next_needle,3,1.0
125,confirmation,layer_matched_random_pooled_repeats,same_unit_rank_before_city,correct_next_needle,44,0.9777777777777777
125,confirmation,layer_matched_random_pooled_repeats,same_unit_rank_before_city,no_identifiable_city_record,1,0.022222222222222223
125,confirmation,layer_matched_random_pooled_repeats,structural_invariant_bullet,correct_next_needle,3,1.0
125,confirmation,layer_matched_random_pooled_repeats,structural_unmarked,correct_next_needle,18,1.0
125,confirmation,selected_bank,adjacent_rank_after_city,correct_next_needle,13,0.28888888888888886
125,confirmation,selected_bank,adjacent_rank_after_city,no_identifiable_city_record,12,0.26666666666666666
125,confirmation,selected_bank,adjacent_rank_after_city,wrong_gold_needle,1,0.022222222222222223
125,confirmation,selected_bank,adjacent_rank_after_city,wrong_non_gold_city_record,19,0.4222222222222222
125,confirmation,selected_bank,adjacent_rank_before_city,correct_next_needle,2,0.10526315789473684
125,confirmation,selected_bank,adjacent_rank_before_city,no_identifiable_city_record,15,0.7894736842105263
125,confirmation,selected_bank,adjacent_rank_before_city,wrong_non_gold_city_record,2,0.10526315789473684
125,confirmation,selected_bank,evidence_sequence_unranked,no_identifiable_city_record,1,1.0
125,confirmation,selected_bank,same_unit_rank_before_city,no_identifiable_city_record,12,0.8
125,confirmation,selected_bank,same_unit_rank_before_city,wrong_gold_needle,2,0.13333333333333333
125,confirmation,selected_bank,same_unit_rank_before_city,wrong_non_gold_city_record,1,0.06666666666666667
125,confirmation,selected_bank,structural_invariant_bullet,no_identifiable_city_record,1,1.0
125,confirmation,selected_bank,structural_unmarked,no_identifiable_city_record,6,1.0
125,discovery,clean,adjacent_rank_after_city,correct_next_needle,86,1.0
125,discovery,clean,adjacent_rank_before_city,correct_next_needle,38,1.0
125,discovery,clean,evidence_sequence_unranked,correct_next_needle,1,1.0
125,discovery,clean,same_unit_rank_before_city,correct_next_needle,20,1.0
125,discovery,clean,structural_explicit_rank_before_city,correct_next_needle,1,1.0
125,discovery,clean,structural_invariant_bullet,correct_next_needle,2,1.0
125,discovery,clean,structural_unmarked,correct_next_needle,19,0.9047619047619048
125,discovery,clean,structural_unmarked,wrong_gold_needle,2,0.09523809523809523
125,discovery,layer_matched_random_pooled_repeats,adjacent_rank_after_city,correct_next_needle,253,0.9806201550387597
125,discovery,layer_matched_random_pooled_repeats,adjacent_rank_after_city,no_identifiable_city_record,1,0.003875968992248062
125,discovery,layer_matched_random_pooled_repeats,adjacent_rank_after_city,wrong_gold_needle,2,0.007751937984496124
125,discovery,layer_matched_random_pooled_repeats,adjacent_rank_after_city,wrong_non_gold_city_record,2,0.007751937984496124
125,discovery,layer_matched_random_pooled_repeats,adjacent_rank_before_city,correct_next_needle,114,1.0
125,discovery,layer_matched_random_pooled_repeats,evidence_sequence_unranked,correct_next_needle,3,1.0
125,discovery,layer_matched_random_pooled_repeats,same_unit_rank_before_city,correct_next_needle,60,1.0
125,discovery,layer_matched_random_pooled_repeats,structural_explicit_rank_before_city,correct_next_needle,3,1.0
125,discovery,layer_matched_random_pooled_repeats,structural_invariant_bullet,correct_next_needle,6,1.0
125,discovery,layer_matched_random_pooled_repeats,structural_unmarked,correct_next_needle,55,0.873015873015873
125,discovery,layer_matched_random_pooled_repeats,structural_unmarked,wrong_gold_needle,8,0.12698412698412698
125,discovery,selected_bank,adjacent_rank_after_city,correct_next_needle,21,0.2441860465116279
125,discovery,selected_bank,adjacent_rank_after_city,no_identifiable_city_record,25,0.29069767441860467
125,discovery,selected_bank,adjacent_rank_after_city,wrong_non_gold_city_record,40,0.46511627906976744
125,discovery,selected_bank,adjacent_rank_before_city,correct_next_needle,8,0.21052631578947367
125,discovery,selected_bank,adjacent_rank_before_city,no_identifiable_city_record,24,0.631578947368421
125,discovery,selected_bank,adjacent_rank_before_city,wrong_gold_needle,1,0.02631578947368421
125,discovery,selected_bank,adjacent_rank_before_city,wrong_non_gold_city_record,5,0.13157894736842105
125,discovery,selected_bank,evidence_sequence_unranked,no_identifiable_city_record,1,1.0
125,discovery,selected_bank,same_unit_rank_before_city,correct_next_needle,2,0.1
125,discovery,selected_bank,same_unit_rank_before_city,no_identifiable_city_record,18,0.9
125,discovery,selected_bank,structural_explicit_rank_before_city,no_identifiable_city_record,1,1.0
125,discovery,selected_bank,structural_invariant_bullet,no_identifiable_city_record,2,1.0
125,discovery,selected_bank,structural_unmarked,no_identifiable_city_record,18,0.8571428571428571
125,discovery,selected_bank,structural_unmarked,wrong_gold_needle,2,0.09523809523809523
125,discovery,selected_bank,structural_unmarked,wrong_non_gold_city_record,1,0.047619047619047616
125,full_panel,clean,adjacent_rank_after_city,correct_next_needle,131,1.0
125,full_panel,clean,adjacent_rank_before_city,correct_next_needle,57,1.0
125,full_panel,clean,evidence_sequence_unranked,correct_next_needle,2,1.0
125,full_panel,clean,same_unit_rank_before_city,correct_next_needle,35,1.0
125,full_panel,clean,structural_explicit_rank_before_city,correct_next_needle,1,1.0
125,full_panel,clean,structural_invariant_bullet,correct_next_needle,3,1.0
125,full_panel,clean,structural_unmarked,correct_next_needle,25,0.9259259259259259
125,full_panel,clean,structural_unmarked,wrong_gold_needle,2,0.07407407407407407
125,full_panel,layer_matched_random_pooled_repeats,adjacent_rank_after_city,correct_next_needle,378,0.9618320610687023
125,full_panel,layer_matched_random_pooled_repeats,adjacent_rank_after_city,no_identifiable_city_record,1,0.002544529262086514
125,full_panel,layer_matched_random_pooled_repeats,adjacent_rank_after_city,wrong_gold_needle,12,0.030534351145038167
125,full_panel,layer_matched_random_pooled_repeats,adjacent_rank_after_city,wrong_non_gold_city_record,2,0.005089058524173028
125,full_panel,layer_matched_random_pooled_repeats,adjacent_rank_before_city,correct_next_needle,171,1.0
125,full_panel,layer_matched_random_pooled_repeats,evidence_sequence_unranked,correct_next_needle,6,1.0
125,full_panel,layer_matched_random_pooled_repeats,same_unit_rank_before_city,correct_next_needle,104,0.9904761904761905
125,full_panel,layer_matched_random_pooled_repeats,same_unit_rank_before_city,no_identifiable_city_record,1,0.009523809523809525
125,full_panel,layer_matched_random_pooled_repeats,structural_explicit_rank_before_city,correct_next_needle,3,1.0
125,full_panel,layer_matched_random_pooled_repeats,structural_invariant_bullet,correct_next_needle,9,1.0
125,full_panel,layer_matched_random_pooled_repeats,structural_unmarked,correct_next_needle,73,0.9012345679012346
125,full_panel,layer_matched_random_pooled_repeats,structural_unmarked,wrong_gold_needle,8,0.09876543209876543
125,full_panel,selected_bank,adjacent_rank_after_city,correct_next_needle,34,0.2595419847328244
125,full_panel,selected_bank,adjacent_rank_after_city,no_identifiable_city_record,37,0.2824427480916031
125,full_panel,selected_bank,adjacent_rank_after_city,wrong_gold_needle,1,0.007633587786259542
125,full_panel,selected_bank,adjacent_rank_after_city,wrong_non_gold_city_record,59,0.45038167938931295
125,full_panel,selected_bank,adjacent_rank_before_city,correct_next_needle,10,0.17543859649122806
125,full_panel,selected_bank,adjacent_rank_before_city,no_identifiable_city_record,39,0.6842105263157895
125,full_panel,selected_bank,adjacent_rank_before_city,wrong_gold_needle,1,0.017543859649122806
125,full_panel,selected_bank,adjacent_rank_before_city,wrong_non_gold_city_record,7,0.12280701754385964
125,full_panel,selected_bank,evidence_sequence_unranked,no_identifiable_city_record,2,1.0
125,full_panel,selected_bank,same_unit_rank_before_city,correct_next_needle,2,0.05714285714285714
125,full_panel,selected_bank,same_unit_rank_before_city,no_identifiable_city_record,30,0.8571428571428571
125,full_panel,selected_bank,same_unit_rank_before_city,wrong_gold_needle,2,0.05714285714285714
125,full_panel,selected_bank,same_unit_rank_before_city,wrong_non_gold_city_record,1,0.02857142857142857
125,full_panel,selected_bank,structural_explicit_rank_before_city,no_identifiable_city_record,1,1.0
125,full_panel,selected_bank,structural_invariant_bullet,no_identifiable_city_record,3,1.0
125,full_panel,selected_bank,structural_unmarked,no_identifiable_city_record,24,0.8888888888888888
125,full_panel,selected_bank,structural_unmarked,wrong_gold_needle,2,0.07407407407407407
125,full_panel,selected_bank,structural_unmarked,wrong_non_gold_city_record,1,0.037037037037037035
