source_label,source_path,file_name,size_bytes,sha256
Gemma4-E4B.prompt_patching.confirmation.capture_index,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/prompt_patching/confirmation_1817ab65dcbf/capture/capture_index.jsonl,capture_index.jsonl,21930,d6cbe731813fffafd9c78a4d4bb47455a185273092a374fef39128f6edaa76b8
Gemma4-E4B.prompt_patching.confirmation.complete,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/prompt_patching/confirmation_1817ab65dcbf/complete.json,complete.json,191,70e404fd8ae729127f70133e03979389a52bd0a36c5ecd411330cd77223bc096
Gemma4-E4B.prompt_patching.confirmation.design,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/prompt_patching/confirmation_1817ab65dcbf/design.json,design.json,2360,c1b923b55201ca098e95074af31d5f938b94d1718a058031485fe911c6a5b724
Gemma4-E4B.prompt_patching.confirmation_statistics,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/analysis/tables/prompt_patching_confirmation_statistics.csv,prompt_patching_confirmation_statistics.csv,31602,947060fecaf7ce81bf7ffa129a4b7ed4bbc84d2a7ea97a5c0d3a831498db031f
Gemma4-E4B.prompt_patching.screen.capture_index,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/prompt_patching/screen_c447017622a2/capture/capture_index.jsonl,capture_index.jsonl,22110,a3027d8f63d26aaa06edb28feefe07fb6ff332306c9ec3c956c2c72d1c89c3a1
Gemma4-E4B.prompt_patching.screen.complete,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/prompt_patching/screen_c447017622a2/complete.json,complete.json,195,38db8bdcd4c714b11319fcee58eee888db0c83ccb582a00f7cf79d32fb5d15ca
Gemma4-E4B.prompt_patching.screen.design,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/prompt_patching/screen_c447017622a2/design.json,design.json,2292,f2b5f8d70682af19fd850996e95d16591f29dcf40714b8faca13ec2db491583e
Gemma4-E4B.prompt_patching.selection,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/prompt_patching/screen_c447017622a2/selection/prompt_patching_selection.json,prompt_patching_selection.json,47433,a2c30754f03d4ba2311ff04de0009b38a5ec3cb7251b46fc58ac47acdaba4344
Gemma4-E4B.steering.confirmation.capture_index,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/steering/confirmation_993c59eed510/capture/capture_index.jsonl,capture_index.jsonl,19410,123bd8ee2901ecfa40b2eff79ef92388979622848afbe07d4e1632916197714a
Gemma4-E4B.steering.confirmation.complete,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/steering/confirmation_993c59eed510/complete.json,complete.json,76,686c984fb533f92798860835ac3288e9d043bfc8049d737e06468cdd529b432f
Gemma4-E4B.steering.confirmation.design,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/steering/confirmation_993c59eed510/design.json,design.json,1883,80f632e7091fca2ef8b3ef045c3be75876a8aad79fedb8183ec2aaf2fa73d354
Gemma4-E4B.steering.confirmation_statistics,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/analysis/tables/steering_confirmation_statistics.csv,steering_confirmation_statistics.csv,6816,cc847330086911c16f6c35e173ec899cd5c70e3db69d36e2606e26705f0e219e
Gemma4-E4B.steering.screen.capture_index,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/steering/screen_271fadafd2eb/capture/capture_index.jsonl,capture_index.jsonl,19410,62c008f53cd1563cfc29de49d754b1b874436ae17c5da0ed8ee7fe40089e98fa
Gemma4-E4B.steering.screen.complete,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/steering/screen_271fadafd2eb/complete.json,complete.json,76,45e1595978932615a1c78156bfbfefc208ef7caa42baff5e344948134c0ffd83
Gemma4-E4B.steering.screen.design,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/steering/screen_271fadafd2eb/design.json,design.json,1815,ce4dd3de3b28a1f6c963b559df754fa2092ffbe316417a9159c7a0295d638e51
Gemma4-E4B.steering.selection,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_gemma/Gemma4-E4B/numeric/causal_v2/steering/screen_271fadafd2eb/selection/steering_selection.json,steering_selection.json,22122,511daee656961643c4147050b16f266673defc31b6df0752af131fb08d101ae0
Qwen3-8B.ablation_top_k_sweep,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/analysis/tables/ablation_top_k_sweep.csv,ablation_top_k_sweep.csv,6464,0062405e653827872911d8718dc40569dc9be7c796debceea240419c61616368
Qwen3-8B.answer_patching.confirmation.capture_index,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/answer_patching/confirmation_f0ad5e3224c9/capture/capture_index.jsonl,capture_index.jsonl,22110,6ea6fbda596fd41d8c676942df9a85cbc66a8aa438c8d59767baf500eb5df219
Qwen3-8B.answer_patching.confirmation.complete,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/answer_patching/confirmation_f0ad5e3224c9/complete.json,complete.json,193,ce6da7722067721e176df0ab09be28407a65f3522a88d5bf6a2699ea7acf3699
Qwen3-8B.answer_patching.confirmation.design,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/answer_patching/confirmation_f0ad5e3224c9/design.json,design.json,2348,884afe2a61a40a0ed9e117347cf8d5c3ff4ae0ac99995ef31b60020356a8bbb1
Qwen3-8B.answer_patching.confirmation_statistics,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/analysis/tables/answer_patching_confirmation_statistics.csv,answer_patching_confirmation_statistics.csv,43149,f549a73d863b1b68f3440d0619ddf4c907a5adbb4899de4a68670032d10c67ac
Qwen3-8B.answer_patching.screen.capture_index,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/answer_patching/screen_907f740cbd78/capture/capture_index.jsonl,capture_index.jsonl,22110,88bd78e272ee0da92210fb3377445ce84e1a4fc3f173e797095f371cdfc964ff
Qwen3-8B.answer_patching.screen.complete,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/answer_patching/screen_907f740cbd78/complete.json,complete.json,194,6a4c1bbe770258986a09f94390f7cd138e7662c3137f46fb698d7058a2aa53ca
Qwen3-8B.answer_patching.screen.design,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/answer_patching/screen_907f740cbd78/design.json,design.json,2280,550d40aa5ef5d0e5dd8643e47097462ecf8c31972936ec8a0da41bc030ae730b
Qwen3-8B.answer_patching.selection,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/answer_patching/screen_907f740cbd78/selection/answer_patching_selection.json,answer_patching_selection.json,67798,c7c98a81206eec3a97ef37dbf84b8400473555f04642780619b1237ba1436c5a
Qwen3-8B.audit,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/audit/audit.json,audit.json,92490,2d0c272498e1f015a43bbe2f05f4af5a37be1ffa637d84e2415ab42f93e4b07e
Qwen3-8B.baseline_labels,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/baseline/all_7d8d49cfb8d8/generation_labels.csv,generation_labels.csv,100287,1cf3cbb85418c84d51c547d87308c081de2f161f50491e479969eb91ed1de8db
Qwen3-8B.campaign_complete,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/causal_v2.complete,causal_v2.complete,78,a735d9ffd361cdc9005c1a2d13bae5dc07702ff664590c511f59853ea456a2e2
Qwen3-8B.export.archive_checksum,/lambda/nfs/CoT-Non-thinking-v4/exports/Realistic_CoT_NiaH_Count_20260803_v4_4_causal_v2_qwen/archive/Realistic_CoT_NiaH_Count_20260803_v4_4_causal_v2_qwen.tar.zst.sha256,Realistic_CoT_NiaH_Count_20260803_v4_4_causal_v2_qwen.tar.zst.sha256,128,3e3dd4d97d5fce2bf35685630378317645c08beff897bb9af97c0f788482ff77
Qwen3-8B.export.copy_manifest,/lambda/nfs/CoT-Non-thinking-v4/exports/Realistic_CoT_NiaH_Count_20260803_v4_4_causal_v2_qwen/manifest/run_file_manifest.tsv,run_file_manifest.tsv,158114,bb68c45e536889cec4f2097c285a264de6900424767634ce4587ebc14323dc2f
Qwen3-8B.export.source_manifest,/lambda/nfs/CoT-Non-thinking-v4/exports/Realistic_CoT_NiaH_Count_20260803_v4_4_causal_v2_qwen/manifest/source_file_manifest.tsv,source_file_manifest.tsv,158114,bb68c45e536889cec4f2097c285a264de6900424767634ce4587ebc14323dc2f
Qwen3-8B.export.verification_audit,/lambda/nfs/CoT-Non-thinking-v4/exports/Realistic_CoT_NiaH_Count_20260803_v4_4_causal_v2_qwen/verification/audit.json,audit.json,92490,2d0c272498e1f015a43bbe2f05f4af5a37be1ffa637d84e2415ab42f93e4b07e
Qwen3-8B.last_runtime,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/last_runtime.json,last_runtime.json,1752,af78407ddc4baa6ac3691ea6a0871f93a035a64645717d646cdc661c40acbb75
Qwen3-8B.prompt_alignment,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/prompt_span_alignment/preflight_b62e1c2cd647/prompt_full_span_alignment.csv,prompt_full_span_alignment.csv,119261,2da33861e8815ed8ceacaeee5f901493c0a56abc4a80df8d2c4a03610fae6768
Qwen3-8B.prompt_alignment_design,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/prompt_span_alignment/preflight_b62e1c2cd647/design.json,design.json,1564,4d294eb948d2874f967b3fc5b13b9b2e3481f93c31803480b7cdc733d32c7e96
Qwen3-8B.prompt_patching.confirmation.capture_index,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/prompt_patching/confirmation_a36c8318c869/capture/capture_index.jsonl,capture_index.jsonl,21930,51cdd1eee54122ebb5dd28695f92279154e671287609795299f0b81e70cb6551
Qwen3-8B.prompt_patching.confirmation.complete,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/prompt_patching/confirmation_a36c8318c869/complete.json,complete.json,191,f64d1594da7d13f2db2d37be162948227b3b65f6acad3f54c3d712e9b562fd9d
Qwen3-8B.prompt_patching.confirmation.design,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/prompt_patching/confirmation_a36c8318c869/design.json,design.json,2358,590bff27b6ed779c9839936e235ec132a26bb1583d590b3ecf58955fe7844c71
Qwen3-8B.prompt_patching.confirmation_statistics,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/analysis/tables/prompt_patching_confirmation_statistics.csv,prompt_patching_confirmation_statistics.csv,38385,c9f39b19da89de33ba450945a5a76aba8ca3167d66390b9d6f009e94a7395d46
Qwen3-8B.prompt_patching.screen.capture_index,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/prompt_patching/screen_5640aa64b785/capture/capture_index.jsonl,capture_index.jsonl,22110,dbf29827053bd4d3b26efe26bdc554c21efcd2f9e45bd6c77e1491f88337682c
Qwen3-8B.prompt_patching.screen.complete,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/prompt_patching/screen_5640aa64b785/complete.json,complete.json,195,c9bc197606884b5ab0fdc99386419bf0d97cd3a33969c19cafb5413217965b0b
Qwen3-8B.prompt_patching.screen.design,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/prompt_patching/screen_5640aa64b785/design.json,design.json,2290,542f0a961f80d6c5518991057b455686b5e5926cfab158a48212182bb3dd5727
Qwen3-8B.prompt_patching.selection,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/prompt_patching/screen_5640aa64b785/selection/prompt_patching_selection.json,prompt_patching_selection.json,57930,a498fb0f198ab79669f5aee14806cb44725e069f0c8733d015fb1b5c3ced188d
Qwen3-8B.steering.confirmation.capture_index,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/steering/confirmation_c4f9e98304b5/capture/capture_index.jsonl,capture_index.jsonl,19410,cd0a180414f4e5c37440d27ecff58e12f704933ee469799a2784c79d5611efae
Qwen3-8B.steering.confirmation.complete,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/steering/confirmation_c4f9e98304b5/complete.json,complete.json,76,1dc64d86f2d295f11b943f84a78bddfc67940f1c1deb0f00bc80435c67a0b07c
Qwen3-8B.steering.confirmation.design,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/steering/confirmation_c4f9e98304b5/design.json,design.json,1881,85a0eada0c739353c26f04de7b17229ee05d84df64026f891a15893063757d13
Qwen3-8B.steering.confirmation_statistics,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/analysis/tables/steering_confirmation_statistics.csv,steering_confirmation_statistics.csv,5636,84bdd1655ede34463b69c2d2fa906d6410bc1581d771a6218904f353837186ce
Qwen3-8B.steering.screen.capture_index,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/steering/screen_5d2eb5ec4dfa/capture/capture_index.jsonl,capture_index.jsonl,19410,ae4ea6d34e74ea04d49075d179ef8d46f999bc609c69fec44ed4ca9591845133
Qwen3-8B.steering.screen.complete,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/steering/screen_5d2eb5ec4dfa/complete.json,complete.json,76,3f4a59ba2515a18291f9d818ff73e1c125930f06e5b99da682e0d2205cde668c
Qwen3-8B.steering.screen.design,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/steering/screen_5d2eb5ec4dfa/design.json,design.json,1813,757f57fb68a98d937c1b7283a0800786bfe6c5b42255b515254fcbd59b6f7afd
Qwen3-8B.steering.selection,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260803_v4_4_causal_v2_k135_monotonic_qwen/Qwen3-8B/numeric/causal_v2/steering/screen_5d2eb5ec4dfa/selection/steering_selection.json,steering_selection.json,18413,9e43928754196f9b375603afaeeaba324e7a64148661c0642230e037e3390fb7
correct.Gemma4-E4B.ablation_diagnostics,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Gemma4-E4B/numeric/correct_interventions/confirmation_d419daff86de/ablation/top_n_diagnostics.unfrozen.csv,top_n_diagnostics.unfrozen.csv,32652,ad39a026d5a9bbfc95d349dbd6c18d04eb3d0fbe8ba01e2fb75dba482060ce56
correct.Gemma4-E4B.answer_patching.aggregate,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Gemma4-E4B/numeric/correct_interventions/confirmation_d419daff86de/patching/answer_patching/average_patching_acc.aggregate_groups.csv,average_patching_acc.aggregate_groups.csv,1588,3a142306f7aba112a4d0a8f045500cd4c6c446264200b8f5362c467d6c42f88e
correct.Gemma4-E4B.complete,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Gemma4-E4B/numeric/correct_interventions/confirmation_d419daff86de/complete.json,complete.json,5696,74fa3cbe62c2ca0fdba6fd652f1d5ef61a1b8d5fab620fc751a91dbfb4aee2f8
correct.Gemma4-E4B.design,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Gemma4-E4B/numeric/correct_interventions/confirmation_d419daff86de/design.json,design.json,5830,a780593d222cd3dd34eb0cfb197f30b9cda34251e6cec3fdd5abc135a4421b61
correct.Gemma4-E4B.prompt_alignment,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Gemma4-E4B/numeric/correct_interventions/confirmation_d419daff86de/patching/prompt_patching/prompt_full_span_alignment.csv,prompt_full_span_alignment.csv,14941,79eb9e2c8e4f6d1586beefe4e346eb2f27a70c9850a4f8baada70251dca0fc8c
correct.Gemma4-E4B.prompt_patching.aggregate,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Gemma4-E4B/numeric/correct_interventions/confirmation_d419daff86de/patching/prompt_patching/average_patching_acc.aggregate_groups.csv,average_patching_acc.aggregate_groups.csv,1556,ec96a2562530af6e8ba3eaecdc8a1a40c0c6393db4f597ba3aed98a522387edd
correct.Gemma4-E4B.runtime_merge,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Gemma4-E4B/numeric/correct_interventions/confirmation_d419daff86de/runtime.merge.json,runtime.merge.json,3043,4aaa9265f9a602d66a7f9c973d7f4384a2a1be4371026b4949b92316713447cd
correct.Gemma4-E4B.supplement_selection,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Gemma4-E4B/numeric/correct_interventions/confirmation_d419daff86de/supplement_selection.json,supplement_selection.json,19634,d3c260fe0dc4c7635528447fe4f6cf2c99971c1b9a4f2768294da3b556b14a2e
correct.Qwen3-8B.ablation_diagnostics,/lambda/nfs/CoT-Non-thinking-v4/runs/run_20260804_v4_4_correct_interventions_4x4_a10080_utf8safe_cda0d09/Qwen3-8B/numeric/correct_interventions/confirmation_4c3cdeb48cbf/ablation/top_n_diagnostics.unfrozen.csv,top_n_diagnostics.unfrozen.csv,29553,c040a0e7adff8f0f91ca5a715a68c12b456390f8bce7b53b22ee8d065fc866e8
