model_label,role,site,population,target,factor,marginal_eta_squared,levels,observations
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_total_rms,position_bin,0.10732141298117266,9,5122
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_total_rms,seed,0.008646950648512198,10,5122
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_total_rms,realization_id,0.047064745255893374,30,5122
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_total_rms,marker_kind,0.062354771070491845,4,5122
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_total_rms,termination_kind,0.1220594819413049,8,5122
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_total_rms,trace_order_class,0.017746159544723156,2,5122
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_total_rms,site,,1,5122
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_orthogonal_rms,running_index,0.2521021209779982,10,5122
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_orthogonal_rms,position_bin,0.08829100857014498,9,5122
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_orthogonal_rms,seed,0.008942440900457718,10,5122
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_orthogonal_rms,realization_id,0.04594035641423713,30,5122
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_orthogonal_rms,marker_kind,0.0664432449865607,4,5122
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_orthogonal_rms,termination_kind,0.13200535741334793,8,5122
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_orthogonal_rms,trace_order_class,0.017633834220932527,2,5122
Gemma4-E4B,trace_running,item_end,all_confirmation,noise_orthogonal_rms,site,,1,5122
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_total_rms,running_index,0.18793414228145297,10,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_total_rms,position_bin,0.10720416149806929,9,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_total_rms,seed,0.008633917768234706,10,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_total_rms,realization_id,0.04699287611033512,30,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_total_rms,marker_kind,0.062419036295981854,4,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_total_rms,termination_kind,0.12194242493005591,8,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_total_rms,trace_order_class,0.017734950015281727,2,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_total_rms,site,,1,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_orthogonal_rms,running_index,0.25193521706677574,10,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_orthogonal_rms,position_bin,0.08817002674486762,9,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_orthogonal_rms,seed,0.00893007980098621,10,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_orthogonal_rms,realization_id,0.04585345769222621,30,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_orthogonal_rms,marker_kind,0.06652457895110656,4,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_orthogonal_rms,termination_kind,0.13185992705863225,8,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_orthogonal_rms,trace_order_class,0.017621402617860472,2,5121
Gemma4-E4B,trace_running,item_end,correct_only_confirmation,noise_orthogonal_rms,site,,1,5121
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_total_rms,running_index,0.04003868211885476,10,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_total_rms,position_bin,0.01683031244321385,9,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_total_rms,seed,0.007941660857661207,10,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_total_rms,realization_id,0.02939952994631945,30,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_total_rms,marker_kind,0.07227614800999925,4,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_total_rms,termination_kind,0.10863864721662353,8,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_total_rms,trace_order_class,1.2525514597132695e-05,2,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_total_rms,site,,1,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_orthogonal_rms,running_index,0.0479651078701577,10,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_orthogonal_rms,position_bin,0.01712870723352939,9,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_orthogonal_rms,seed,0.009608048200590549,10,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_orthogonal_rms,realization_id,0.028615672792212252,30,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_orthogonal_rms,marker_kind,0.07502012036563607,4,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_orthogonal_rms,termination_kind,0.11500102234924696,8,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_orthogonal_rms,trace_order_class,7.132842351499791e-05,2,5122
Gemma4-E4B,trace_running,item_middle,all_confirmation,noise_orthogonal_rms,site,,1,5122
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_total_rms,running_index,0.03987089190240765,10,5121
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_total_rms,position_bin,0.01673135021603633,9,5121
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_total_rms,seed,0.007989093952321254,10,5121
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_total_rms,realization_id,0.029357640289484056,30,5121
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_total_rms,marker_kind,0.07223439557008487,4,5121
Gemma4-E4B,trace_running,item_middle,correct_only_confirmation,noise_total_rms,termination_kind,0.10842556323196721,8,5121
