model_label,population,layer,normalized_depth,endpoint,examples,seeds,mean_effect,bootstrap_95ci_low,bootstrap_95ci_high,exact_seed_signflip_p_two_sided,seed_effect_min,seed_effect_max,holm_p_within_model_population_endpoint,significant_holm_0_05
Gemma4-E4B,clean_correct,40,0.975609756097561,accuracy_damage_specificity,26,10,-0.11666666666666665,-0.3416666666666666,0.08333333333333334,0.375,-0.75,0.5,1.0,False
Gemma4-E4B,clean_correct,41,1.0,absolute_error_specificity,26,10,0.6083333333333334,0.125,1.3,0.03125,-0.25,3.3333333333333335,0.34375,False
Gemma4-E4B,clean_correct,41,1.0,accuracy_damage_specificity,26,10,-0.008333333333333331,-0.19166666666666665,0.19166666666666668,1.0,-0.5,0.5,1.0,False
Qwen3-8B,clean_correct,0,0.0,absolute_error_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,0,0.0,accuracy_damage_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,4,0.1142857142857142,absolute_error_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,4,0.1142857142857142,accuracy_damage_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,8,0.2285714285714285,absolute_error_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,8,0.2285714285714285,accuracy_damage_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,12,0.3428571428571428,absolute_error_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,12,0.3428571428571428,accuracy_damage_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,16,0.4571428571428571,absolute_error_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,16,0.4571428571428571,accuracy_damage_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,20,0.5714285714285714,absolute_error_specificity,35,10,0.02,0.0,0.06000000000000001,1.0,0.0,0.2,1.0,False
Qwen3-8B,clean_correct,20,0.5714285714285714,accuracy_damage_specificity,35,10,0.02,0.0,0.06000000000000001,1.0,0.0,0.2,1.0,False
Qwen3-8B,clean_correct,24,0.6857142857142857,absolute_error_specificity,35,10,0.8966666666666667,0.6766666666666666,1.19,0.001953125,0.5,2.0,0.01953125,True
Qwen3-8B,clean_correct,24,0.6857142857142857,accuracy_damage_specificity,35,10,0.5116666666666666,0.3716666666666667,0.6666666666666666,0.001953125,0.25,1.0,0.01953125,True
Qwen3-8B,clean_correct,28,0.8,absolute_error_specificity,35,10,1.1083333333333334,0.7483333333333334,1.4483333333333335,0.001953125,0.2,1.8,0.01953125,True
Qwen3-8B,clean_correct,28,0.8,accuracy_damage_specificity,35,10,0.21166666666666667,0.08499999999999999,0.32,0.015625,-0.2,0.4,0.125,False
Qwen3-8B,clean_correct,32,0.9142857142857144,absolute_error_specificity,35,10,0.7899999999999999,0.6066666666666667,0.9566666666666667,0.001953125,0.2,1.2,0.01953125,True
Qwen3-8B,clean_correct,32,0.9142857142857144,accuracy_damage_specificity,35,10,0.1,-0.0066666666666666706,0.2066666666666667,0.1875,-0.2,0.3333333333333333,1.0,False
Qwen3-8B,clean_correct,35,1.0,absolute_error_specificity,35,10,0.9550000000000001,0.8549999999999999,1.04,0.001953125,0.6,1.2,0.01953125,True
Qwen3-8B,clean_correct,35,1.0,accuracy_damage_specificity,35,10,0.3183333333333333,0.28500000000000003,0.3466666666666667,0.001953125,0.2,0.4,0.01953125,True
