model_label,population,layer,normalized_depth,endpoint,seed,effect,eligible_examples
Gemma4-E4B,all,8,0.1951219512195122,accuracy_damage_specificity,1256,0.0,9
Gemma4-E4B,all,8,0.1951219512195122,accuracy_damage_specificity,1257,0.0,9
Gemma4-E4B,all,8,0.1951219512195122,accuracy_damage_specificity,1258,0.0,9
Gemma4-E4B,all,8,0.1951219512195122,accuracy_damage_specificity,1259,0.0,9
Gemma4-E4B,all,8,0.1951219512195122,accuracy_damage_specificity,1260,0.0,9
Gemma4-E4B,all,8,0.1951219512195122,accuracy_damage_specificity,1261,0.0,9
Gemma4-E4B,all,8,0.1951219512195122,accuracy_damage_specificity,1262,0.0,9
Gemma4-E4B,all,8,0.1951219512195122,accuracy_damage_specificity,1263,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,absolute_error_specificity,1254,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,absolute_error_specificity,1255,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,absolute_error_specificity,1256,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,absolute_error_specificity,1257,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,absolute_error_specificity,1258,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,absolute_error_specificity,1259,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,absolute_error_specificity,1260,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,absolute_error_specificity,1261,-0.1111111111111111,9
Gemma4-E4B,all,9,0.2195121951219512,absolute_error_specificity,1262,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,absolute_error_specificity,1263,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,accuracy_damage_specificity,1254,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,accuracy_damage_specificity,1255,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,accuracy_damage_specificity,1256,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,accuracy_damage_specificity,1257,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,accuracy_damage_specificity,1258,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,accuracy_damage_specificity,1259,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,accuracy_damage_specificity,1260,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,accuracy_damage_specificity,1261,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,accuracy_damage_specificity,1262,0.0,9
Gemma4-E4B,all,9,0.2195121951219512,accuracy_damage_specificity,1263,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,absolute_error_specificity,1254,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,absolute_error_specificity,1255,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,absolute_error_specificity,1256,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,absolute_error_specificity,1257,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,absolute_error_specificity,1258,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,absolute_error_specificity,1259,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,absolute_error_specificity,1260,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,absolute_error_specificity,1261,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,absolute_error_specificity,1262,0.1111111111111111,9
Gemma4-E4B,all,12,0.2926829268292683,absolute_error_specificity,1263,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,accuracy_damage_specificity,1254,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,accuracy_damage_specificity,1255,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,accuracy_damage_specificity,1256,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,accuracy_damage_specificity,1257,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,accuracy_damage_specificity,1258,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,accuracy_damage_specificity,1259,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,accuracy_damage_specificity,1260,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,accuracy_damage_specificity,1261,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,accuracy_damage_specificity,1262,0.0,9
Gemma4-E4B,all,12,0.2926829268292683,accuracy_damage_specificity,1263,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,absolute_error_specificity,1254,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,absolute_error_specificity,1255,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,absolute_error_specificity,1256,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,absolute_error_specificity,1257,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,absolute_error_specificity,1258,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,absolute_error_specificity,1259,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,absolute_error_specificity,1260,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,absolute_error_specificity,1261,0.1111111111111111,9
Gemma4-E4B,all,16,0.3902439024390244,absolute_error_specificity,1262,0.1111111111111111,9
Gemma4-E4B,all,16,0.3902439024390244,absolute_error_specificity,1263,-0.1111111111111111,9
Gemma4-E4B,all,16,0.3902439024390244,accuracy_damage_specificity,1254,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,accuracy_damage_specificity,1255,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,accuracy_damage_specificity,1256,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,accuracy_damage_specificity,1257,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,accuracy_damage_specificity,1258,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,accuracy_damage_specificity,1259,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,accuracy_damage_specificity,1260,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,accuracy_damage_specificity,1261,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,accuracy_damage_specificity,1262,0.0,9
Gemma4-E4B,all,16,0.3902439024390244,accuracy_damage_specificity,1263,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,absolute_error_specificity,1254,0.1111111111111111,9
Gemma4-E4B,all,20,0.4878048780487805,absolute_error_specificity,1255,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,absolute_error_specificity,1256,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,absolute_error_specificity,1257,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,absolute_error_specificity,1258,0.1111111111111111,9
Gemma4-E4B,all,20,0.4878048780487805,absolute_error_specificity,1259,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,absolute_error_specificity,1260,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,absolute_error_specificity,1261,0.2222222222222222,9
Gemma4-E4B,all,20,0.4878048780487805,absolute_error_specificity,1262,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,absolute_error_specificity,1263,0.2222222222222222,9
Gemma4-E4B,all,20,0.4878048780487805,accuracy_damage_specificity,1254,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,accuracy_damage_specificity,1255,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,accuracy_damage_specificity,1256,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,accuracy_damage_specificity,1257,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,accuracy_damage_specificity,1258,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,accuracy_damage_specificity,1259,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,accuracy_damage_specificity,1260,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,accuracy_damage_specificity,1261,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,accuracy_damage_specificity,1262,0.0,9
Gemma4-E4B,all,20,0.4878048780487805,accuracy_damage_specificity,1263,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,absolute_error_specificity,1254,0.3333333333333333,9
Gemma4-E4B,all,24,0.5853658536585366,absolute_error_specificity,1255,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,absolute_error_specificity,1256,0.1111111111111111,9
Gemma4-E4B,all,24,0.5853658536585366,absolute_error_specificity,1257,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,absolute_error_specificity,1258,0.1111111111111111,9
Gemma4-E4B,all,24,0.5853658536585366,absolute_error_specificity,1259,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,absolute_error_specificity,1260,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,absolute_error_specificity,1261,0.5555555555555556,9
Gemma4-E4B,all,24,0.5853658536585366,absolute_error_specificity,1262,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,absolute_error_specificity,1263,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,accuracy_damage_specificity,1254,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,accuracy_damage_specificity,1255,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,accuracy_damage_specificity,1256,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,accuracy_damage_specificity,1257,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,accuracy_damage_specificity,1258,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,accuracy_damage_specificity,1259,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,accuracy_damage_specificity,1260,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,accuracy_damage_specificity,1261,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,accuracy_damage_specificity,1262,0.0,9
Gemma4-E4B,all,24,0.5853658536585366,accuracy_damage_specificity,1263,0.0,9
Gemma4-E4B,all,28,0.6829268292682927,absolute_error_specificity,1254,0.7777777777777778,9
Gemma4-E4B,all,28,0.6829268292682927,absolute_error_specificity,1255,0.8888888888888888,9
Gemma4-E4B,all,28,0.6829268292682927,absolute_error_specificity,1256,1.0,9
Gemma4-E4B,all,28,0.6829268292682927,absolute_error_specificity,1257,0.7777777777777778,9
Gemma4-E4B,all,28,0.6829268292682927,absolute_error_specificity,1258,0.7777777777777778,9
Gemma4-E4B,all,28,0.6829268292682927,absolute_error_specificity,1259,0.6666666666666666,9
Gemma4-E4B,all,28,0.6829268292682927,absolute_error_specificity,1260,0.7777777777777778,9
Gemma4-E4B,all,28,0.6829268292682927,absolute_error_specificity,1261,0.6666666666666666,9
Gemma4-E4B,all,28,0.6829268292682927,absolute_error_specificity,1262,0.7777777777777778,9
Gemma4-E4B,all,28,0.6829268292682927,absolute_error_specificity,1263,1.0,9
Gemma4-E4B,all,28,0.6829268292682927,accuracy_damage_specificity,1254,0.1111111111111111,9
Gemma4-E4B,all,28,0.6829268292682927,accuracy_damage_specificity,1255,0.2222222222222222,9
Gemma4-E4B,all,28,0.6829268292682927,accuracy_damage_specificity,1256,0.0,9
Gemma4-E4B,all,28,0.6829268292682927,accuracy_damage_specificity,1257,0.0,9
Gemma4-E4B,all,28,0.6829268292682927,accuracy_damage_specificity,1258,0.0,9
Gemma4-E4B,all,28,0.6829268292682927,accuracy_damage_specificity,1259,0.1111111111111111,9
Gemma4-E4B,all,28,0.6829268292682927,accuracy_damage_specificity,1260,0.0,9
Gemma4-E4B,all,28,0.6829268292682927,accuracy_damage_specificity,1261,0.0,9
Gemma4-E4B,all,28,0.6829268292682927,accuracy_damage_specificity,1262,0.1111111111111111,9
Gemma4-E4B,all,28,0.6829268292682927,accuracy_damage_specificity,1263,0.1111111111111111,9
Gemma4-E4B,all,32,0.7804878048780488,absolute_error_specificity,1254,1.0,9
Gemma4-E4B,all,32,0.7804878048780488,absolute_error_specificity,1255,1.7777777777777777,9
Gemma4-E4B,all,32,0.7804878048780488,absolute_error_specificity,1256,1.4444444444444444,9
Gemma4-E4B,all,32,0.7804878048780488,absolute_error_specificity,1257,1.0,9
Gemma4-E4B,all,32,0.7804878048780488,absolute_error_specificity,1258,1.2222222222222223,9
Gemma4-E4B,all,32,0.7804878048780488,absolute_error_specificity,1259,1.2222222222222223,9
Gemma4-E4B,all,32,0.7804878048780488,absolute_error_specificity,1260,1.2222222222222223,9
Gemma4-E4B,all,32,0.7804878048780488,absolute_error_specificity,1261,0.6666666666666666,9
Gemma4-E4B,all,32,0.7804878048780488,absolute_error_specificity,1262,1.5555555555555556,9
Gemma4-E4B,all,32,0.7804878048780488,absolute_error_specificity,1263,1.1111111111111112,9
Gemma4-E4B,all,32,0.7804878048780488,accuracy_damage_specificity,1254,0.0,9
Gemma4-E4B,all,32,0.7804878048780488,accuracy_damage_specificity,1255,0.4444444444444444,9
Gemma4-E4B,all,32,0.7804878048780488,accuracy_damage_specificity,1256,0.1111111111111111,9
Gemma4-E4B,all,32,0.7804878048780488,accuracy_damage_specificity,1257,0.1111111111111111,9
Gemma4-E4B,all,32,0.7804878048780488,accuracy_damage_specificity,1258,0.0,9
Gemma4-E4B,all,32,0.7804878048780488,accuracy_damage_specificity,1259,0.1111111111111111,9
Gemma4-E4B,all,32,0.7804878048780488,accuracy_damage_specificity,1260,0.1111111111111111,9
Gemma4-E4B,all,32,0.7804878048780488,accuracy_damage_specificity,1261,0.1111111111111111,9
Gemma4-E4B,all,32,0.7804878048780488,accuracy_damage_specificity,1262,0.2222222222222222,9
Gemma4-E4B,all,32,0.7804878048780488,accuracy_damage_specificity,1263,0.1111111111111111,9
Gemma4-E4B,all,36,0.8780487804878049,absolute_error_specificity,1254,1.1111111111111112,9
Gemma4-E4B,all,36,0.8780487804878049,absolute_error_specificity,1255,1.7777777777777777,9
Gemma4-E4B,all,36,0.8780487804878049,absolute_error_specificity,1256,1.3333333333333333,9
Gemma4-E4B,all,36,0.8780487804878049,absolute_error_specificity,1257,1.0,9
Gemma4-E4B,all,36,0.8780487804878049,absolute_error_specificity,1258,1.5555555555555556,9
Gemma4-E4B,all,36,0.8780487804878049,absolute_error_specificity,1259,1.2222222222222223,9
Gemma4-E4B,all,36,0.8780487804878049,absolute_error_specificity,1260,1.2222222222222223,9
Gemma4-E4B,all,36,0.8780487804878049,absolute_error_specificity,1261,0.3333333333333333,9
Gemma4-E4B,all,36,0.8780487804878049,absolute_error_specificity,1262,1.3333333333333333,9
Gemma4-E4B,all,36,0.8780487804878049,absolute_error_specificity,1263,1.0,9
Gemma4-E4B,all,36,0.8780487804878049,accuracy_damage_specificity,1254,0.0,9
Gemma4-E4B,all,36,0.8780487804878049,accuracy_damage_specificity,1255,0.5555555555555556,9
Gemma4-E4B,all,36,0.8780487804878049,accuracy_damage_specificity,1256,0.2222222222222222,9
Gemma4-E4B,all,36,0.8780487804878049,accuracy_damage_specificity,1257,0.1111111111111111,9
Gemma4-E4B,all,36,0.8780487804878049,accuracy_damage_specificity,1258,0.3333333333333333,9
Gemma4-E4B,all,36,0.8780487804878049,accuracy_damage_specificity,1259,0.1111111111111111,9
Gemma4-E4B,all,36,0.8780487804878049,accuracy_damage_specificity,1260,0.2222222222222222,9
Gemma4-E4B,all,36,0.8780487804878049,accuracy_damage_specificity,1261,0.1111111111111111,9
Gemma4-E4B,all,36,0.8780487804878049,accuracy_damage_specificity,1262,0.2222222222222222,9
Gemma4-E4B,all,36,0.8780487804878049,accuracy_damage_specificity,1263,0.1111111111111111,9
Gemma4-E4B,all,40,0.975609756097561,absolute_error_specificity,1254,1.0,9
Gemma4-E4B,all,40,0.975609756097561,absolute_error_specificity,1255,0.8888888888888888,9
Gemma4-E4B,all,40,0.975609756097561,absolute_error_specificity,1256,1.3333333333333333,9
Gemma4-E4B,all,40,0.975609756097561,absolute_error_specificity,1257,1.1111111111111112,9
Gemma4-E4B,all,40,0.975609756097561,absolute_error_specificity,1258,1.3333333333333333,9
Gemma4-E4B,all,40,0.975609756097561,absolute_error_specificity,1259,1.0,9
Gemma4-E4B,all,40,0.975609756097561,absolute_error_specificity,1260,1.2222222222222223,9
Gemma4-E4B,all,40,0.975609756097561,absolute_error_specificity,1261,0.3333333333333333,9
Gemma4-E4B,all,40,0.975609756097561,absolute_error_specificity,1262,1.0,9
Gemma4-E4B,all,40,0.975609756097561,absolute_error_specificity,1263,1.1111111111111112,9
Gemma4-E4B,all,40,0.975609756097561,accuracy_damage_specificity,1254,0.2222222222222222,9
Gemma4-E4B,all,40,0.975609756097561,accuracy_damage_specificity,1255,-0.3333333333333333,9
Gemma4-E4B,all,40,0.975609756097561,accuracy_damage_specificity,1256,0.1111111111111111,9
Gemma4-E4B,all,40,0.975609756097561,accuracy_damage_specificity,1257,0.3333333333333333,9
Gemma4-E4B,all,40,0.975609756097561,accuracy_damage_specificity,1258,0.1111111111111111,9
Gemma4-E4B,all,40,0.975609756097561,accuracy_damage_specificity,1259,-0.2222222222222222,9
Gemma4-E4B,all,40,0.975609756097561,accuracy_damage_specificity,1260,0.3333333333333333,9
Gemma4-E4B,all,40,0.975609756097561,accuracy_damage_specificity,1261,0.2222222222222222,9
Gemma4-E4B,all,40,0.975609756097561,accuracy_damage_specificity,1262,0.0,9
Gemma4-E4B,all,40,0.975609756097561,accuracy_damage_specificity,1263,0.1111111111111111,9
Gemma4-E4B,all,41,1.0,absolute_error_specificity,1254,1.2222222222222223,9
Gemma4-E4B,all,41,1.0,absolute_error_specificity,1255,1.3333333333333333,9
Gemma4-E4B,all,41,1.0,absolute_error_specificity,1256,1.5555555555555556,9
Gemma4-E4B,all,41,1.0,absolute_error_specificity,1257,0.2222222222222222,9
Gemma4-E4B,all,41,1.0,absolute_error_specificity,1258,0.8888888888888888,9
Gemma4-E4B,all,41,1.0,absolute_error_specificity,1259,1.0,9
Gemma4-E4B,all,41,1.0,absolute_error_specificity,1260,1.4444444444444444,9
Gemma4-E4B,all,41,1.0,absolute_error_specificity,1261,0.6666666666666666,9
Gemma4-E4B,all,41,1.0,absolute_error_specificity,1262,1.3333333333333333,9
Gemma4-E4B,all,41,1.0,absolute_error_specificity,1263,1.6666666666666667,9
Gemma4-E4B,all,41,1.0,accuracy_damage_specificity,1254,0.2222222222222222,9
Gemma4-E4B,all,41,1.0,accuracy_damage_specificity,1255,0.0,9
Gemma4-E4B,all,41,1.0,accuracy_damage_specificity,1256,0.1111111111111111,9
Gemma4-E4B,all,41,1.0,accuracy_damage_specificity,1257,0.1111111111111111,9
Gemma4-E4B,all,41,1.0,accuracy_damage_specificity,1258,0.1111111111111111,9
Gemma4-E4B,all,41,1.0,accuracy_damage_specificity,1259,-0.1111111111111111,9
Gemma4-E4B,all,41,1.0,accuracy_damage_specificity,1260,0.2222222222222222,9
Gemma4-E4B,all,41,1.0,accuracy_damage_specificity,1261,0.1111111111111111,9
Gemma4-E4B,all,41,1.0,accuracy_damage_specificity,1262,0.0,9
Gemma4-E4B,all,41,1.0,accuracy_damage_specificity,1263,0.1111111111111111,9
Qwen3-8B,all,0,0.0,absolute_error_specificity,1254,0.1111111111111111,9
Qwen3-8B,all,0,0.0,absolute_error_specificity,1255,0.0,9
Qwen3-8B,all,0,0.0,absolute_error_specificity,1256,0.0,9
Qwen3-8B,all,0,0.0,absolute_error_specificity,1257,0.0,9
Qwen3-8B,all,0,0.0,absolute_error_specificity,1258,0.0,9
Qwen3-8B,all,0,0.0,absolute_error_specificity,1259,0.0,9
Qwen3-8B,all,0,0.0,absolute_error_specificity,1260,0.0,9
Qwen3-8B,all,0,0.0,absolute_error_specificity,1261,0.2222222222222222,9
Qwen3-8B,all,0,0.0,absolute_error_specificity,1262,0.0,9
Qwen3-8B,all,0,0.0,absolute_error_specificity,1263,0.0,9
Qwen3-8B,all,0,0.0,accuracy_damage_specificity,1254,0.0,9
Qwen3-8B,all,0,0.0,accuracy_damage_specificity,1255,0.0,9
Qwen3-8B,all,0,0.0,accuracy_damage_specificity,1256,0.0,9
Qwen3-8B,all,0,0.0,accuracy_damage_specificity,1257,0.0,9
Qwen3-8B,all,0,0.0,accuracy_damage_specificity,1258,0.0,9
Qwen3-8B,all,0,0.0,accuracy_damage_specificity,1259,0.0,9
Qwen3-8B,all,0,0.0,accuracy_damage_specificity,1260,0.0,9
Qwen3-8B,all,0,0.0,accuracy_damage_specificity,1261,0.0,9
Qwen3-8B,all,0,0.0,accuracy_damage_specificity,1262,0.0,9
Qwen3-8B,all,0,0.0,accuracy_damage_specificity,1263,0.0,9
Qwen3-8B,all,4,0.1142857142857142,absolute_error_specificity,1254,0.0,9
Qwen3-8B,all,4,0.1142857142857142,absolute_error_specificity,1255,0.0,9
Qwen3-8B,all,4,0.1142857142857142,absolute_error_specificity,1256,0.0,9
Qwen3-8B,all,4,0.1142857142857142,absolute_error_specificity,1257,0.0,9
Qwen3-8B,all,4,0.1142857142857142,absolute_error_specificity,1258,0.0,9
Qwen3-8B,all,4,0.1142857142857142,absolute_error_specificity,1259,0.0,9
Qwen3-8B,all,4,0.1142857142857142,absolute_error_specificity,1260,0.0,9
Qwen3-8B,all,4,0.1142857142857142,absolute_error_specificity,1261,0.3333333333333333,9
Qwen3-8B,all,4,0.1142857142857142,absolute_error_specificity,1262,0.0,9
Qwen3-8B,all,4,0.1142857142857142,absolute_error_specificity,1263,-0.2222222222222222,9
Qwen3-8B,all,4,0.1142857142857142,accuracy_damage_specificity,1254,0.0,9
Qwen3-8B,all,4,0.1142857142857142,accuracy_damage_specificity,1255,0.0,9
Qwen3-8B,all,4,0.1142857142857142,accuracy_damage_specificity,1256,0.0,9
Qwen3-8B,all,4,0.1142857142857142,accuracy_damage_specificity,1257,0.0,9
Qwen3-8B,all,4,0.1142857142857142,accuracy_damage_specificity,1258,0.0,9
Qwen3-8B,all,4,0.1142857142857142,accuracy_damage_specificity,1259,0.0,9
Qwen3-8B,all,4,0.1142857142857142,accuracy_damage_specificity,1260,0.0,9
Qwen3-8B,all,4,0.1142857142857142,accuracy_damage_specificity,1261,0.0,9
Qwen3-8B,all,4,0.1142857142857142,accuracy_damage_specificity,1262,0.0,9
Qwen3-8B,all,4,0.1142857142857142,accuracy_damage_specificity,1263,0.0,9
Qwen3-8B,all,8,0.2285714285714285,absolute_error_specificity,1254,-0.1111111111111111,9
Qwen3-8B,all,8,0.2285714285714285,absolute_error_specificity,1255,0.0,9
Qwen3-8B,all,8,0.2285714285714285,absolute_error_specificity,1256,0.0,9
Qwen3-8B,all,8,0.2285714285714285,absolute_error_specificity,1257,0.0,9
Qwen3-8B,all,8,0.2285714285714285,absolute_error_specificity,1258,0.0,9
Qwen3-8B,all,8,0.2285714285714285,absolute_error_specificity,1259,0.0,9
Qwen3-8B,all,8,0.2285714285714285,absolute_error_specificity,1260,0.0,9
Qwen3-8B,all,8,0.2285714285714285,absolute_error_specificity,1261,-0.1111111111111111,9
Qwen3-8B,all,8,0.2285714285714285,absolute_error_specificity,1262,0.0,9
Qwen3-8B,all,8,0.2285714285714285,absolute_error_specificity,1263,0.0,9
Qwen3-8B,all,8,0.2285714285714285,accuracy_damage_specificity,1254,0.0,9
Qwen3-8B,all,8,0.2285714285714285,accuracy_damage_specificity,1255,0.0,9
Qwen3-8B,all,8,0.2285714285714285,accuracy_damage_specificity,1256,0.0,9
Qwen3-8B,all,8,0.2285714285714285,accuracy_damage_specificity,1257,0.0,9
Qwen3-8B,all,8,0.2285714285714285,accuracy_damage_specificity,1258,0.0,9
Qwen3-8B,all,8,0.2285714285714285,accuracy_damage_specificity,1259,0.0,9
Qwen3-8B,all,8,0.2285714285714285,accuracy_damage_specificity,1260,0.0,9
Qwen3-8B,all,8,0.2285714285714285,accuracy_damage_specificity,1261,0.0,9
Qwen3-8B,all,8,0.2285714285714285,accuracy_damage_specificity,1262,0.0,9
Qwen3-8B,all,8,0.2285714285714285,accuracy_damage_specificity,1263,0.0,9
