model,mode,target,candidate,label,formula,k,parsed_n,seed_cv_mse,seed_cv_rmse,seed_cv_mae,seed_cv_se,request_oof_r2,request_oof_rmse,request_oof_mae,request_oof_median_ae,request_oof_nrmse_sd,cell_crossfit_r2,cell_crossfit_rmse,cell_crossfit_mae,cell_crossfit_median_ae,cell_crossfit_nrmse_sd,cell_fit_r2,cell_adjusted_r2,cell_fit_rmse,cell_fit_mae,cell_fit_median_ae,cell_fit_nrmse_sd,cell_sse_deviance,cell_log_likelihood,cell_aic,cell_aicc,cell_bic,leave_N_out_r2,leave_N_out_rmse,leave_N_out_mae,leave_L_out_r2,leave_L_out_rmse,leave_L_out_mae,residual_spearman_N,residual_spearman_L,abs_residual_spearman_fitted,max_abs_cell_residual
Qwen3-1.7B,direct,signed_error,lnN_L,ln N + L,b=\alpha+\beta_N\ln N+\beta_LL_k,3,500,137.63718915109402,11.731887706208836,5.713684195401436,39.60696407848418,0.030286966301050766,11.731887706208836,5.713684195401435,3.4566777288201678,0.9837548513890803,0.38777116995927197,3.889558351968822,2.9310134315311758,2.3298490026655863,0.7745865048139642,0.38777116995927197,0.36171887931924096,3.889558351968822,2.9310134315311758,2.3298490026655867,0.7745865048139642,756.433208668521,-138.86170750956433,285.72341501912865,286.61230390801757,293.3715070408412,-0.005894218876314028,4.985624420652725,3.7307544497836096,-0.11789196892611842,5.255854342135018,3.86783384368337,0.06538073695972743,0.048999595755002526,0.03490996398559423,11.732182681780998
Qwen3-1.7B,direct,signed_error,lnN_lnL,ln N + ln L,b=\alpha+\beta_N\ln N+\beta_L\ln L_k,3,500,136.9047534538323,11.700630472493023,5.667532231471884,39.07256020301717,0.03544728994876312,11.700630472493023,5.667532231471884,3.2333185297630314,0.9811338362482125,0.4195416670639468,3.787293198778809,2.8594380622117885,2.2723835973539863,0.7542209001859681,0.4195416670639467,0.39484131247092313,3.7872931987788094,2.8594380622117885,2.2723835973539823,0.7542209001859682,717.1794886758113,-137.529505078349,283.059010156698,283.9478990455869,290.70710217841054,0.03154357894450177,4.891966161924897,3.6566190606262037,0.3154785228300715,4.112793857957224,3.077974971638892,0.05766050233717658,-0.03135974128320162,-0.03279711884753902,11.24468597024412
Qwen3-1.7B,direct,signed_error,N_density,N + N/L,b=\alpha+\beta_NN+\beta_DN/L_k,3,500,137.80130587800775,11.73888009471124,5.718503064371291,41.79681013476945,0.029130693566059462,11.73888009471124,5.718503064371291,3.949249955838865,0.9843411846616359,0.45385642547712524,3.6736418771186523,2.652022431443068,2.1633717092578237,0.7315877958470994,0.4538564254771251,0.4306162733697687,3.6736418771186523,2.6520224314430676,2.1633717092578237,0.7315877958470994,674.7822320659928,-136.00610201598698,280.01220403197397,280.9010929208629,287.6602960536865,0.021811819027081625,4.916483753902335,3.3013529806311497,0.20045309314128834,4.444934612117962,3.3957714366237384,0.23281332533629875,0.3331972511340172,0.2329411764705882,11.662258916151746
Qwen3-1.7B,direct,signed_error,L_density,L + N/L,b=\alpha+\beta_LL_k+\beta_DN/L_k,3,500,133.81298284665417,11.567756171646002,5.54948692900241,36.69096594246198,0.05723014001624516,11.567756171646003,5.549486929002409,3.251915231410378,0.9699919176280736,0.4937490429266347,3.536928915040351,2.4356903250463593,1.6384683124062398,0.7043620787151292,0.4937490429266347,0.4722064490086191,3.536928915040351,2.4356903250463597,1.6384683124062436,0.7043620787151292,625.4933075024258,-134.1098672848589,276.2197345697178,277.1086234586067,283.86782659143034,0.3993800098916862,3.852505736734018,2.645774531148498,0.22469048470115305,4.377044478943154,3.163784122807217,0.128107643267953,-0.014699878726500758,0.08350540216086433,13.514350704825471
Qwen3-1.7B,direct,signed_error,N_L_density,N + L + N/L,b=\alpha+\beta_NN+\beta_LL_k+\beta_DN/L_k,4,500,135.5701729035956,11.643460520978959,5.450737641927871,41.200669529559285,0.04484998236109483,11.643460520978959,5.450737641927872,3.2898485193781997,0.9763399600567557,0.5632341213701371,3.285244933585138,2.3150246011805358,1.3960039713499597,0.6542404459044593,0.5632341213701371,0.534749390155146,3.285244933585138,2.3150246011805358,1.3960039713499577,0.6542404459044593,539.6417136823409,-130.41898717874147,270.83797435748295,272.2016107211193,280.3980893846237,0.21395776742862227,4.407236367682677,2.9513381101261675,0.14147531621212583,4.605956117479345,3.306348186060434,0.24584122126185332,0.002939975745300151,0.1673469387755102,9.4160107439093
Qwen3-1.7B,direct,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,137.8676492691293,11.74170555196856,5.377131964421933,43.98002008241058,0.02866327591922191,11.74170555196856,5.377131964421932,3.077107525618821,0.9845781079389367,0.5525226728331234,3.3252853616126323,2.431135054193258,1.6747835576704557,0.6622143011318459,0.5525226728331234,0.5233393688874575,3.3252853616126323,2.4311350541932595,1.6747835576704522,0.6622143011318459,552.8761368077628,-131.02470133356485,272.0494026671297,273.4130390307661,281.60951769427044,0.17538961396768626,4.514064944943448,2.991622743846476,-0.3182751000399995,5.707506665967935,3.5306000860093927,0.1826318002897183,0.010779911066100555,0.1545738295318127,9.253931894352903
Qwen3-1.7B,direct,signed_error,N_lnL_interaction,N + ln L + N ln L,b=\alpha+\beta_NN+\beta_L\ln L_k+\beta_{NL}N\ln L_k,4,500,136.33563618697275,11.67628520493452,5.379833313077604,42.34039053514496,0.039456965202818495,11.676285204934517,5.379833313077604,2.9813072517695995,0.9790924107190225,0.5836630377840024,3.207494256569616,2.2564802368787364,1.384285881839821,0.6387567791982153,0.5836630377840025,0.5565106272046982,3.2074942565696154,2.2564802368787364,1.3842858818397938,0.6387567791982152,514.4009702963535,-129.22142800427534,268.4428560085507,269.80649237218705,278.0029710356914,0.19785216970108388,4.452158420917932,2.8867323316313707,0.3660024946280277,3.9581037828416945,2.5791993392855495,0.22750566403329506,-0.11465905406670591,0.09867947178871549,8.17802907399561
Qwen3-1.7B,direct,signed_error,lnN_lnL_interaction,ln N + ln L + interaction,b=\alpha+\beta_N\ln N+\beta_L\ln L_k+\beta_{NL}\ln N\ln L_k,4,500,139.6704294085783,11.818224460915365,5.72775757004582,40.278631539360276,0.01596191657804702,11.818224460915365,5.727757570045821,3.2675820705512963,0.9909944536954327,0.4198069117117208,3.7864277843468783,2.8571032038228994,2.253123358616265,0.7540485571384071,0.4198069117117208,0.38196823204074615,3.7864277843468783,2.8571032038229016,2.2531233586162998,0.7540485571384071,716.8517683037005,-137.5180785359978,285.0361570719956,286.399793435632,294.59627209913634,-0.041062873672368605,5.072030802227365,3.769548873889312,0.11611365109091276,4.673493210717512,3.228310145021733,0.061520619648452006,-0.02057983021710106,-0.03519807923169268,11.455386367765099
Qwen3-1.7B,direct,signed_error,N_piece10_lnL,segmented N at 10 + ln L,b=\alpha+\beta_NN+\beta_H(N-10)_++\beta_L\ln L_k,4,500,132.2988819477022,11.50212510572295,5.296739156212309,40.68059583183544,0.06789763028616935,11.502125105722952,5.29673915621231,3.052532773735354,0.9644885509815049,0.6255796212063601,3.0417473754889435,2.0997991505310334,1.2064599837590237,0.6057490992298437,0.6255796212063602,0.6011609008502532,3.0417473754889435,2.0997991505310307,1.2064599837590337,0.6057490992298437,462.61135481469375,-126.56853390302054,263.13706780604105,264.5007041696774,272.6971828331818,0.46013316647262203,3.652470581665009,2.528504469378174,0.5104935124654785,3.477944351505362,2.464628581154392,0.0229194465356978,-0.1528787387556079,0.0956062424969988,9.033905176198203
Qwen3-1.7B,direct,signed_error,lnN_L_piece5,ln N + segmented L at 5k,b=\alpha+\beta_N\ln N+\beta_LL_k+\beta_H(L_k-5)_+,4,500,137.47519887510958,11.7249818283488,5.685415857474416,39.362058880518475,0.0314282572771557,11.724981828348803,5.685415857474416,3.2002965205756264,0.9831757722998461,0.40253201670661665,3.8423836145765216,2.8815632430283484,2.3088733830500177,0.7651918868019417,0.40253201670661654,0.36356671344835245,3.842383614576522,2.881563243028353,2.308873383049962,0.7651918868019417,738.195592078307,-138.25157200959632,286.50314401919263,287.866780382829,296.06325904633337,0.0035546607738625724,4.962152908622349,3.6875807806576257,-0.4532680606142294,5.9926134859697155,4.438736229531807,0.07889114754919138,-0.006859943405700353,-0.03289315726290516,11.383843614502709
Qwen3-1.7B,direct,signed_error,N_piece10_L_piece5,segmented N at 10 + segmented L at 5k,b=\alpha+\beta_NN+\beta_{NH}(N-10)_++\beta_LL_k+\beta_{LH}(L_k-5)_+,5,500,132.86932736897947,11.526895825372044,5.3009548777261575,40.96904691015638,0.06387859761456194,11.526895825372048,5.3009548777261575,3.0079744967092523,0.9665656519764539,0.6085699708490301,3.11007221207865,2.1279756387921007,1.2492505081300669,0.6193556559586345,0.6085699708490301,0.573776190480055,3.11007221207865,2.127975638792101,1.2492505081300775,0.6193556559586345,483.62745821718937,-127.67922392220726,267.3584478444145,269.31193621650755,278.8305858769834,0.43214424830197984,3.745953804982042,2.5742154830507387,-0.25825307097883865,5.576059539347108,3.9271445243715153,0.02774459317479208,-0.12151899747240626,0.06669867947178872,8.894747531939617
Qwen3-1.7B,direct,signed_error,N2_L,quadratic N + L,b=\alpha+\beta_1N+\beta_2N^2+\beta_LL_k,4,500,132.7818807244946,11.52310204434963,5.299762890346161,41.125467010139786,0.0644946967330724,11.52310204434963,5.299762890346161,2.9017948137973377,0.9662475317745416,0.6147358237735324,3.0854798663898286,2.1821626424914777,1.150322017702945,0.6144582107043067,0.6147358237735325,0.5896098992370238,3.0854798663898286,2.1821626424914773,1.1503220177029378,0.6144582107043067,476.00930029484965,-127.28228633640761,264.5645726728152,265.92820903645156,274.1246876999559,0.5545571220017159,3.317717569299713,2.3773274750423656,0.10299112348522887,4.708057661688226,3.2189044979878525,0.0209893878800601,-0.005879951490600302,0.14189675870348137,8.667674464968066
Qwen3-1.7B,direct,signed_error,N_L2,N + quadratic L,b=\alpha+\beta_NN+\beta_1L_k+\beta_2L_k^2,4,500,133.17557738818854,11.540172329224054,5.354314461968893,40.49797566892898,0.061720934870726496,11.540172329224054,5.354314461968892,2.8480676220874095,0.9676789276402659,0.6030599690678038,3.131885329375792,2.157175986044587,1.3412335750762279,0.6236996314842203,0.6030599690678038,0.5771725757461388,3.131885329375792,2.1571759860445887,1.3412335750762279,0.6236996314842203,490.4352858179656,-128.02868490377108,266.05736980754216,267.42100617117853,275.6174848346829,0.3591559280452504,3.9794182606581363,2.741337706620431,-2.179636960125379,8.86404946930387,5.427472190160712,0.20337993083782369,-0.1205390055573062,0.06228091236494597,8.514285859303254
Qwen3-1.7B,direct,signed_error,N2_L2,quadratic N + quadratic L,b=\alpha+\beta_1N+\beta_2N^2+\beta_3L_k+\beta_4L_k^2,5,500,132.12166448250608,11.494418840572415,5.349180430759629,40.36365161124298,0.06914620334160393,11.494418840572415,5.3491804307596285,2.9399286970531198,0.9638423569573396,0.6662006051543196,2.8720115052263697,2.0110253092629278,1.3481026886337864,0.5719470315936317,0.6662006051543196,0.6365295478347035,2.8720115052263697,2.01102530926293,1.3481026886337963,0.5719470315936317,412.422504307632,-123.69755951903332,259.39511903806664,261.3486074101597,270.8672570706355,0.5815134368584706,3.2157639472569666,2.2615907755541285,-2.1384966641046055,8.806518231818753,5.376911617343593,0.03787740111689006,-0.18129850429350933,0.0026410564225690276,9.59428738145653
Qwen3-1.7B,direct,absolute_error,constant,constant,b=\alpha,1,500,111.99436641975308,10.582739079262659,5.0278311111111105,37.18048394756,-0.007013178327205161,10.58273907926266,5.0278311111111105,3.9511111111111115,1.0024964598294355,0.0,5.48536233990062,3.9960000000000004,2.9000000000000004,0.9899494936611666,0.0,0.0,5.48536233990062,3.9960000000000004,2.9000000000000004,0.9899494936611666,1504.46,-156.0510842447978,316.1021684895956,316.3574876385318,319.9262145004519,-0.11556670265841662,5.793661159373201,4.26711111111111,-0.15596451550722512,5.897630668327748,4.3774999999999995,0.5758059164130859,0.5161144651739321,,17.36
Qwen3-1.7B,direct,absolute_error,N,N,b=\alpha+\beta_NN,2,500,99.60659947277202,9.980310589995284,4.468435181544108,35.73412310378728,0.10437317943744628,9.980310589995286,4.468435181544108,2.898204220736666,0.9454287741133272,0.44247207909017783,4.095798959646313,3.0835305282474774,2.50753834054267,0.7391734319438339,0.44247207909017794,0.4308569140712233,4.095798959646313,3.083530528247477,2.5075383405426686,0.7391734319438339,838.7784558919909,-141.44501688098566,288.8900337619713,289.41177289240613,294.62610277825576,0.41968460023974596,4.178663198496169,3.129563594800236,0.25349821325247446,4.739371431087001,3.6469577926333723,-0.15175814928057663,0.700237849013044,0.41667142099770393,13.642461659457332
Qwen3-1.7B,direct,absolute_error,L,L,b=\alpha+\beta_LL_k,2,500,105.20599120172157,10.256997182495546,4.742990744138634,34.08697405597588,0.05402545711956708,10.256997182495548,4.742990744138635,3.154729867482161,0.9716391273485605,0.25851960415679043,4.723404696466893,3.4820917431192675,2.8168807339449584,0.852438143167201,0.25851960415679043,0.24307209591005696,4.723404696466893,3.482091743119266,2.816880733944953,0.852438143167201,1115.5275963302752,-148.57342033815166,303.1468406763033,303.66857980673814,308.88290969258776,0.1082475526345561,5.179972754683978,3.7987408766564736,0.11844276235288553,5.150276889159606,3.8546802470574613,0.6268316999868878,-0.12642806383907568,0.5145328179497266,12.815229357798161
Qwen3-1.7B,direct,absolute_error,lnN,ln N,b=\alpha+\beta_N\ln N,2,500,102.70500780405264,10.134347921995408,4.575997366305994,35.99782775212253,0.07651340290418651,10.134347921995406,4.575997366305994,3.0932017255558892,0.960020637226941,0.3409728537759663,4.4530438587739285,3.300181307041625,2.6259927655484283,0.8036458195620463,0.3409728537759662,0.32724312156296553,4.4530438587739285,3.3001813070416244,2.625992765548429,0.8036458195620463,991.4799804082099,-145.62632043800173,297.25264087600345,297.77438000643826,302.9887098922879,0.2266998519845549,4.823689750975526,3.472431384264116,0.16174542642503764,5.0221917043469935,3.8153376519972007,-0.25357363258169474,0.6757368745899144,0.5353757285430835,14.195979245866535
Qwen3-1.7B,direct,absolute_error,lnL,ln L,b=\alpha+\beta_L\ln L_k,2,500,104.81395878867879,10.237868859712885,4.756975462467366,34.03381219475986,0.05755047198313523,10.237868859712883,4.756975462467366,2.839271492701475,0.969827112923139,0.2680359983749583,4.6929959767398275,3.4729173973096197,2.7132484905297263,0.8469502474127633,0.2680359983749582,0.25278674834110315,4.6929959767398275,3.4729173973096197,2.7132484905297325,0.8469502474127633,1101.2105618848104,-148.25048563634843,302.50097127269686,303.02271040313167,308.2370402889813,0.12391314124643016,5.134272364260384,3.8020395839754735,0.252531740781081,4.742438396573001,3.547934308470685,0.6220062057606608,-0.27245737788576,0.5302138181158136,13.046288361797108
Qwen3-1.7B,direct,absolute_error,density,N/L,b=\alpha+\beta_DN/L_k,2,500,111.85271064657452,10.576044187056638,5.053781765465886,37.44180207912429,-0.005739460416767761,10.57604418705664,5.053781765465887,3.9486615307335486,1.0018622567478697,0.016855677697125704,5.438936122316169,3.8851364709981704,3.047910705129456,0.981570902103774,0.016855677697125593,-0.003626495684184272,5.43893612231617,3.8851364709981704,3.0479107051294556,0.9815709021037742,1479.1013071317825,-155.62610045981725,317.2522009196345,317.7739400500693,322.98826993591894,-0.10260165173463864,5.759895972964606,4.165421064305664,-0.26469535751182316,6.168765804538599,4.725327865177407,0.47938982869206687,0.6193697613443587,0.0575014221357835,17.50875172067865
Qwen3-1.7B,direct,absolute_error,inv_density,L/N,b=\alpha+\beta_D L_k/N,2,500,112.92555499619034,10.626643637395127,5.056946032827019,37.37970840390564,-0.01538609205453989,10.626643637395128,5.0569460328270175,3.9317675435016923,1.0066555120151235,1.94525836411108e-05,5.485308987406298,4.000386574197723,2.8996431745500773,0.9899398650766781,1.94525836411108e-05,-0.020813475487533095,5.485308987406298,4.000386574197723,2.8996431745500773,0.9899398650766781,1504.4307343660153,-156.0505979254767,318.1011958509534,318.6229349813882,323.8372648672378,-0.24295006790871243,6.115502692609891,4.599081612674337,-0.4713737598686123,6.653755280699663,5.024569489942856,0.5686571848148977,0.5223482322730115,0.13865727545117026,17.34900977614236
Qwen3-1.7B,direct,absolute_error,product,NL,b=\alpha+\beta_PNL_k,2,500,94.1395737668919,9.702555012309485,4.447132155527127,31.477388837286846,0.15353071394628814,9.702555012309485,4.447132155527127,2.9910908636368996,0.9191171565592737,0.6725729425656687,3.13879247745898,2.2479923308832856,1.8359328643602177,0.5664613987604492,0.6725729425656688,0.665751545535787,3.13879247745898,2.2479923308832865,1.8359328643602169,0.5664613987604492,492.60091082765405,-128.1388348921686,262.2776697843372,262.799408914772,268.01373880062164,0.6301709879298338,3.335844587204513,2.390543596289016,0.29607309309118557,4.602238312751818,2.92278724273916,0.3037429809309846,0.20089834259551034,0.36724220396371776,12.05967985896508
Qwen3-1.7B,direct,absolute_error,ln_product,ln(NL),b=\alpha+\beta_P\ln(NL_k),2,500,94.79796381778894,9.736424591080082,4.369748667447442,32.66897533929804,0.14761070672692567,9.736424591080084,4.369748667447442,2.826830680854231,0.9223256012312182,0.6087519979202058,3.4310842869535194,2.301393627544779,1.3865988699804264,0.6192116294436,0.6087519979202058,0.6006009978768767,3.43108428695352,2.301393627544779,1.3865988699804261,0.6192116294436001,588.6169692089671,-132.59074315364455,271.1814863072891,271.7032254377239,276.91755532357354,0.4904786168779799,3.9154936854801705,2.6061464504917664,0.5807453061321872,3.551765523613206,2.430315368653978,-0.17105144835589203,-0.10387914300060536,0.43800807963260013,10.752896859670305
Qwen3-1.7B,direct,absolute_error,ln_density,ln(N/L),b=\alpha+\beta_R\ln(N/L_k),2,500,112.38266071803346,10.601068847905548,5.119635377878275,37.54733488693792,-0.010504581403428581,10.601068847905546,5.119635377878275,3.996983746315278,1.0042328277051202,0.01195821944060127,5.452466115768888,3.9753140574351535,3.358938165198144,0.9840126751969259,0.01195821944060127,-0.008625984321052771,5.452466115768888,3.9753140574351535,3.358938165198144,0.9840126751969259,1486.469337180393,-155.7503268919779,317.5006537839558,318.0223929143906,323.2367228002402,-0.17574123443658451,5.947866268773137,4.431476415641217,-0.3449841975074719,6.3615641563723795,4.9393609313284035,0.4475430962374354,0.6291699157960101,0.05572253198609788,17.16748066800815
Qwen3-1.7B,direct,absolute_error,N_L,N + L,b=\alpha+\beta_NN+\beta_LL_k,3,500,92.81822425474054,9.634221517836329,4.090673387894709,32.54534515423788,0.16541181488421852,9.634221517836329,4.090673387894709,2.319223524592101,0.9126439660379889,0.7009916832469681,2.999486796844641,2.118619722666167,1.4090158749628776,0.5413207463398859,0.7009916832469681,0.6882679250872646,2.999486796844641,2.1186197226661663,1.4090158749628683,0.5413207463398859,449.84605222226634,-125.8689869760289,259.7379739520578,260.6268628409467,267.38606597377037,0.6434988555327188,3.2751846109959843,2.2862125302388123,0.5279054911125871,3.768944958050614,2.621435917948603,-0.06634576628754628,0.013719886811400706,0.6903721488595438,10.168146726457827
