split,seed,gold_count,request_id,states,majority_band,band_purity,upper_states,lower_states,marker_kind,trace_category,output_token_count
confirmation,1259,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1259,5,lower,0.8,1,4,inline_count,one_to_one,436
confirmation,1259,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1259,5,lower,0.8,1,4,inline_count,partial_unique,443
confirmation,1259,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1259,7,upper,0.8571428571428571,6,1,inline_count,one_to_one,425
confirmation,1259,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1259,7,lower,0.8571428571428571,1,6,inline_count,partial_unique,507
confirmation,1259,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1259,9,lower,0.8888888888888888,1,8,inline_count,one_to_one,611
confirmation,1259,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1259,9,upper,1.0,9,0,inline_count,partial_unique,491
confirmation,1260,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1260,2,upper,1.0,2,0,bullet,full_coverage_with_duplicates,274
confirmation,1260,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1260,2,upper,0.5,1,1,inline_count,one_to_one,317
confirmation,1260,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1260,3,upper,1.0,3,0,inline_count,one_to_one,299
confirmation,1260,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1260,4,upper,1.0,4,0,inline_count,one_to_one,360
confirmation,1260,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1260,5,lower,0.8,1,4,inline_count,one_to_one,524
confirmation,1260,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1260,5,upper,1.0,5,0,inline_count,partial_unique,417
confirmation,1260,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1260,7,upper,1.0,7,0,inline_count,one_to_one,450
confirmation,1260,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1260,7,lower,0.8571428571428571,1,6,inline_count,partial_unique,328
confirmation,1260,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1260,9,lower,0.8888888888888888,1,8,inline_count,one_to_one,392
confirmation,1260,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1260,10,lower,0.9,1,9,inline_count,one_to_one,416
confirmation,1261,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1261,1,upper,1.0,1,0,inline_count,one_to_one,327
confirmation,1261,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1261,2,upper,0.5,1,1,inline_count,one_to_one,294
confirmation,1261,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1261,3,upper,0.6666666666666666,2,1,inline_count,one_to_one,411
confirmation,1261,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1261,4,lower,0.75,1,3,inline_count,one_to_one,315
confirmation,1261,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1261,5,lower,0.8,1,4,inline_count,one_to_one,454
confirmation,1261,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1261,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,347
confirmation,1261,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1261,7,lower,0.8571428571428571,1,6,inline_count,one_to_one,393
confirmation,1261,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1261,8,lower,0.875,1,7,inline_count,one_to_one,393
confirmation,1261,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1261,8,lower,0.875,1,7,inline_count,partial_unique,391
confirmation,1261,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1261,10,upper,0.9,9,1,inline_count,one_to_one,458
confirmation,1262,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1262,2,upper,1.0,2,0,bullet,full_coverage_with_duplicates,270
confirmation,1262,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1262,2,upper,1.0,2,0,inline_count,one_to_one,368
confirmation,1262,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1262,3,lower,0.6666666666666666,1,2,inline_count,one_to_one,329
confirmation,1262,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1262,4,lower,0.75,1,3,inline_count,one_to_one,463
confirmation,1262,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1262,5,lower,0.8,1,4,inline_count,one_to_one,462
confirmation,1262,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1262,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,572
confirmation,1262,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1262,6,lower,0.8333333333333334,1,5,inline_count,partial_unique,568
confirmation,1262,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1262,6,lower,0.8333333333333334,1,5,inline_count,partial_unique,610
confirmation,1262,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1262,8,lower,0.875,1,7,inline_count,partial_unique,666
confirmation,1262,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1262,8,lower,0.875,1,7,inline_count,partial_unique,670
confirmation,1263,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1263,2,upper,1.0,2,0,bullet,full_coverage_with_duplicates,229
confirmation,1263,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1263,2,upper,0.5,1,1,inline_count,one_to_one,280
confirmation,1263,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1263,3,lower,0.6666666666666666,1,2,inline_count,one_to_one,327
confirmation,1263,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1263,3,lower,0.6666666666666666,1,2,inline_count,partial_unique,294
confirmation,1263,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1263,5,lower,0.8,1,4,inline_count,one_to_one,454
confirmation,1263,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1263,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,436
confirmation,1263,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1263,7,lower,0.8571428571428571,1,6,inline_count,one_to_one,486
confirmation,1263,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1263,7,lower,0.8571428571428571,1,6,inline_count,partial_unique,384
confirmation,1263,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1263,8,lower,0.875,1,7,inline_count,partial_unique,425
confirmation,1263,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1263,9,lower,0.8888888888888888,1,8,inline_count,partial_unique,513
