split,seed,gold_count,occurrence,request_id,stimulus_id,trace_category,marker_kind,exact_count,parsed_count,boundary_kind,alignment_strategy,retokenized_suffix_tokens,endpoint_token,prefix_token_count,shared_baseline_prefix_tokens,prompt_token_count,output_token_count,item_char_length,item_line_number,city,raw_suffix,baseline_endpoint_token_id,pc1,pc2,pc3,display_vertical,band,centered_pc1,centered_pc2,centered_pc3,centered_band
confirmation,1254,5,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1254,V4_4_T10000_N5_seed1254,one_to_one,inline_count,True,5,semantic_end:labeled_rank,literal_baseline_token_prefix,0,360,361,361,10410,547,93,22,Harbin,"core of 76."" (Count = 1) * **Excerpt 2:**",236768,-44.81729,-0.28325212,22.367672,5.400177,upper,-54.93188,6.736286,6.568934,upper
confirmation,1254,5,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1254,V4_4_T10000_N5_seed1254,one_to_one,inline_count,True,5,semantic_end:labeled_rank,literal_baseline_token_prefix,0,396,397,397,10410,547,94,23,Vilnius,"core of 67."" (Count = 2) * **Excerpt 3:**",236768,0.61621255,-21.182138,-0.96144617,-18.8398,lower,-0.7311877,-24.548624,11.804353,lower
confirmation,1254,5,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1254,V4_4_T10000_N5_seed1254,one_to_one,inline_count,True,5,semantic_end:labeled_rank,literal_baseline_token_prefix,0,432,433,433,10410,547,92,24,Seoul,"core of 83."" (Count = 3) * **Excerpt 4:**",236768,13.831457,-10.962042,4.6762543,-15.432242,lower,14.948106,-12.4354515,2.5458922,lower
confirmation,1254,5,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1254,V4_4_T10000_N5_seed1254,one_to_one,inline_count,True,5,semantic_end:labeled_rank,literal_baseline_token_prefix,0,468,469,469,10410,547,93,25,Lahore,"core of 53."" (Count = 4) * **Excerpt 5:**",236768,17.269377,-8.104732,2.6175969,-13.191231,lower,18.100657,-8.351268,-22.702345,lower
confirmation,1254,5,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1254,V4_4_T10000_N5_seed1254,one_to_one,inline_count,True,5,semantic_end:labeled_rank,literal_baseline_token_prefix,0,505,506,506,10410,547,93,26,Almaty,"core of 64."" (Count = 5) 5. **Final Count:** T",236768,17.723055,32.297882,5.25521,21.99849,lower,22.614304,38.599056,1.7831641,lower
confirmation,1254,6,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1254,V4_4_T10000_N6_seed1254,one_to_one,inline_count,True,6,semantic_end:labeled_rank,literal_baseline_token_prefix,0,366,367,367,10410,615,22,22,Harbin,""" (Record 1: Harbin, 76) * **Excerpt 2:**",236768,-43.993126,5.500547,-0.27115262,17.8975,upper,-53.748497,15.351789,-7.7035146,upper
confirmation,1254,6,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1254,V4_4_T10000_N6_seed1254,one_to_one,inline_count,True,6,semantic_end:labeled_rank,literal_baseline_token_prefix,0,407,408,408,10410,615,23,23,Vilnius,"(Record 2: Vilnius, 67) * **Excerpt 3:**",236768,-0.12377185,-22.403984,-2.8249457,-19.096052,lower,-3.3286607,-23.127016,17.516945,lower
confirmation,1254,6,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1254,V4_4_T10000_N6_seed1254,one_to_one,inline_count,True,6,semantic_end:labeled_rank,literal_baseline_token_prefix,0,448,449,449,10410,615,21,24,Seoul,"."" (Record 3: Seoul, 83) * **Excerpt 4:**",236768,10.025044,-16.49991,0.8954999,-18.018328,lower,8.524887,-16.067722,6.503929,lower
confirmation,1254,6,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1254,V4_4_T10000_N6_seed1254,one_to_one,inline_count,True,6,semantic_end:labeled_rank,literal_baseline_token_prefix,0,489,490,490,10410,615,22,25,Lahore,""" (Record 4: Lahore, 53) * **Excerpt 5:**",236768,12.429136,-15.179946,-1.4445758,-16.758295,lower,10.769148,-14.197846,-15.973291,lower
confirmation,1254,6,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1254,V4_4_T10000_N6_seed1254,one_to_one,inline_count,True,6,semantic_end:labeled_rank,literal_baseline_token_prefix,0,532,533,533,10410,615,22,26,Almaty,""" (Record 5: Almaty, 64) * **Excerpt 6:**",236768,18.161287,-5.043761,4.72583,-11.413181,lower,17.501694,-1.9283262,-10.337308,lower
confirmation,1254,6,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1254,V4_4_T10000_N6_seed1254,one_to_one,inline_count,True,6,semantic_end:labeled_rank,literal_baseline_token_prefix,0,573,574,574,10410,615,20,27,Oslo,"9."" (Record 6: Oslo, 89) 5. **Final Count:** T",236768,17.005354,31.353054,3.7421236,21.86698,lower,20.28143,39.969124,9.993239,lower
confirmation,1254,7,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1254,V4_4_T10000_N7_seed1254,one_to_one,inline_count,True,7,semantic_end:labeled_rank,literal_baseline_token_prefix,0,369,370,370,10411,622,89,22,Harbin,"core of 76."" (Count = 1) * Excerpt 2: ""In",236768,-44.42069,-1.461836,22.64237,4.136322,upper,-58.70788,8.596338,13.5747175,upper
confirmation,1254,7,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1254,V4_4_T10000_N7_seed1254,one_to_one,inline_count,True,7,semantic_end:labeled_rank,literal_baseline_token_prefix,0,404,405,405,10411,622,90,23,Vilnius,"core of 67."" (Count = 2) * Excerpt 3: ""In",236768,1.3222998,-22.454996,-1.8231051,-19.89945,lower,-4.338524,-22.513128,15.091322,lower
confirmation,1254,7,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1254,V4_4_T10000_N7_seed1254,one_to_one,inline_count,True,7,semantic_end:labeled_rank,literal_baseline_token_prefix,0,439,440,440,10411,622,88,24,Seoul,"core of 83."" (Count = 3) * Excerpt 4: ""In",236768,9.6132965,-15.725906,0.12326542,-16.946505,lower,5.4503794,-14.420155,4.2852354,lower
confirmation,1254,7,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1254,V4_4_T10000_N7_seed1254,one_to_one,inline_count,True,7,semantic_end:labeled_rank,literal_baseline_token_prefix,0,474,475,475,10411,622,89,25,Lahore,"core of 53."" (Count = 4) * Excerpt 5: ""In",236768,12.113568,-14.690756,-1.956411,-16.056747,lower,7.776075,-12.911362,-16.963966,lower
confirmation,1254,7,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1254,V4_4_T10000_N7_seed1254,one_to_one,inline_count,True,7,semantic_end:labeled_rank,literal_baseline_token_prefix,0,510,511,511,10411,622,89,26,Almaty,"core of 64."" (Count = 5) * Excerpt 6: ""In",236768,16.828217,-5.8415875,4.3428087,-11.610003,lower,13.248991,-2.0829484,-10.771542,lower
confirmation,1254,7,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1254,V4_4_T10000_N7_seed1254,one_to_one,inline_count,True,7,semantic_end:labeled_rank,literal_baseline_token_prefix,0,545,546,546,10411,622,87,27,Oslo,"core of 89."" (Count = 6) * Excerpt 7: ""In",236768,18.801624,6.6003213,6.828408,-1.8686824,lower,16.973803,12.232424,-5.6339455,lower
confirmation,1254,7,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1254,V4_4_T10000_N7_seed1254,one_to_one,inline_count,True,7,semantic_end:labeled_rank,literal_baseline_token_prefix,0,580,581,581,10411,622,89,28,London,"core of 81."" (Count = 7) 5. **Final Count:** T",236768,20.211432,22.448496,7.3807817,11.735056,lower,19.597153,31.098827,0.41817933,lower
confirmation,1254,8,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1254,V4_4_T10000_N8_seed1254,one_to_one,inline_count,True,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,369,370,370,10412,657,89,22,Harbin,"core of 76."" (Count = 1) * Excerpt 2: ""In",236768,-44.57724,-1.4835938,22.63503,4.165103,upper,-59.9826,6.749523,13.87092,upper
confirmation,1254,8,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1254,V4_4_T10000_N8_seed1254,one_to_one,inline_count,True,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,404,405,405,10412,657,90,23,Vilnius,"core of 67."" (Count = 2) * Excerpt 3: ""In",236768,0.9101902,-22.507748,-2.0720344,-19.742998,lower,-5.930762,-24.37324,15.533913,lower
confirmation,1254,8,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1254,V4_4_T10000_N8_seed1254,one_to_one,inline_count,True,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,439,440,440,10412,657,88,24,Seoul,"core of 83."" (Count = 3) * Excerpt 4: ""In",236768,8.742684,-16.073195,-0.7465389,-16.712528,lower,3.3770447,-16.64444,4.374489,lower
confirmation,1254,8,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1254,V4_4_T10000_N8_seed1254,one_to_one,inline_count,True,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,474,475,475,10412,657,89,25,Lahore,"core of 53."" (Count = 4) * Excerpt 5: ""In",236768,10.967473,-15.627811,-2.9780264,-16.219921,lower,5.36686,-15.830621,-16.609282,lower
confirmation,1254,8,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1254,V4_4_T10000_N8_seed1254,one_to_one,inline_count,True,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,510,511,511,10412,657,89,26,Almaty,"core of 64."" (Count = 5) * Excerpt 6: ""In",236768,14.663098,-8.54772,2.2308266,-12.696138,lower,9.5313425,-7.0396934,-11.85516,lower
confirmation,1254,8,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1254,V4_4_T10000_N8_seed1254,one_to_one,inline_count,True,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,545,546,546,10412,657,87,27,Oslo,"core of 89."" (Count = 6) * Excerpt 7: ""In",236768,16.726019,-0.22464341,4.673074,-6.657241,lower,13.058179,2.3167303,-7.9794874,lower
confirmation,1254,8,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1254,V4_4_T10000_N8_seed1254,one_to_one,inline_count,True,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,580,581,581,10412,657,89,28,London,"core of 81."" (Count = 7) * Excerpt 8: ""In",236768,19.515413,11.88987,6.4448414,2.790102,lower,16.873697,17.004421,-5.3261003,lower
confirmation,1254,8,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1254,V4_4_T10000_N8_seed1254,one_to_one,inline_count,True,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,615,616,616,10412,657,92,29,Barcelona,"core of 93."" (Count = 8) 5. **Final Count:** T",236768,18.35784,30.334068,3.5656922,20.616884,lower,17.706247,37.81732,7.9907064,lower
confirmation,1254,9,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1254,V4_4_T10000_N9_seed1254,partial_unique,inline_count,False,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,182,183,183,10412,624,28,11,Harbin,"*Record 1 (Harbin, 76)** * *Scan 4 (Fourth",62902,-45.1206,8.72234,-7.770593,23.61748,upper,-57.35214,13.945078,-13.776883,upper
confirmation,1254,9,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1254,V4_4_T10000_N9_seed1254,partial_unique,inline_count,False,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,234,235,235,10412,624,29,13,Vilnius,"Record 2 (Vilnius, 67)** * *Scan 5 (Fifth",62902,-0.41451696,-16.910494,-5.4453096,-13.213906,lower,-6.1008496,-21.063826,18.545397,lower
confirmation,1254,9,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1254,V4_4_T10000_N9_seed1254,partial_unique,inline_count,False,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,285,286,286,10412,624,27,15,Seoul,"**Record 3 (Seoul, 83)** * *Scan 6 (Sixth",62902,8.931163,-12.080009,-4.2591143,-12.017232,lower,4.603359,-15.371195,5.7378826,lower
confirmation,1254,9,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1254,V4_4_T10000_N9_seed1254,partial_unique,inline_count,False,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,337,338,338,10412,624,28,17,Lahore,"*Record 4 (Lahore, 53)** * *Scan 7 (Sevent",62902,9.831952,-12.854385,-5.7048635,-12.492266,lower,5.109556,-15.851462,-10.9405365,lower
confirmation,1254,9,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1254,V4_4_T10000_N9_seed1254,partial_unique,inline_count,False,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,390,391,391,10412,624,28,19,Almaty,"*Record 5 (Almaty, 64)** * *Scan 8 (Eighth",62902,13.907891,-6.8261333,-2.0635934,-9.499117,lower,9.854198,-8.681849,-7.6329937,lower
confirmation,1254,9,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1254,V4_4_T10000_N9_seed1254,partial_unique,inline_count,False,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,443,444,444,10412,624,26,21,Oslo,"**Record 6 (Oslo, 89)** * *Scan 9 (Ninth",62902,16.0069,4.2638874,1.8670382,-1.4882226,lower,13.5097685,4.186714,-2.1203837,lower
confirmation,1254,9,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1254,V4_4_T10000_N9_seed1254,partial_unique,inline_count,False,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,495,496,496,10412,624,28,23,London,"*Record 7 (London, 81)** * *Scan 10 (Tenth",62902,20.074648,18.551468,5.3624024,8.956816,lower,18.931887,21.261028,4.2729397,lower
confirmation,1254,9,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1254,V4_4_T10000_N9_seed1254,partial_unique,inline_count,False,8,semantic_end:labeled_rank,literal_baseline_token_prefix,0,569,570,570,10412,624,31,26,Bucharest,"cord 8 (Bucharest, 99)** * *Scan 12 (Final",62902,12.667741,19.538183,-0.31508482,13.904141,lower,11.44422,21.575508,5.9145775,lower
confirmation,1254,10,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1254,V4_4_T10000_N10_seed1254,one_to_one,inline_count,True,10,semantic_end:labeled_rank,literal_baseline_token_prefix,0,182,183,183,10414,697,28,11,Harbin,"*Record 1 (Harbin, 76)** * *Scan 4 (Fourth",62902,-45.02019,8.712721,-7.8956103,23.621193,upper,-60.494366,8.404806,-14.301512,upper
confirmation,1254,10,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1254,V4_4_T10000_N10_seed1254,one_to_one,inline_count,True,10,semantic_end:labeled_rank,literal_baseline_token_prefix,0,234,235,235,10414,697,29,13,Vilnius,"Record 2 (Vilnius, 67)** * *Scan 5 (Fifth",62902,-0.5544327,-17.106855,-5.7985888,-13.230987,lower,-9.535918,-26.79215,17.891945,lower
confirmation,1254,10,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1254,V4_4_T10000_N10_seed1254,one_to_one,inline_count,True,10,semantic_end:labeled_rank,literal_baseline_token_prefix,0,285,286,286,10414,697,27,15,Seoul,"**Record 3 (Seoul, 83)** * *Scan 6 (Sixth",62902,8.356387,-11.698982,-4.5821877,-11.399725,lower,0.7061245,-20.373089,5.5688705,lower
confirmation,1254,10,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1254,V4_4_T10000_N10_seed1254,one_to_one,inline_count,True,10,semantic_end:labeled_rank,literal_baseline_token_prefix,0,337,338,338,10414,697,28,17,Lahore,"*Record 4 (Lahore, 53)** * *Scan 7 (Sevent",62902,9.496586,-12.75936,-5.7971153,-12.278156,lower,1.4830083,-21.25775,-10.841571,lower
confirmation,1254,10,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1254,V4_4_T10000_N10_seed1254,one_to_one,inline_count,True,10,semantic_end:labeled_rank,literal_baseline_token_prefix,0,390,391,391,10414,697,28,19,Almaty,"*Record 5 (Almaty, 64)** * *Scan 8 (Eighth",62902,13.041148,-7.999645,-2.8920205,-10.020422,lower,5.5817904,-15.60991,-8.60881,lower
confirmation,1254,10,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1254,V4_4_T10000_N10_seed1254,one_to_one,inline_count,True,10,semantic_end:labeled_rank,literal_baseline_token_prefix,0,443,444,444,10414,697,26,21,Oslo,"**Record 6 (Oslo, 89)** * *Scan 9 (Ninth",62902,14.88533,2.081721,0.934473,-2.8039823,lower,8.785347,-3.8922226,-3.116151,lower
confirmation,1254,10,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1254,V4_4_T10000_N10_seed1254,one_to_one,inline_count,True,10,semantic_end:labeled_rank,literal_baseline_token_prefix,0,495,496,496,10414,697,28,23,London,"*Record 7 (London, 81)** * *Scan 10 (Tenth",62902,19.425716,14.108102,4.911813,5.31568,lower,14.524537,10.582041,1.5693301,lower
confirmation,1254,10,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1254,V4_4_T10000_N10_seed1254,one_to_one,inline_count,True,10,semantic_end:labeled_rank,literal_baseline_token_prefix,0,548,549,549,10414,697,31,25,Barcelona,"cord 8 (Barcelona, 93)** * *Scan 11 (Eleve",62902,18.013088,26.159687,2.0076163,17.497368,lower,14.544361,24.059381,8.884171,lower
confirmation,1254,10,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1254,V4_4_T10000_N10_seed1254,one_to_one,inline_count,True,10,semantic_end:labeled_rank,literal_baseline_token_prefix,0,602,603,603,10414,697,31,27,Bucharest,"cord 9 (Bucharest, 99)** * *Scan 12 (Twelf",62902,17.308464,14.868828,1.0747616,7.897783,lower,12.136215,11.614256,-6.947381,lower
confirmation,1254,10,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1254,V4_4_T10000_N10_seed1254,one_to_one,inline_count,True,10,semantic_end:labeled_rank,literal_baseline_token_prefix,0,658,659,659,10414,697,31,29,Helsinki,"cord 10 (Helsinki, 75)** 4. **Final Count:** T",62902,15.346912,33.94933,-2.5616088,26.78281,lower,12.268902,33.26464,9.901109,lower
confirmation,1255,1,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1255,V4_4_T10000_N1_seed1255,one_to_one,inline_count,True,1,semantic_end:labeled_rank,literal_baseline_token_prefix,0,179,180,180,10348,331,66,10,Manila,* Record found: 1 * *Middle text (o,236770,-30.793018,13.106876,-15.948211,26.081486,upper,-3.6434817e-09,-6.019911e-09,7.23022e-09,lower
confirmation,1255,2,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1255,V4_4_T10000_N2_seed1255,one_to_one,inline_count,True,2,semantic_end:labeled_rank,literal_baseline_token_prefix,0,265,266,266,10349,364,56,17,Manila,e (58). -> **Count = 1** * **Excerpt 2:**,1018,-43.08241,4.617252,6.7489324,14.496384,upper,-30.427526,3.9366057,-14.727853,upper
confirmation,1255,2,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1255,V4_4_T10000_N2_seed1255,one_to_one,inline_count,True,2,semantic_end:labeled_rank,literal_baseline_token_prefix,0,322,323,323,10349,364,56,21,Bogota,e (61). -> **Count = 2** 5. **Final Count:** T,1018,7.3961015,2.48404,3.3087409,-1.0435839,lower,30.427526,-3.9366057,14.727853,lower
confirmation,1255,3,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1255,V4_4_T10000_N3_seed1255,one_to_one,inline_count,True,3,semantic_end:labeled_rank,literal_baseline_token_prefix,0,141,142,142,10350,312,24,10,Manila,"-> Record 1: Manila, 58. * *Passage Segme",236761,-36.67372,13.0179,-37.837303,35.028996,upper,-34.129433,10.0381775,-32.830734,upper
confirmation,1255,3,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1255,V4_4_T10000_N3_seed1255,one_to_one,inline_count,True,3,semantic_end:labeled_rank,literal_baseline_token_prefix,0,193,194,194,10350,312,24,14,Bogota,"-> Record 2: Bogota, 61. * *Passage Segme",236761,1.5426524,-15.44409,-4.914419,-12.650049,lower,7.3374367,-26.016033,15.794186,lower
confirmation,1255,3,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1255,V4_4_T10000_N3_seed1255,one_to_one,inline_count,True,3,semantic_end:labeled_rank,literal_baseline_token_prefix,0,243,244,244,10350,312,24,18,Dublin,"-> Record 3: Dublin, 64. * *Remaining Pas",236761,15.517706,20.465563,-0.62187564,14.003239,lower,26.792,15.977852,17.03655,lower
confirmation,1255,4,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1255,V4_4_T10000_N4_seed1255,one_to_one,inline_count,True,4,semantic_end:labeled_rank,literal_baseline_token_prefix,0,155,156,156,10350,383,106,9,Manila,"Record 1 (Manila, 58).** * *Passage contin",1018,-39.001217,7.5791883,-9.010705,21.215715,upper,-41.623325,14.2457695,-9.919776,upper
confirmation,1255,4,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1255,V4_4_T10000_N4_seed1255,one_to_one,inline_count,True,4,semantic_end:labeled_rank,literal_baseline_token_prefix,0,209,210,210,10350,383,106,11,Bogota,"Record 2 (Bogota, 61).** * *Passage contin",1018,-1.6379611,-20.40982,-10.558238,-14.28484,lower,0.36030787,-22.539644,11.584016,lower
confirmation,1255,4,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1255,V4_4_T10000_N4_seed1255,one_to_one,inline_count,True,4,semantic_end:labeled_rank,literal_baseline_token_prefix,0,261,262,262,10350,383,106,13,Dublin,"Record 3 (Dublin, 64).** * *Passage contin",1018,12.087391,-18.630085,-5.585907,-18.367538,lower,15.6944275,-20.594173,-5.7564344,lower
confirmation,1255,4,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1255,V4_4_T10000_N4_seed1255,one_to_one,inline_count,True,4,semantic_end:labeled_rank,literal_baseline_token_prefix,0,314,315,315,10350,383,106,15,Lisbon,"Record 4 (Lisbon, 93).** * *Passage contin",1018,17.31019,23.656982,-1.320375,16.571331,lower,25.56859,28.888046,4.0921936,lower
confirmation,1255,5,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1255,V4_4_T10000_N5_seed1255,one_to_one,inline_count,True,5,semantic_end:labeled_rank,literal_baseline_token_prefix,0,139,140,140,10351,406,28,8,Manila,"*Record 1 (Manila, 58)** * *Passage Segmen",62902,-45.23633,10.48494,-8.037667,25.319876,upper,-53.718807,15.860568,-16.749886,upper
confirmation,1255,5,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1255,V4_4_T10000_N5_seed1255,one_to_one,inline_count,True,5,semantic_end:labeled_rank,literal_baseline_token_prefix,0,188,189,189,10351,406,28,9,Bogota,"*Record 2 (Bogota, 61)** * *Passage Segmen",62902,2.4644463,-21.637587,-1.2611448,-19.688913,lower,0.29188138,-27.004692,18.9015,lower
