split,seed,gold_count,request_id,states,majority_band,band_purity,upper_states,lower_states,marker_kind,trace_category,output_token_count
confirmation,1259,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1259,5,lower,0.8,1,4,inline_count,one_to_one,436
confirmation,1259,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1259,5,lower,0.8,1,4,inline_count,partial_unique,443
confirmation,1259,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1259,7,lower,0.7142857142857143,2,5,inline_count,one_to_one,425
confirmation,1259,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1259,7,lower,0.8571428571428571,1,6,inline_count,partial_unique,507
confirmation,1259,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1259,9,lower,0.8888888888888888,1,8,inline_count,one_to_one,611
confirmation,1259,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1259,9,lower,0.7777777777777778,2,7,inline_count,partial_unique,491
confirmation,1260,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1260,2,upper,1.0,2,0,bullet,full_coverage_with_duplicates,274
confirmation,1260,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1260,2,upper,0.5,1,1,inline_count,one_to_one,317
confirmation,1260,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1260,3,upper,0.6666666666666666,2,1,inline_count,one_to_one,299
confirmation,1260,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1260,4,upper,0.5,2,2,inline_count,one_to_one,360
confirmation,1260,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1260,5,lower,0.8,1,4,inline_count,one_to_one,524
confirmation,1260,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1260,5,lower,0.6,2,3,inline_count,partial_unique,417
confirmation,1260,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1260,7,lower,0.7142857142857143,2,5,inline_count,one_to_one,450
confirmation,1260,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1260,7,lower,0.8571428571428571,1,6,inline_count,partial_unique,328
confirmation,1260,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1260,9,lower,0.8888888888888888,1,8,inline_count,one_to_one,392
confirmation,1260,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1260,10,lower,0.9,1,9,inline_count,one_to_one,416
confirmation,1261,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1261,1,upper,1.0,1,0,inline_count,one_to_one,327
confirmation,1261,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1261,2,upper,0.5,1,1,inline_count,one_to_one,294
confirmation,1261,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1261,3,upper,0.6666666666666666,2,1,inline_count,one_to_one,411
confirmation,1261,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1261,4,lower,0.75,1,3,inline_count,one_to_one,315
confirmation,1261,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1261,5,lower,0.8,1,4,inline_count,one_to_one,454
confirmation,1261,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1261,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,347
confirmation,1261,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1261,7,lower,0.8571428571428571,1,6,inline_count,one_to_one,393
confirmation,1261,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1261,8,lower,0.875,1,7,inline_count,one_to_one,393
confirmation,1261,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1261,8,lower,0.875,1,7,inline_count,partial_unique,391
confirmation,1261,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1261,10,lower,0.8,2,8,inline_count,one_to_one,458
confirmation,1262,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1262,2,upper,1.0,2,0,bullet,full_coverage_with_duplicates,270
confirmation,1262,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1262,2,upper,1.0,2,0,inline_count,one_to_one,368
confirmation,1262,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1262,3,lower,0.6666666666666666,1,2,inline_count,one_to_one,329
confirmation,1262,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1262,4,lower,0.75,1,3,inline_count,one_to_one,463
confirmation,1262,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1262,5,lower,0.8,1,4,inline_count,one_to_one,462
confirmation,1262,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1262,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,572
confirmation,1262,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1262,6,lower,0.8333333333333334,1,5,inline_count,partial_unique,568
confirmation,1262,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1262,6,lower,0.8333333333333334,1,5,inline_count,partial_unique,610
confirmation,1262,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1262,8,lower,0.875,1,7,inline_count,partial_unique,666
confirmation,1262,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1262,8,lower,0.875,1,7,inline_count,partial_unique,670
confirmation,1263,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1263,2,upper,1.0,2,0,bullet,full_coverage_with_duplicates,229
confirmation,1263,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1263,2,upper,0.5,1,1,inline_count,one_to_one,280
confirmation,1263,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1263,3,lower,0.6666666666666666,1,2,inline_count,one_to_one,327
confirmation,1263,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1263,3,lower,0.6666666666666666,1,2,inline_count,partial_unique,294
confirmation,1263,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1263,5,lower,0.8,1,4,inline_count,one_to_one,454
confirmation,1263,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1263,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,436
confirmation,1263,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1263,7,lower,0.8571428571428571,1,6,inline_count,one_to_one,486
confirmation,1263,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1263,7,lower,0.8571428571428571,1,6,inline_count,partial_unique,384
confirmation,1263,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1263,8,lower,0.875,1,7,inline_count,partial_unique,425
confirmation,1263,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1263,9,lower,0.8888888888888888,1,8,inline_count,partial_unique,513
discovery,1234,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1234,1,upper,1.0,1,0,bullet,one_to_one,301
discovery,1234,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1234,2,upper,0.5,1,1,inline_count,one_to_one,281
discovery,1234,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1234,3,lower,0.6666666666666666,1,2,inline_count,one_to_one,342
discovery,1234,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1234,4,lower,0.75,1,3,inline_count,one_to_one,409
discovery,1234,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1234,5,lower,0.8,1,4,inline_count,one_to_one,366
discovery,1234,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1234,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,412
discovery,1234,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1234,7,lower,0.8571428571428571,1,6,inline_count,one_to_one,573
discovery,1234,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1234,8,lower,0.875,1,7,inline_count,one_to_one,463
discovery,1234,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1234,9,lower,0.7777777777777778,2,7,inline_count,one_to_one,590
discovery,1234,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1234,10,lower,0.9,1,9,inline_count,one_to_one,428
discovery,1235,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1235,1,upper,1.0,1,0,inline_count,one_to_one,231
discovery,1235,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1235,2,upper,0.5,1,1,inline_count,one_to_one,463
discovery,1235,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1235,3,upper,0.6666666666666666,2,1,inline_count,one_to_one,427
discovery,1235,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1235,4,upper,0.5,2,2,inline_count,one_to_one,545
discovery,1235,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1235,5,lower,0.8,1,4,inline_count,one_to_one,583
discovery,1235,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1235,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,647
discovery,1235,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1235,7,lower,0.8571428571428571,1,6,inline_count,one_to_one,711
discovery,1235,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1235,8,lower,0.875,1,7,inline_count,one_to_one,551
discovery,1235,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1235,9,lower,0.8888888888888888,1,8,inline_count,one_to_one,658
discovery,1235,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1235,9,lower,0.8888888888888888,1,8,inline_count,partial_unique,549
discovery,1236,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1236,1,upper,1.0,1,0,inline_count,one_to_one,401
discovery,1236,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1236,2,upper,1.0,2,0,inline_count,one_to_one,316
discovery,1236,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1236,3,lower,0.6666666666666666,1,2,inline_count,one_to_one,354
discovery,1236,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1236,4,lower,0.75,1,3,inline_count,one_to_one,427
discovery,1236,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1236,5,lower,0.8,1,4,inline_count,one_to_one,376
discovery,1236,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1236,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,424
discovery,1236,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1236,7,lower,0.8571428571428571,1,6,inline_count,one_to_one,533
discovery,1236,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1236,8,lower,0.75,2,6,inline_count,one_to_one,564
discovery,1236,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1236,8,lower,0.75,2,6,inline_count,partial_unique,639
discovery,1236,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1236,10,lower,0.8,2,8,inline_count,one_to_one,647
discovery,1237,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1237,1,upper,1.0,1,0,inline_count,one_to_one,315
discovery,1237,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1237,2,upper,0.5,1,1,inline_count,one_to_one,301
discovery,1237,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1237,3,lower,0.6666666666666666,1,2,inline_count,one_to_one,397
discovery,1237,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1237,3,lower,0.6666666666666666,1,2,inline_count,partial_unique,398
discovery,1237,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1237,5,lower,0.8,1,4,inline_count,one_to_one,468
discovery,1237,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1237,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,507
discovery,1237,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1237,6,lower,0.8333333333333334,1,5,inline_count,partial_unique,573
discovery,1237,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1237,8,lower,0.875,1,7,inline_count,one_to_one,630
discovery,1237,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1237,7,lower,0.8571428571428571,1,6,inline_count,partial_unique,448
discovery,1237,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1237,6,lower,0.8333333333333334,1,5,inline_count,partial_unique,419
discovery,1238,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1238,1,upper,1.0,1,0,inline_count,one_to_one,377
discovery,1238,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1238,2,upper,0.5,1,1,bullet,one_to_one,352
discovery,1238,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1238,3,lower,0.6666666666666666,1,2,inline_count,one_to_one,349
discovery,1238,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1238,4,lower,0.75,1,3,inline_count,one_to_one,231
discovery,1238,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1238,5,lower,0.8,1,4,inline_count,one_to_one,296
discovery,1238,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1238,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,294
discovery,1238,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1238,7,lower,0.8571428571428571,1,6,inline_count,one_to_one,326
discovery,1238,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1238,8,lower,0.875,1,7,inline_count,one_to_one,358
discovery,1238,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1238,9,lower,0.8888888888888888,1,8,inline_count,one_to_one,390
discovery,1238,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1238,10,lower,0.9,1,9,inline_count,one_to_one,426
discovery,1239,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1239,1,upper,1.0,1,0,inline_count,one_to_one,270
discovery,1239,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1239,2,upper,0.5,1,1,inline_count,one_to_one,324
discovery,1239,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1239,3,lower,0.6666666666666666,1,2,inline_count,one_to_one,336
discovery,1239,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1239,3,lower,0.6666666666666666,1,2,inline_count,partial_unique,279
discovery,1239,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1239,5,lower,0.8,1,4,inline_count,one_to_one,380
discovery,1239,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1239,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,294
discovery,1239,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1239,7,lower,0.8571428571428571,1,6,inline_count,one_to_one,327
discovery,1239,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1239,7,lower,0.8571428571428571,1,6,inline_count,partial_unique,327
discovery,1239,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1239,8,lower,0.875,1,7,inline_count,partial_unique,373
discovery,1239,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1239,9,lower,0.8888888888888888,1,8,inline_count,partial_unique,390
discovery,1240,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1240,1,upper,1.0,1,0,inline_count,one_to_one,290
discovery,1240,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1240,2,upper,0.5,1,1,inline_count,one_to_one,285
discovery,1240,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1240,3,lower,0.6666666666666666,1,2,inline_count,one_to_one,373
discovery,1240,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1240,4,lower,0.75,1,3,inline_count,one_to_one,389
discovery,1240,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1240,5,lower,0.8,1,4,inline_count,one_to_one,448
discovery,1240,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1240,5,lower,0.6,2,3,ordinal,partial_unique,317
discovery,1240,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1240,7,lower,0.8571428571428571,1,6,inline_count,one_to_one,570
discovery,1240,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1240,7,lower,0.8571428571428571,1,6,inline_count,partial_unique,570
discovery,1240,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1240,7,lower,0.7142857142857143,2,5,ordinal,partial_unique,387
discovery,1240,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,10,lower,0.9,1,9,inline_count,one_to_one,473
discovery,1241,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1241,2,upper,1.0,2,0,bullet,full_coverage_with_duplicates,252
discovery,1241,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1241,2,upper,0.5,1,1,inline_count,one_to_one,393
discovery,1241,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1241,3,lower,0.6666666666666666,1,2,inline_count,one_to_one,368
discovery,1241,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1241,4,lower,0.75,1,3,inline_count,one_to_one,380
discovery,1241,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1241,5,lower,0.8,1,4,inline_count,one_to_one,440
discovery,1241,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1241,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,549
discovery,1241,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1241,6,lower,0.8333333333333334,1,5,inline_count,partial_unique,426
discovery,1241,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1241,7,lower,0.8571428571428571,1,6,inline_count,partial_unique,417
discovery,1241,9,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N9_seed1241,8,lower,0.875,1,7,inline_count,partial_unique,467
discovery,1241,10,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1241,7,lower,0.8571428571428571,1,6,inline_count,partial_unique,382
discovery,1242,1,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N1_seed1242,2,upper,1.0,2,0,bullet,full_coverage_with_duplicates,378
discovery,1242,2,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N2_seed1242,2,upper,0.5,1,1,inline_count,one_to_one,362
discovery,1242,3,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N3_seed1242,3,lower,0.6666666666666666,1,2,inline_count,one_to_one,409
discovery,1242,4,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N4_seed1242,4,lower,0.75,1,3,inline_count,one_to_one,428
discovery,1242,5,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N5_seed1242,5,lower,0.8,1,4,inline_count,one_to_one,406
discovery,1242,6,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N6_seed1242,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,498
discovery,1242,7,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N7_seed1242,7,lower,0.8571428571428571,1,6,inline_count,one_to_one,531
discovery,1242,8,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N8_seed1242,8,lower,0.875,1,7,inline_count,one_to_one,575
