model_label,seed,gold_count,condition,layer,gold_centroid_squared_distance
Gemma4-E4B,1254,9,actual_rank3_remove,37,106.27399624179563
Gemma4-E4B,1254,9,centroid_curve_remove,37,102.64003463581605
Gemma4-E4B,1254,9,normmatched_orthogonal,37,106.6956696269138
Gemma4-E4B,1254,10,clean,37,129.3696183217899
Gemma4-E4B,1254,10,actual_rank3_remove,37,126.18123056555285
Gemma4-E4B,1254,10,centroid_curve_remove,37,130.71350326855224
Gemma4-E4B,1254,10,normmatched_orthogonal,37,122.18068544451427
Gemma4-E4B,1255,2,clean,37,117.44548433892462
Gemma4-E4B,1255,2,actual_rank3_remove,37,114.84412048778515
Gemma4-E4B,1255,2,centroid_curve_remove,37,121.76213623097766
Gemma4-E4B,1255,2,normmatched_orthogonal,37,118.202720152674
Gemma4-E4B,1255,3,clean,37,151.49478388516795
Gemma4-E4B,1255,3,actual_rank3_remove,37,149.88120855535712
Gemma4-E4B,1255,3,centroid_curve_remove,37,159.93779857489483
Gemma4-E4B,1255,3,normmatched_orthogonal,37,168.28704068239762
Gemma4-E4B,1255,4,clean,37,177.73758670086823
Gemma4-E4B,1255,4,actual_rank3_remove,37,183.0423884029995
Gemma4-E4B,1255,4,centroid_curve_remove,37,174.77964068252686
Gemma4-E4B,1255,4,normmatched_orthogonal,37,184.34568745405863
Gemma4-E4B,1255,5,clean,37,240.16497641079826
Gemma4-E4B,1255,5,actual_rank3_remove,37,246.4248121403974
Gemma4-E4B,1255,5,centroid_curve_remove,37,239.61078843146987
Gemma4-E4B,1255,5,normmatched_orthogonal,37,235.40493462562387
Gemma4-E4B,1255,6,clean,37,260.8744873997289
Gemma4-E4B,1255,6,actual_rank3_remove,37,254.6546798282854
Gemma4-E4B,1255,6,centroid_curve_remove,37,251.46822973556993
Gemma4-E4B,1255,6,normmatched_orthogonal,37,250.09068911298712
Gemma4-E4B,1255,7,clean,37,187.54032363988247
Gemma4-E4B,1255,7,actual_rank3_remove,37,186.68186719824047
Gemma4-E4B,1255,7,centroid_curve_remove,37,193.73417797564028
Gemma4-E4B,1255,7,normmatched_orthogonal,37,192.31542378193703
Gemma4-E4B,1255,8,clean,37,150.5417324813393
Gemma4-E4B,1255,8,actual_rank3_remove,37,154.556287649891
Gemma4-E4B,1255,8,centroid_curve_remove,37,146.77087582806033
Gemma4-E4B,1255,8,normmatched_orthogonal,37,143.48592645241536
Gemma4-E4B,1255,9,clean,37,163.61564672839887
Gemma4-E4B,1255,9,actual_rank3_remove,37,163.97370948105484
Gemma4-E4B,1255,9,centroid_curve_remove,37,165.4301789269878
Gemma4-E4B,1255,9,normmatched_orthogonal,37,159.2939133802524
Gemma4-E4B,1255,10,clean,37,162.2293513609709
Gemma4-E4B,1255,10,actual_rank3_remove,37,161.2075504685485
Gemma4-E4B,1255,10,centroid_curve_remove,37,161.84243598605627
Gemma4-E4B,1255,10,normmatched_orthogonal,37,152.40278762047635
Gemma4-E4B,1256,2,clean,37,240.30502855308913
Gemma4-E4B,1256,2,actual_rank3_remove,37,251.70248182397663
Gemma4-E4B,1256,2,centroid_curve_remove,37,240.7728242172189
Gemma4-E4B,1256,2,normmatched_orthogonal,37,243.7875798454777
Gemma4-E4B,1256,3,clean,37,276.9783707164521
Gemma4-E4B,1256,3,actual_rank3_remove,37,255.91272338989867
Gemma4-E4B,1256,3,centroid_curve_remove,37,262.0426240171039
Gemma4-E4B,1256,3,normmatched_orthogonal,37,275.07827990548844
Gemma4-E4B,1256,4,clean,37,331.92358784986226
Gemma4-E4B,1256,4,actual_rank3_remove,37,312.2064157818311
Gemma4-E4B,1256,4,centroid_curve_remove,37,313.7470345155344
Gemma4-E4B,1256,4,normmatched_orthogonal,37,329.3519487533462
Gemma4-E4B,1256,5,clean,37,263.26709150823945
Gemma4-E4B,1256,5,actual_rank3_remove,37,254.22277230791025
Gemma4-E4B,1256,5,centroid_curve_remove,37,251.5576020586337
Gemma4-E4B,1256,5,normmatched_orthogonal,37,261.13299107011636
Gemma4-E4B,1256,6,clean,37,172.58134928845186
Gemma4-E4B,1256,6,actual_rank3_remove,37,179.14318384126202
Gemma4-E4B,1256,6,centroid_curve_remove,37,186.9990153253158
Gemma4-E4B,1256,6,normmatched_orthogonal,37,171.92383500408695
Gemma4-E4B,1256,7,clean,37,201.25283058242923
Gemma4-E4B,1256,7,actual_rank3_remove,37,213.3034351408175
Gemma4-E4B,1256,7,centroid_curve_remove,37,209.9822173862178
Gemma4-E4B,1256,7,normmatched_orthogonal,37,197.5658959999361
Gemma4-E4B,1256,8,clean,37,201.05587783163912
Gemma4-E4B,1256,8,actual_rank3_remove,37,210.67014502700482
Gemma4-E4B,1256,8,centroid_curve_remove,37,205.19984754081764
Gemma4-E4B,1256,8,normmatched_orthogonal,37,199.2918391208641
Gemma4-E4B,1256,9,clean,37,138.35293207875273
Gemma4-E4B,1256,9,actual_rank3_remove,37,144.67968079467198
Gemma4-E4B,1256,9,centroid_curve_remove,37,144.68734829883638
Gemma4-E4B,1256,9,normmatched_orthogonal,37,129.7384264951638
Gemma4-E4B,1256,10,clean,37,130.39834874930477
Gemma4-E4B,1256,10,actual_rank3_remove,37,137.80478693890458
Gemma4-E4B,1256,10,centroid_curve_remove,37,140.33133214763694
Gemma4-E4B,1256,10,normmatched_orthogonal,37,132.28556654946593
Gemma4-E4B,1257,2,clean,37,310.1550258542612
Gemma4-E4B,1257,2,actual_rank3_remove,37,324.314138053142
Gemma4-E4B,1257,2,centroid_curve_remove,37,318.2428396128927
Gemma4-E4B,1257,2,normmatched_orthogonal,37,306.854205384161
Gemma4-E4B,1257,3,clean,37,442.0408772973127
Gemma4-E4B,1257,3,actual_rank3_remove,37,443.3988240398206
Gemma4-E4B,1257,3,centroid_curve_remove,37,449.82039906549846
Gemma4-E4B,1257,3,normmatched_orthogonal,37,433.7137365965907
Gemma4-E4B,1257,4,clean,37,289.1722875505352
Gemma4-E4B,1257,4,actual_rank3_remove,37,289.3959167909529
Gemma4-E4B,1257,4,centroid_curve_remove,37,291.66308306828853
Gemma4-E4B,1257,4,normmatched_orthogonal,37,292.47978739745076
Gemma4-E4B,1257,5,clean,37,258.2456604179297
Gemma4-E4B,1257,5,actual_rank3_remove,37,268.43042483527415
Gemma4-E4B,1257,5,centroid_curve_remove,37,260.88938275975096
Gemma4-E4B,1257,5,normmatched_orthogonal,37,253.2106360458829
Gemma4-E4B,1257,6,clean,37,208.25744776336848
Gemma4-E4B,1257,6,actual_rank3_remove,37,212.76886518616803
Gemma4-E4B,1257,6,centroid_curve_remove,37,215.52366076852036
Gemma4-E4B,1257,6,normmatched_orthogonal,37,208.1417895264802
Gemma4-E4B,1257,7,clean,37,155.89356560492323
Gemma4-E4B,1257,7,actual_rank3_remove,37,167.9066720958804
Gemma4-E4B,1257,7,centroid_curve_remove,37,158.15033099989785
Gemma4-E4B,1257,7,normmatched_orthogonal,37,149.50682160838966
Gemma4-E4B,1257,8,clean,37,140.0362885985642
Gemma4-E4B,1257,8,actual_rank3_remove,37,148.13723935494139
Gemma4-E4B,1257,8,centroid_curve_remove,37,149.46840152657387
Gemma4-E4B,1257,8,normmatched_orthogonal,37,137.2633062663902
Gemma4-E4B,1257,9,clean,37,160.4502161585782
Gemma4-E4B,1257,9,actual_rank3_remove,37,161.50172185844923
Gemma4-E4B,1257,9,centroid_curve_remove,37,166.52318135604082
Gemma4-E4B,1257,9,normmatched_orthogonal,37,160.27707920363227
Gemma4-E4B,1257,10,clean,37,138.35127983631466
Gemma4-E4B,1257,10,actual_rank3_remove,37,144.0503425600625
Gemma4-E4B,1257,10,centroid_curve_remove,37,141.09162733211485
Gemma4-E4B,1257,10,normmatched_orthogonal,37,141.67647637121473
Gemma4-E4B,1258,2,clean,37,234.16769951660643
Gemma4-E4B,1258,2,actual_rank3_remove,37,304.09955459540447
Gemma4-E4B,1258,2,centroid_curve_remove,37,269.1781138420071
Gemma4-E4B,1258,2,normmatched_orthogonal,37,217.05654623251206
Gemma4-E4B,1258,3,clean,37,184.48158376806435
Gemma4-E4B,1258,3,actual_rank3_remove,37,184.72779500571346
Gemma4-E4B,1258,3,centroid_curve_remove,37,146.8850675154788
Gemma4-E4B,1258,3,normmatched_orthogonal,37,199.33498973973025
Gemma4-E4B,1258,4,clean,37,193.6549772586604
Gemma4-E4B,1258,4,actual_rank3_remove,37,196.59193339121418
Gemma4-E4B,1258,4,centroid_curve_remove,37,193.95800103812965
Gemma4-E4B,1258,4,normmatched_orthogonal,37,208.11491629581525
Gemma4-E4B,1258,5,clean,37,192.8189336569494
Gemma4-E4B,1258,5,actual_rank3_remove,37,178.7794992733889
Gemma4-E4B,1258,5,centroid_curve_remove,37,182.80329800007922
Gemma4-E4B,1258,5,normmatched_orthogonal,37,176.7015697000744
Gemma4-E4B,1258,6,clean,37,169.446427700559
Gemma4-E4B,1258,6,actual_rank3_remove,37,170.82696663866975
Gemma4-E4B,1258,6,centroid_curve_remove,37,161.08690957778217
Gemma4-E4B,1258,6,normmatched_orthogonal,37,160.00326264071754
Gemma4-E4B,1258,7,clean,37,184.08795035544907
Gemma4-E4B,1258,7,actual_rank3_remove,37,170.8995736810103
Gemma4-E4B,1258,7,centroid_curve_remove,37,173.89922404445593
Gemma4-E4B,1258,7,normmatched_orthogonal,37,176.97056273366474
Gemma4-E4B,1258,8,clean,37,167.01307232668492
Gemma4-E4B,1258,8,actual_rank3_remove,37,159.98720602493313
Gemma4-E4B,1258,8,centroid_curve_remove,37,159.42287720420637
Gemma4-E4B,1258,8,normmatched_orthogonal,37,162.9074949690992
Gemma4-E4B,1258,9,clean,37,145.6169157295403
Gemma4-E4B,1258,9,actual_rank3_remove,37,143.53091036830398
Gemma4-E4B,1258,9,centroid_curve_remove,37,148.5553523340748
Gemma4-E4B,1258,9,normmatched_orthogonal,37,144.8815072181117
Gemma4-E4B,1258,10,clean,37,132.71919565522217
Gemma4-E4B,1258,10,actual_rank3_remove,37,132.802625281909
Gemma4-E4B,1258,10,centroid_curve_remove,37,128.559577223534
Gemma4-E4B,1258,10,normmatched_orthogonal,37,134.69445111709496
Gemma4-E4B,1259,2,clean,37,260.18018783291427
Gemma4-E4B,1259,2,actual_rank3_remove,37,252.02364211305908
Gemma4-E4B,1259,2,centroid_curve_remove,37,246.35718861646367
Gemma4-E4B,1259,2,normmatched_orthogonal,37,286.61057681634236
Gemma4-E4B,1259,3,clean,37,307.7303373149071
Gemma4-E4B,1259,3,actual_rank3_remove,37,312.09429843240156
Gemma4-E4B,1259,3,centroid_curve_remove,37,296.98083504674815
Gemma4-E4B,1259,3,normmatched_orthogonal,37,331.2523918274667
Gemma4-E4B,1259,4,clean,37,257.21956887604256
Gemma4-E4B,1259,4,actual_rank3_remove,37,264.2808176751289
Gemma4-E4B,1259,4,centroid_curve_remove,37,268.26569128315145
Gemma4-E4B,1259,4,normmatched_orthogonal,37,297.0599448921221
Gemma4-E4B,1259,5,clean,37,217.38521065140546
Gemma4-E4B,1259,5,actual_rank3_remove,37,216.12295856958445
Gemma4-E4B,1259,5,centroid_curve_remove,37,209.5761965895134
Gemma4-E4B,1259,5,normmatched_orthogonal,37,226.53323652728008
Gemma4-E4B,1259,6,clean,37,176.91619815258943
Gemma4-E4B,1259,6,actual_rank3_remove,37,176.2186522020981
Gemma4-E4B,1259,6,centroid_curve_remove,37,174.17542134933734
Gemma4-E4B,1259,6,normmatched_orthogonal,37,188.8835852853414
Gemma4-E4B,1259,7,clean,37,151.81000493777253
Gemma4-E4B,1259,7,actual_rank3_remove,37,151.28238716444616
Gemma4-E4B,1259,7,centroid_curve_remove,37,152.63744652296248
Gemma4-E4B,1259,7,normmatched_orthogonal,37,161.43721521897692
Gemma4-E4B,1259,8,clean,37,143.98941785627608
Gemma4-E4B,1259,8,actual_rank3_remove,37,144.85734701637188
Gemma4-E4B,1259,8,centroid_curve_remove,37,140.85524162180897
Gemma4-E4B,1259,8,normmatched_orthogonal,37,148.38635095226283
Gemma4-E4B,1259,9,clean,37,181.85511953892896
Gemma4-E4B,1259,9,actual_rank3_remove,37,178.28992014867305
Gemma4-E4B,1259,9,centroid_curve_remove,37,174.30653340147518
Gemma4-E4B,1259,9,normmatched_orthogonal,37,178.58519712695986
Gemma4-E4B,1259,10,clean,37,167.47780387875943
Gemma4-E4B,1259,10,actual_rank3_remove,37,165.303627620211
Gemma4-E4B,1259,10,centroid_curve_remove,37,156.02324334383263
Gemma4-E4B,1259,10,normmatched_orthogonal,37,164.08729499442376
Gemma4-E4B,1260,2,clean,37,162.17513374846448
Gemma4-E4B,1260,2,actual_rank3_remove,37,162.14398099524485
Gemma4-E4B,1260,2,centroid_curve_remove,37,162.00644568700005
Gemma4-E4B,1260,2,normmatched_orthogonal,37,181.2735577662583
Gemma4-E4B,1260,3,clean,37,169.48687738696503
Gemma4-E4B,1260,3,actual_rank3_remove,37,167.7274082222146
Gemma4-E4B,1260,3,centroid_curve_remove,37,172.4655948798494
Gemma4-E4B,1260,3,normmatched_orthogonal,37,172.11914894104663
Gemma4-E4B,1260,4,clean,37,161.93948545473745
Gemma4-E4B,1260,4,actual_rank3_remove,37,157.16101038303458
Gemma4-E4B,1260,4,centroid_curve_remove,37,162.47078516047134
Gemma4-E4B,1260,4,normmatched_orthogonal,37,159.193847181023
Gemma4-E4B,1260,5,clean,37,172.33317682426326
Gemma4-E4B,1260,5,actual_rank3_remove,37,164.4434810499538
Gemma4-E4B,1260,5,centroid_curve_remove,37,164.26547548220864
Gemma4-E4B,1260,5,normmatched_orthogonal,37,176.6385318771758
Gemma4-E4B,1260,6,clean,37,150.56421796182357
Gemma4-E4B,1260,6,actual_rank3_remove,37,160.48081094689346
Gemma4-E4B,1260,6,centroid_curve_remove,37,157.640709368193
Gemma4-E4B,1260,6,normmatched_orthogonal,37,148.67946511055777
Gemma4-E4B,1260,7,clean,37,135.51564494528333
Gemma4-E4B,1260,7,actual_rank3_remove,37,134.42063671476646
Gemma4-E4B,1260,7,centroid_curve_remove,37,135.42252169516996
Gemma4-E4B,1260,7,normmatched_orthogonal,37,133.9215407050808
Gemma4-E4B,1260,8,clean,37,110.63626061658906
Gemma4-E4B,1260,8,actual_rank3_remove,37,112.59160233434972
Gemma4-E4B,1260,8,centroid_curve_remove,37,113.4562505885757
Gemma4-E4B,1260,8,normmatched_orthogonal,37,113.66174545191532
Gemma4-E4B,1260,9,clean,37,108.72813011391021
Gemma4-E4B,1260,9,actual_rank3_remove,37,107.77688682558176
Gemma4-E4B,1260,9,centroid_curve_remove,37,108.74168679493103
Gemma4-E4B,1260,9,normmatched_orthogonal,37,107.22764435643738
Gemma4-E4B,1260,10,clean,37,99.89407531933114
Gemma4-E4B,1260,10,actual_rank3_remove,37,98.59449196569574
Gemma4-E4B,1260,10,centroid_curve_remove,37,99.35620893194573
Gemma4-E4B,1260,10,normmatched_orthogonal,37,101.6420183173615
Gemma4-E4B,1261,2,clean,37,335.9085582625813
Gemma4-E4B,1261,2,actual_rank3_remove,37,337.4476008064879
Gemma4-E4B,1261,2,centroid_curve_remove,37,327.03854139894315
Gemma4-E4B,1261,2,normmatched_orthogonal,37,338.3060524036058
Gemma4-E4B,1261,3,clean,37,542.1306134050454
Gemma4-E4B,1261,3,actual_rank3_remove,37,525.7765285903497
Gemma4-E4B,1261,3,centroid_curve_remove,37,531.3937782599774
Gemma4-E4B,1261,3,normmatched_orthogonal,37,526.976543572355
Gemma4-E4B,1261,4,clean,37,533.6825391339755
Gemma4-E4B,1261,4,actual_rank3_remove,37,537.2484963211206
Gemma4-E4B,1261,4,centroid_curve_remove,37,532.9354878281722
Gemma4-E4B,1261,4,normmatched_orthogonal,37,538.4517908412668
Gemma4-E4B,1261,5,clean,37,544.3714371522453
Gemma4-E4B,1261,5,actual_rank3_remove,37,534.0222382814748
Gemma4-E4B,1261,5,centroid_curve_remove,37,507.0262778095796
Gemma4-E4B,1261,5,normmatched_orthogonal,37,568.2964358455954
Gemma4-E4B,1261,6,clean,37,310.9231941913605
Gemma4-E4B,1261,6,actual_rank3_remove,37,297.2370792905287
Gemma4-E4B,1261,6,centroid_curve_remove,37,296.5975466069953
Gemma4-E4B,1261,6,normmatched_orthogonal,37,300.85229117672174
Gemma4-E4B,1261,7,clean,37,319.79159412148334
Gemma4-E4B,1261,7,actual_rank3_remove,37,318.16436119877267
Gemma4-E4B,1261,7,centroid_curve_remove,37,311.71114818203796
Gemma4-E4B,1261,7,normmatched_orthogonal,37,324.83185623429733
Gemma4-E4B,1261,8,clean,37,340.7189598116367
Gemma4-E4B,1261,8,actual_rank3_remove,37,325.73517504927815
Gemma4-E4B,1261,8,centroid_curve_remove,37,334.9905868693233
Gemma4-E4B,1261,8,normmatched_orthogonal,37,333.67653956182255
Gemma4-E4B,1261,9,clean,37,382.9613164449765
Gemma4-E4B,1261,9,actual_rank3_remove,37,386.8949245903756
Gemma4-E4B,1261,9,centroid_curve_remove,37,363.6484941996445
Gemma4-E4B,1261,9,normmatched_orthogonal,37,372.87524257061676
Gemma4-E4B,1261,10,clean,37,320.6007680460302
Gemma4-E4B,1261,10,actual_rank3_remove,37,310.3306964530665
Gemma4-E4B,1261,10,centroid_curve_remove,37,319.837310147969
Gemma4-E4B,1261,10,normmatched_orthogonal,37,335.6927860400997
Gemma4-E4B,1262,2,clean,37,148.26798700439312
Gemma4-E4B,1262,2,actual_rank3_remove,37,133.54417511546126
Gemma4-E4B,1262,2,centroid_curve_remove,37,139.3457656900781
Gemma4-E4B,1262,2,normmatched_orthogonal,37,141.5487265596933
Gemma4-E4B,1262,3,clean,37,406.4394381324085
Gemma4-E4B,1262,3,actual_rank3_remove,37,394.32433699260605
Gemma4-E4B,1262,3,centroid_curve_remove,37,398.5189576749374
Gemma4-E4B,1262,3,normmatched_orthogonal,37,401.0491093997255
Gemma4-E4B,1262,4,clean,37,296.05370454827414
Gemma4-E4B,1262,4,actual_rank3_remove,37,298.5572928290182
Gemma4-E4B,1262,4,centroid_curve_remove,37,300.8222291545727
Gemma4-E4B,1262,4,normmatched_orthogonal,37,290.6193567536885
Gemma4-E4B,1262,5,clean,37,295.64819483827637
Gemma4-E4B,1262,5,actual_rank3_remove,37,275.4584593992282
Gemma4-E4B,1262,5,centroid_curve_remove,37,279.5409881017646
Gemma4-E4B,1262,5,normmatched_orthogonal,37,288.36732919471467
Gemma4-E4B,1262,6,clean,37,258.7755580999283
Gemma4-E4B,1262,6,actual_rank3_remove,37,261.96013977603303
Gemma4-E4B,1262,6,centroid_curve_remove,37,258.6744572526076
Gemma4-E4B,1262,6,normmatched_orthogonal,37,242.08958130279493
Gemma4-E4B,1262,7,clean,37,196.63274004623673
Gemma4-E4B,1262,7,actual_rank3_remove,37,199.23632177922798
Gemma4-E4B,1262,7,centroid_curve_remove,37,202.6776183328737
Gemma4-E4B,1262,7,normmatched_orthogonal,37,194.0364015377262
Gemma4-E4B,1262,8,clean,37,183.0453471687781
Gemma4-E4B,1262,8,actual_rank3_remove,37,195.92316355514424
Gemma4-E4B,1262,8,centroid_curve_remove,37,190.5936228120633
Gemma4-E4B,1262,8,normmatched_orthogonal,37,183.32121670219698
Gemma4-E4B,1262,9,clean,37,137.95389498917746
Gemma4-E4B,1262,9,actual_rank3_remove,37,138.23409484733315
Gemma4-E4B,1262,9,centroid_curve_remove,37,137.90068980215653
Gemma4-E4B,1262,9,normmatched_orthogonal,37,138.79109154750344
Gemma4-E4B,1262,10,clean,37,150.29263567355687
Gemma4-E4B,1262,10,actual_rank3_remove,37,157.01239592824388
Gemma4-E4B,1262,10,centroid_curve_remove,37,149.43943998214667
Gemma4-E4B,1262,10,normmatched_orthogonal,37,151.78434600020123
Gemma4-E4B,1263,2,clean,37,157.9786113352053
Gemma4-E4B,1263,2,actual_rank3_remove,37,166.2769921196106
Gemma4-E4B,1263,2,centroid_curve_remove,37,164.23080922095613
Gemma4-E4B,1263,2,normmatched_orthogonal,37,155.25113124851435
Gemma4-E4B,1263,3,clean,37,246.57683928142512
Gemma4-E4B,1263,3,actual_rank3_remove,37,266.066532276038
Gemma4-E4B,1263,3,centroid_curve_remove,37,239.72013507407007
Gemma4-E4B,1263,3,normmatched_orthogonal,37,276.56015402963595
Gemma4-E4B,1263,4,clean,37,211.15088938186128
Gemma4-E4B,1263,4,actual_rank3_remove,37,212.66932986326464
Gemma4-E4B,1263,4,centroid_curve_remove,37,201.31890876730776
Gemma4-E4B,1263,4,normmatched_orthogonal,37,220.4844845541582
Gemma4-E4B,1263,5,clean,37,208.58113610978162
Gemma4-E4B,1263,5,actual_rank3_remove,37,203.66368620613727
Gemma4-E4B,1263,5,centroid_curve_remove,37,200.91782991382692
Gemma4-E4B,1263,5,normmatched_orthogonal,37,207.47634804539794
Gemma4-E4B,1263,6,clean,37,189.406733680214
Gemma4-E4B,1263,6,actual_rank3_remove,37,190.99195986744706
Gemma4-E4B,1263,6,centroid_curve_remove,37,190.2654111851196
Gemma4-E4B,1263,6,normmatched_orthogonal,37,189.76900210026807
Gemma4-E4B,1263,7,clean,37,166.57548706571686
Gemma4-E4B,1263,7,actual_rank3_remove,37,172.53967032936214
Gemma4-E4B,1263,7,centroid_curve_remove,37,174.4572066247461
Gemma4-E4B,1263,7,normmatched_orthogonal,37,172.68804965652947
Gemma4-E4B,1263,8,clean,37,170.98902811073935
Gemma4-E4B,1263,8,actual_rank3_remove,37,175.37339838596657
Gemma4-E4B,1263,8,centroid_curve_remove,37,172.33364203654196
Gemma4-E4B,1263,8,normmatched_orthogonal,37,176.05406390654656
Gemma4-E4B,1263,9,clean,37,164.49676490990885
Gemma4-E4B,1263,9,actual_rank3_remove,37,173.21890732242016
Gemma4-E4B,1263,9,centroid_curve_remove,37,170.63411925566166
Gemma4-E4B,1263,9,normmatched_orthogonal,37,163.50511817139824
Gemma4-E4B,1263,10,clean,37,158.33050048619026
Gemma4-E4B,1263,10,actual_rank3_remove,37,166.37058289838745
Gemma4-E4B,1263,10,centroid_curve_remove,37,158.4851599415092
Gemma4-E4B,1263,10,normmatched_orthogonal,37,155.70882301743637
Gemma4-E4B,1254,2,clean,41,50.94126035252667
Gemma4-E4B,1254,2,actual_rank3_remove,41,53.70725647576188
Gemma4-E4B,1254,2,centroid_curve_remove,41,53.61996197364518
Gemma4-E4B,1254,2,normmatched_orthogonal,41,54.00715799427924
Gemma4-E4B,1254,3,clean,41,103.70898424209145
Gemma4-E4B,1254,3,actual_rank3_remove,41,100.33533633037808
Gemma4-E4B,1254,3,centroid_curve_remove,41,107.54541645937435
Gemma4-E4B,1254,3,normmatched_orthogonal,41,94.00386833280993
Gemma4-E4B,1254,4,clean,41,106.37617546638543
Gemma4-E4B,1254,4,actual_rank3_remove,41,107.0276769652088
Gemma4-E4B,1254,4,centroid_curve_remove,41,101.69036374627323
Gemma4-E4B,1254,4,normmatched_orthogonal,41,104.77130754621379
Gemma4-E4B,1254,5,clean,41,73.4527848330865
Gemma4-E4B,1254,5,actual_rank3_remove,41,77.43782399219805
Gemma4-E4B,1254,5,centroid_curve_remove,41,82.50655168705185
Gemma4-E4B,1254,5,normmatched_orthogonal,41,75.17867678492176
Gemma4-E4B,1254,6,clean,41,58.5123379083156
Gemma4-E4B,1254,6,actual_rank3_remove,41,51.0977293287022
Gemma4-E4B,1254,6,centroid_curve_remove,41,53.70831966266376
Gemma4-E4B,1254,6,normmatched_orthogonal,41,57.68973641665961
Gemma4-E4B,1254,7,clean,41,41.60499751692929
Gemma4-E4B,1254,7,actual_rank3_remove,41,38.8426815537191
Gemma4-E4B,1254,7,centroid_curve_remove,41,39.55594884718095
Gemma4-E4B,1254,7,normmatched_orthogonal,41,41.424514820874656
Gemma4-E4B,1254,8,clean,41,38.23072339978507
Gemma4-E4B,1254,8,actual_rank3_remove,41,35.85685417777726
Gemma4-E4B,1254,8,centroid_curve_remove,41,36.01928081599656
Gemma4-E4B,1254,8,normmatched_orthogonal,41,37.78415574806986
Gemma4-E4B,1254,9,clean,41,43.70087941010672
Gemma4-E4B,1254,9,actual_rank3_remove,41,34.071799256393206
Gemma4-E4B,1254,9,centroid_curve_remove,41,45.231215218851254
Gemma4-E4B,1254,9,normmatched_orthogonal,41,41.381327897618974
Gemma4-E4B,1254,10,clean,41,45.92728997287834
Gemma4-E4B,1254,10,actual_rank3_remove,41,49.12329158412921
Gemma4-E4B,1254,10,centroid_curve_remove,41,55.273566306899156
Gemma4-E4B,1254,10,normmatched_orthogonal,41,48.50312098291921
Gemma4-E4B,1255,2,clean,41,27.60669594219544
Gemma4-E4B,1255,2,actual_rank3_remove,41,27.53846593040662
Gemma4-E4B,1255,2,centroid_curve_remove,41,28.26711364563783
Gemma4-E4B,1255,2,normmatched_orthogonal,41,25.36761503355487
Gemma4-E4B,1255,3,clean,41,29.313554851625344
Gemma4-E4B,1255,3,actual_rank3_remove,41,29.580846708320063
Gemma4-E4B,1255,3,centroid_curve_remove,41,30.75723774090162
Gemma4-E4B,1255,3,normmatched_orthogonal,41,32.408098355995875
Gemma4-E4B,1255,4,clean,41,53.58957533939868
Gemma4-E4B,1255,4,actual_rank3_remove,41,59.28005586592022
Gemma4-E4B,1255,4,centroid_curve_remove,41,49.91066098911405
Gemma4-E4B,1255,4,normmatched_orthogonal,41,56.44694778258926
Gemma4-E4B,1255,5,clean,41,107.61388261343791
Gemma4-E4B,1255,5,actual_rank3_remove,41,112.16554377333205
Gemma4-E4B,1255,5,centroid_curve_remove,41,109.98829862504465
Gemma4-E4B,1255,5,normmatched_orthogonal,41,106.55330803381865
Gemma4-E4B,1255,6,clean,41,144.47996602011614
Gemma4-E4B,1255,6,actual_rank3_remove,41,150.5063290123229
Gemma4-E4B,1255,6,centroid_curve_remove,41,136.36170639547305
Gemma4-E4B,1255,6,normmatched_orthogonal,41,142.62624968046612
