model_label,family,bank_size,seed,all_examples,clean_correct_examples,ranked_valid_rate,random_valid_rate,all_absolute_shift,absolute_error,clean_correct_to_wrong
Gemma4-E4B,answer_prompt_aggregation,16,1257,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,1258,3,3,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,1259,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,1260,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,1261,7,7,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,1262,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,1263,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,1271,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,1274,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,1283,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,1289,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,1298,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,1325,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,1352,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,10007,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,10016,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,10022,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,16,10025,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1254,8,8,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1255,7,7,1.0,1.0,-0.2857142857142857,-0.2857142857142857,-0.2857142857142857
Gemma4-E4B,answer_prompt_aggregation,32,1256,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1257,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1258,3,3,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1259,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1260,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1261,7,7,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1262,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1263,4,4,1.0,1.0,-0.25,-0.25,-0.25
Gemma4-E4B,answer_prompt_aggregation,32,1271,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1274,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1283,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1289,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1298,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1325,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,1352,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,10007,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,10016,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,10022,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_aggregation,32,10025,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1254,8,8,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1255,7,7,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1256,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1257,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1258,3,3,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1259,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1260,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1261,7,7,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1262,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1263,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1271,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1274,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1283,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1289,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1298,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1325,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,1352,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,10007,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,10016,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,10022,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,10025,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1254,8,8,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1255,7,7,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1256,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1257,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1258,3,3,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1259,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1260,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1261,7,7,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1262,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1263,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1271,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1274,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1283,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1289,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1298,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1325,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,1352,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,10007,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,10016,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,10022,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,10025,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1254,8,8,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1255,7,7,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1256,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1257,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1258,3,3,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1259,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1260,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1261,7,7,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1262,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1263,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1271,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1274,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1283,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1289,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1298,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1325,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,1352,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,10007,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,10016,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,10022,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,10025,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1254,8,8,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1255,7,7,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1256,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1257,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1258,3,3,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1259,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1260,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1261,7,7,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1262,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1263,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1271,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1274,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1283,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1289,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1298,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1325,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,1352,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,10007,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,10016,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,10022,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,10025,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1254,8,8,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1255,7,7,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1256,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1257,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1258,3,3,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1259,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1260,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1261,7,7,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1262,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1263,4,4,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1271,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1274,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1283,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1289,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1298,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1325,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,1352,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,10007,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,10016,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,10022,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,10025,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1254,8,8,1.0,1.0,-0.125,-0.125,-0.125
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1255,7,7,1.0,1.0,-0.047619047619047616,-0.047619047619047616,-0.047619047619047616
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1256,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1257,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1258,3,3,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1259,4,4,1.0,1.0,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1260,4,4,1.0,1.0,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1261,7,7,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1262,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1263,4,4,1.0,1.0,-0.5833333333333334,-0.5833333333333334,-0.25
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1271,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1274,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1283,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1289,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1298,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1325,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,1352,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,10007,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,10016,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,10022,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,10025,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_trace_aggregation,1,1254,8,8,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_trace_aggregation,1,1255,7,7,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_trace_aggregation,1,1256,2,2,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_trace_aggregation,1,1257,1,1,1.0,1.0,0.0,0.0,0.0
Gemma4-E4B,answer_trace_aggregation,1,1258,3,3,1.0,1.0,0.0,0.0,0.0
