model_label,family,bank_size,metric,is_primary_endpoint,harmful_direction,seed_clusters,effect,ci95_low,ci95_high,sign_flip_p,sign_flip_method,sign_flip_assignments,positive_seed_fraction,nonnegative_seed_fraction,bootstrap_repetitions,holm_p_within_model
Gemma4-E4B,answer_prompt_aggregation,16,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,16,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,32,all_absolute_shift,True,positive,21,-0.025510204081632654,-0.06462585034013606,0.0,0.5000544999455001,deterministic_monte_carlo,1000000,0.0,0.9047619047619048,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,32,clean_correct_to_wrong,True,positive,21,-0.025510204081632654,-0.06462585034013606,0.0,0.5000544999455001,deterministic_monte_carlo,1000000,0.0,0.9047619047619048,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,32,absolute_error,False,positive,21,-0.025510204081632654,-0.06462585034013606,0.0,0.5000544999455001,deterministic_monte_carlo,1000000,0.0,0.9047619047619048,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,2,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,4,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,8,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,16,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,32,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,all_absolute_shift,True,positive,21,-0.04790249433106576,-0.10941043083900229,-0.006235827664399092,0.06232693767306233,deterministic_monte_carlo,1000000,0.0,0.7619047619047619,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,clean_correct_to_wrong,True,positive,21,-0.03202947845804989,-0.06349206349206349,-0.006235827664399092,0.06273893726106274,deterministic_monte_carlo,1000000,0.0,0.7619047619047619,10000,1.0
Gemma4-E4B,answer_prompt_and_trace_aggregation,61,absolute_error,False,positive,21,-0.04790249433106576,-0.11139455782312926,-0.006788548752834673,0.06232693767306233,deterministic_monte_carlo,1000000,0.0,0.7619047619047619,10000,1.0
Gemma4-E4B,answer_trace_aggregation,1,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,1,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,1,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,2,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,2,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,2,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,4,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,4,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,4,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,8,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,8,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,8,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,16,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,16,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,16,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,32,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,32,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_trace_aggregation,32,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
