target,spec,label,candidate,features,estimator,transform,ridge,complexity,interpretation
exact,log_burden__identity__logistic__0.001,Log burden; ridge=0.001,log_burden,"[""log_burden""]",logistic,identity,0.001,1,Depends on (T/5000)(N/5).
exact,log_separable__identity__logistic__0.3,Log T + log N; ridge=0.3,log_separable,"[""log_length"", ""log_needles""]",logistic,identity,0.3,2,Separate T and N orders.
exact,log_separable__identity__logistic__0.03,Log T + log N; ridge=0.03,log_separable,"[""log_length"", ""log_needles""]",logistic,identity,0.03,2,Separate T and N orders.
exact,log_separable__identity__logistic__0.001,Log T + log N; ridge=0.001,log_separable,"[""log_length"", ""log_needles""]",logistic,identity,0.001,2,Separate T and N orders.
exact,semi_log_needles__identity__logistic__0.3,Log T + linear N; ridge=0.3,semi_log_needles,"[""log_length"", ""needle_linear""]",logistic,identity,0.3,2,Power in T with exponential-in-N response.
exact,semi_log_needles__identity__logistic__0.03,Log T + linear N; ridge=0.03,semi_log_needles,"[""log_length"", ""needle_linear""]",logistic,identity,0.03,2,Power in T with exponential-in-N response.
exact,semi_log_needles__identity__logistic__0.001,Log T + linear N; ridge=0.001,semi_log_needles,"[""log_length"", ""needle_linear""]",logistic,identity,0.001,2,Power in T with exponential-in-N response.
exact,quadratic_log_needles__identity__logistic__0.3,Log T + curved log N; ridge=0.3,quadratic_log_needles,"[""log_length"", ""log_needles"", ""log_needles_sq""]",logistic,identity,0.3,3,Allows smooth curvature along N.
exact,quadratic_log_needles__identity__logistic__0.03,Log T + curved log N; ridge=0.03,quadratic_log_needles,"[""log_length"", ""log_needles"", ""log_needles_sq""]",logistic,identity,0.03,3,Allows smooth curvature along N.
exact,quadratic_log_needles__identity__logistic__0.001,Log T + curved log N; ridge=0.001,quadratic_log_needles,"[""log_length"", ""log_needles"", ""log_needles_sq""]",logistic,identity,0.001,3,Allows smooth curvature along N.
exact,piecewise_log_needles__identity__logistic__0.3,Log T + piecewise log N; ridge=0.3,piecewise_log_needles,"[""log_length"", ""log_needles"", ""needle_hinge""]",logistic,identity,0.3,3,Allows the N slope to change above N=5.
exact,piecewise_log_needles__identity__logistic__0.03,Log T + piecewise log N; ridge=0.03,piecewise_log_needles,"[""log_length"", ""log_needles"", ""needle_hinge""]",logistic,identity,0.03,3,Allows the N slope to change above N=5.
exact,piecewise_log_needles__identity__logistic__0.001,Log T + piecewise log N; ridge=0.001,piecewise_log_needles,"[""log_length"", ""log_needles"", ""needle_hinge""]",logistic,identity,0.001,3,Allows the N slope to change above N=5.
exact,log_interaction__identity__logistic__0.3,Log T x log N; ridge=0.3,log_interaction,"[""log_length"", ""log_needles"", ""log_interaction""]",logistic,identity,0.3,3,Lets the apparent N order depend on T.
exact,log_interaction__identity__logistic__0.03,Log T x log N; ridge=0.03,log_interaction,"[""log_length"", ""log_needles"", ""log_interaction""]",logistic,identity,0.03,3,Lets the apparent N order depend on T.
exact,log_interaction__identity__logistic__0.001,Log T x log N; ridge=0.001,log_interaction,"[""log_length"", ""log_needles"", ""log_interaction""]",logistic,identity,0.001,3,Lets the apparent N order depend on T.
exact,quadratic_surface__identity__logistic__0.3,Quadratic log surface; ridge=0.3,quadratic_surface,"[""log_length"", ""log_needles"", ""log_length_sq"", ""log_needles_sq"", ""log_interaction""]",logistic,identity,0.3,5,A smooth second-order surface in log T and log N.
exact,quadratic_surface__identity__logistic__0.03,Quadratic log surface; ridge=0.03,quadratic_surface,"[""log_length"", ""log_needles"", ""log_length_sq"", ""log_needles_sq"", ""log_interaction""]",logistic,identity,0.03,5,A smooth second-order surface in log T and log N.
exact,quadratic_surface__identity__logistic__0.001,Quadratic log surface; ridge=0.001,quadratic_surface,"[""log_length"", ""log_needles"", ""log_length_sq"", ""log_needles_sq"", ""log_interaction""]",logistic,identity,0.001,5,A smooth second-order surface in log T and log N.
exact,length_factor_log_n__identity__logistic__0.3,T-level intercepts + log N; ridge=0.3,length_factor_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles""]",logistic,identity,0.3,3,Allows each observed T level its own intercept.
exact,length_factor_log_n__identity__logistic__0.03,T-level intercepts + log N; ridge=0.03,length_factor_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles""]",logistic,identity,0.03,3,Allows each observed T level its own intercept.
exact,length_factor_log_n__identity__logistic__0.001,T-level intercepts + log N; ridge=0.001,length_factor_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles""]",logistic,identity,0.001,3,Allows each observed T level its own intercept.
exact,length_factor_curved_n__identity__logistic__0.3,T-level intercepts + curved log N; ridge=0.3,length_factor_curved_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""log_needles_sq""]",logistic,identity,0.3,4,Observed T-level intercepts plus smooth N curvature.
exact,length_factor_curved_n__identity__logistic__0.03,T-level intercepts + curved log N; ridge=0.03,length_factor_curved_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""log_needles_sq""]",logistic,identity,0.03,4,Observed T-level intercepts plus smooth N curvature.
exact,length_factor_curved_n__identity__logistic__0.001,T-level intercepts + curved log N; ridge=0.001,length_factor_curved_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""log_needles_sq""]",logistic,identity,0.001,4,Observed T-level intercepts plus smooth N curvature.
exact,length_specific_log_n__identity__logistic__0.3,T-specific log-N slopes; ridge=0.3,length_specific_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""t2000_log_needles"", ""t10000_log_needles""]",logistic,identity,0.3,5,A separate log-N slope at each observed T level.
exact,length_specific_log_n__identity__logistic__0.03,T-specific log-N slopes; ridge=0.03,length_specific_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""t2000_log_needles"", ""t10000_log_needles""]",logistic,identity,0.03,5,A separate log-N slope at each observed T level.
exact,length_specific_log_n__identity__logistic__0.001,T-specific log-N slopes; ridge=0.001,length_specific_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""t2000_log_needles"", ""t10000_log_needles""]",logistic,identity,0.001,5,A separate log-N slope at each observed T level.
exact,length_specific_piecewise_n__identity__logistic__0.3,T-specific piecewise N; ridge=0.3,length_specific_piecewise_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""needle_hinge"", ""t2000_log_needles"", ""t10000_log_needles""]",logistic,identity,0.3,6,T-specific N slopes plus a shared high-N hinge.
exact,length_specific_piecewise_n__identity__logistic__0.03,T-specific piecewise N; ridge=0.03,length_specific_piecewise_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""needle_hinge"", ""t2000_log_needles"", ""t10000_log_needles""]",logistic,identity,0.03,6,T-specific N slopes plus a shared high-N hinge.
exact,length_specific_piecewise_n__identity__logistic__0.001,T-specific piecewise N; ridge=0.001,length_specific_piecewise_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""needle_hinge"", ""t2000_log_needles"", ""t10000_log_needles""]",logistic,identity,0.001,6,T-specific N slopes plus a shared high-N hinge.
bias,constant__asinh__ridge__0.001,Constant; asinh + ridge,constant,[],ridge,asinh,0.001,0,No T/N dependence.
bias,constant__asinh__huber__0.01,Constant; asinh + Huber,constant,[],huber,asinh,0.01,0,No T/N dependence.
bias,constant__identity__huber__0.01,Constant; raw bias + Huber,constant,[],huber,identity,0.01,0,No T/N dependence.
bias,log_needles_only__asinh__ridge__0.001,Log N only; asinh + ridge,log_needles_only,"[""log_needles""]",ridge,asinh,0.001,1,A single power/exponent term in needle count.
bias,log_needles_only__asinh__huber__0.01,Log N only; asinh + Huber,log_needles_only,"[""log_needles""]",huber,asinh,0.01,1,A single power/exponent term in needle count.
bias,log_needles_only__identity__huber__0.01,Log N only; raw bias + Huber,log_needles_only,"[""log_needles""]",huber,identity,0.01,1,A single power/exponent term in needle count.
bias,linear_needles_only__asinh__ridge__0.001,Linear N only; asinh + ridge,linear_needles_only,"[""needle_linear""]",ridge,asinh,0.001,1,An exponential-in-N accuracy odds or linear transformed error.
bias,linear_needles_only__asinh__huber__0.01,Linear N only; asinh + Huber,linear_needles_only,"[""needle_linear""]",huber,asinh,0.01,1,An exponential-in-N accuracy odds or linear transformed error.
bias,linear_needles_only__identity__huber__0.01,Linear N only; raw bias + Huber,linear_needles_only,"[""needle_linear""]",huber,identity,0.01,1,An exponential-in-N accuracy odds or linear transformed error.
bias,log_length_only__asinh__ridge__0.001,Log T only; asinh + ridge,log_length_only,"[""log_length""]",ridge,asinh,0.001,1,A single power/exponent term in passage length.
bias,log_length_only__asinh__huber__0.01,Log T only; asinh + Huber,log_length_only,"[""log_length""]",huber,asinh,0.01,1,A single power/exponent term in passage length.
bias,log_length_only__identity__huber__0.01,Log T only; raw bias + Huber,log_length_only,"[""log_length""]",huber,identity,0.01,1,A single power/exponent term in passage length.
bias,log_density__asinh__ridge__0.001,Log density; asinh + ridge,log_density,"[""log_density""]",ridge,asinh,0.001,1,Depends only on rho = 1000N/T.
bias,log_density__asinh__huber__0.01,Log density; asinh + Huber,log_density,"[""log_density""]",huber,asinh,0.01,1,Depends only on rho = 1000N/T.
bias,log_density__identity__huber__0.01,Log density; raw bias + Huber,log_density,"[""log_density""]",huber,identity,0.01,1,Depends only on rho = 1000N/T.
bias,log_burden__asinh__ridge__0.001,Log burden; asinh + ridge,log_burden,"[""log_burden""]",ridge,asinh,0.001,1,Depends on (T/5000)(N/5).
bias,log_burden__asinh__huber__0.01,Log burden; asinh + Huber,log_burden,"[""log_burden""]",huber,asinh,0.01,1,Depends on (T/5000)(N/5).
bias,log_burden__identity__huber__0.01,Log burden; raw bias + Huber,log_burden,"[""log_burden""]",huber,identity,0.01,1,Depends on (T/5000)(N/5).
bias,log_separable__asinh__ridge__0.001,Log T + log N; asinh + ridge,log_separable,"[""log_length"", ""log_needles""]",ridge,asinh,0.001,2,Separate T and N orders.
bias,log_separable__asinh__huber__0.01,Log T + log N; asinh + Huber,log_separable,"[""log_length"", ""log_needles""]",huber,asinh,0.01,2,Separate T and N orders.
bias,log_separable__identity__huber__0.01,Log T + log N; raw bias + Huber,log_separable,"[""log_length"", ""log_needles""]",huber,identity,0.01,2,Separate T and N orders.
bias,semi_log_needles__asinh__ridge__0.001,Log T + linear N; asinh + ridge,semi_log_needles,"[""log_length"", ""needle_linear""]",ridge,asinh,0.001,2,Power in T with exponential-in-N response.
bias,semi_log_needles__asinh__huber__0.01,Log T + linear N; asinh + Huber,semi_log_needles,"[""log_length"", ""needle_linear""]",huber,asinh,0.01,2,Power in T with exponential-in-N response.
bias,semi_log_needles__identity__huber__0.01,Log T + linear N; raw bias + Huber,semi_log_needles,"[""log_length"", ""needle_linear""]",huber,identity,0.01,2,Power in T with exponential-in-N response.
bias,quadratic_log_needles__asinh__ridge__0.001,Log T + curved log N; asinh + ridge,quadratic_log_needles,"[""log_length"", ""log_needles"", ""log_needles_sq""]",ridge,asinh,0.001,3,Allows smooth curvature along N.
bias,quadratic_log_needles__asinh__huber__0.01,Log T + curved log N; asinh + Huber,quadratic_log_needles,"[""log_length"", ""log_needles"", ""log_needles_sq""]",huber,asinh,0.01,3,Allows smooth curvature along N.
bias,quadratic_log_needles__identity__huber__0.01,Log T + curved log N; raw bias + Huber,quadratic_log_needles,"[""log_length"", ""log_needles"", ""log_needles_sq""]",huber,identity,0.01,3,Allows smooth curvature along N.
bias,piecewise_log_needles__asinh__ridge__0.001,Log T + piecewise log N; asinh + ridge,piecewise_log_needles,"[""log_length"", ""log_needles"", ""needle_hinge""]",ridge,asinh,0.001,3,Allows the N slope to change above N=5.
bias,piecewise_log_needles__asinh__huber__0.01,Log T + piecewise log N; asinh + Huber,piecewise_log_needles,"[""log_length"", ""log_needles"", ""needle_hinge""]",huber,asinh,0.01,3,Allows the N slope to change above N=5.
bias,piecewise_log_needles__identity__huber__0.01,Log T + piecewise log N; raw bias + Huber,piecewise_log_needles,"[""log_length"", ""log_needles"", ""needle_hinge""]",huber,identity,0.01,3,Allows the N slope to change above N=5.
bias,log_interaction__asinh__ridge__0.001,Log T x log N; asinh + ridge,log_interaction,"[""log_length"", ""log_needles"", ""log_interaction""]",ridge,asinh,0.001,3,Lets the apparent N order depend on T.
bias,log_interaction__asinh__huber__0.01,Log T x log N; asinh + Huber,log_interaction,"[""log_length"", ""log_needles"", ""log_interaction""]",huber,asinh,0.01,3,Lets the apparent N order depend on T.
bias,log_interaction__identity__huber__0.01,Log T x log N; raw bias + Huber,log_interaction,"[""log_length"", ""log_needles"", ""log_interaction""]",huber,identity,0.01,3,Lets the apparent N order depend on T.
bias,quadratic_surface__asinh__ridge__0.001,Quadratic log surface; asinh + ridge,quadratic_surface,"[""log_length"", ""log_needles"", ""log_length_sq"", ""log_needles_sq"", ""log_interaction""]",ridge,asinh,0.001,5,A smooth second-order surface in log T and log N.
bias,quadratic_surface__asinh__huber__0.01,Quadratic log surface; asinh + Huber,quadratic_surface,"[""log_length"", ""log_needles"", ""log_length_sq"", ""log_needles_sq"", ""log_interaction""]",huber,asinh,0.01,5,A smooth second-order surface in log T and log N.
bias,quadratic_surface__identity__huber__0.01,Quadratic log surface; raw bias + Huber,quadratic_surface,"[""log_length"", ""log_needles"", ""log_length_sq"", ""log_needles_sq"", ""log_interaction""]",huber,identity,0.01,5,A smooth second-order surface in log T and log N.
bias,length_factor_log_n__asinh__ridge__0.001,T-level intercepts + log N; asinh + ridge,length_factor_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles""]",ridge,asinh,0.001,3,Allows each observed T level its own intercept.
bias,length_factor_log_n__asinh__huber__0.01,T-level intercepts + log N; asinh + Huber,length_factor_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles""]",huber,asinh,0.01,3,Allows each observed T level its own intercept.
bias,length_factor_log_n__identity__huber__0.01,T-level intercepts + log N; raw bias + Huber,length_factor_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles""]",huber,identity,0.01,3,Allows each observed T level its own intercept.
bias,length_factor_curved_n__asinh__ridge__0.001,T-level intercepts + curved log N; asinh + ridge,length_factor_curved_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""log_needles_sq""]",ridge,asinh,0.001,4,Observed T-level intercepts plus smooth N curvature.
bias,length_factor_curved_n__asinh__huber__0.01,T-level intercepts + curved log N; asinh + Huber,length_factor_curved_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""log_needles_sq""]",huber,asinh,0.01,4,Observed T-level intercepts plus smooth N curvature.
bias,length_factor_curved_n__identity__huber__0.01,T-level intercepts + curved log N; raw bias + Huber,length_factor_curved_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""log_needles_sq""]",huber,identity,0.01,4,Observed T-level intercepts plus smooth N curvature.
bias,length_specific_log_n__asinh__ridge__0.001,T-specific log-N slopes; asinh + ridge,length_specific_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""t2000_log_needles"", ""t10000_log_needles""]",ridge,asinh,0.001,5,A separate log-N slope at each observed T level.
bias,length_specific_log_n__asinh__huber__0.01,T-specific log-N slopes; asinh + Huber,length_specific_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""t2000_log_needles"", ""t10000_log_needles""]",huber,asinh,0.01,5,A separate log-N slope at each observed T level.
bias,length_specific_log_n__identity__huber__0.01,T-specific log-N slopes; raw bias + Huber,length_specific_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""t2000_log_needles"", ""t10000_log_needles""]",huber,identity,0.01,5,A separate log-N slope at each observed T level.
bias,length_specific_piecewise_n__asinh__ridge__0.001,T-specific piecewise N; asinh + ridge,length_specific_piecewise_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""needle_hinge"", ""t2000_log_needles"", ""t10000_log_needles""]",ridge,asinh,0.001,6,T-specific N slopes plus a shared high-N hinge.
bias,length_specific_piecewise_n__asinh__huber__0.01,T-specific piecewise N; asinh + Huber,length_specific_piecewise_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""needle_hinge"", ""t2000_log_needles"", ""t10000_log_needles""]",huber,asinh,0.01,6,T-specific N slopes plus a shared high-N hinge.
bias,length_specific_piecewise_n__identity__huber__0.01,T-specific piecewise N; raw bias + Huber,length_specific_piecewise_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""needle_hinge"", ""t2000_log_needles"", ""t10000_log_needles""]",huber,identity,0.01,6,T-specific N slopes plus a shared high-N hinge.
absolute_error,constant__log1p__ridge__0.001,Constant; log1p + ridge,constant,[],ridge,log1p,0.001,0,No T/N dependence.
absolute_error,constant__log1p__huber__0.01,Constant; log1p + Huber,constant,[],huber,log1p,0.01,0,No T/N dependence.
absolute_error,constant__sqrt__huber__0.01,Constant; sqrt + Huber,constant,[],huber,sqrt,0.01,0,No T/N dependence.
absolute_error,log_needles_only__log1p__ridge__0.001,Log N only; log1p + ridge,log_needles_only,"[""log_needles""]",ridge,log1p,0.001,1,A single power/exponent term in needle count.
absolute_error,log_needles_only__log1p__huber__0.01,Log N only; log1p + Huber,log_needles_only,"[""log_needles""]",huber,log1p,0.01,1,A single power/exponent term in needle count.
absolute_error,log_needles_only__sqrt__huber__0.01,Log N only; sqrt + Huber,log_needles_only,"[""log_needles""]",huber,sqrt,0.01,1,A single power/exponent term in needle count.
absolute_error,linear_needles_only__log1p__ridge__0.001,Linear N only; log1p + ridge,linear_needles_only,"[""needle_linear""]",ridge,log1p,0.001,1,An exponential-in-N accuracy odds or linear transformed error.
absolute_error,linear_needles_only__log1p__huber__0.01,Linear N only; log1p + Huber,linear_needles_only,"[""needle_linear""]",huber,log1p,0.01,1,An exponential-in-N accuracy odds or linear transformed error.
absolute_error,linear_needles_only__sqrt__huber__0.01,Linear N only; sqrt + Huber,linear_needles_only,"[""needle_linear""]",huber,sqrt,0.01,1,An exponential-in-N accuracy odds or linear transformed error.
absolute_error,log_length_only__log1p__ridge__0.001,Log T only; log1p + ridge,log_length_only,"[""log_length""]",ridge,log1p,0.001,1,A single power/exponent term in passage length.
absolute_error,log_length_only__log1p__huber__0.01,Log T only; log1p + Huber,log_length_only,"[""log_length""]",huber,log1p,0.01,1,A single power/exponent term in passage length.
absolute_error,log_length_only__sqrt__huber__0.01,Log T only; sqrt + Huber,log_length_only,"[""log_length""]",huber,sqrt,0.01,1,A single power/exponent term in passage length.
absolute_error,log_density__log1p__ridge__0.001,Log density; log1p + ridge,log_density,"[""log_density""]",ridge,log1p,0.001,1,Depends only on rho = 1000N/T.
absolute_error,log_density__log1p__huber__0.01,Log density; log1p + Huber,log_density,"[""log_density""]",huber,log1p,0.01,1,Depends only on rho = 1000N/T.
absolute_error,log_density__sqrt__huber__0.01,Log density; sqrt + Huber,log_density,"[""log_density""]",huber,sqrt,0.01,1,Depends only on rho = 1000N/T.
absolute_error,log_burden__log1p__ridge__0.001,Log burden; log1p + ridge,log_burden,"[""log_burden""]",ridge,log1p,0.001,1,Depends on (T/5000)(N/5).
absolute_error,log_burden__log1p__huber__0.01,Log burden; log1p + Huber,log_burden,"[""log_burden""]",huber,log1p,0.01,1,Depends on (T/5000)(N/5).
absolute_error,log_burden__sqrt__huber__0.01,Log burden; sqrt + Huber,log_burden,"[""log_burden""]",huber,sqrt,0.01,1,Depends on (T/5000)(N/5).
absolute_error,log_separable__log1p__ridge__0.001,Log T + log N; log1p + ridge,log_separable,"[""log_length"", ""log_needles""]",ridge,log1p,0.001,2,Separate T and N orders.
absolute_error,log_separable__log1p__huber__0.01,Log T + log N; log1p + Huber,log_separable,"[""log_length"", ""log_needles""]",huber,log1p,0.01,2,Separate T and N orders.
absolute_error,log_separable__sqrt__huber__0.01,Log T + log N; sqrt + Huber,log_separable,"[""log_length"", ""log_needles""]",huber,sqrt,0.01,2,Separate T and N orders.
absolute_error,semi_log_needles__log1p__ridge__0.001,Log T + linear N; log1p + ridge,semi_log_needles,"[""log_length"", ""needle_linear""]",ridge,log1p,0.001,2,Power in T with exponential-in-N response.
absolute_error,semi_log_needles__log1p__huber__0.01,Log T + linear N; log1p + Huber,semi_log_needles,"[""log_length"", ""needle_linear""]",huber,log1p,0.01,2,Power in T with exponential-in-N response.
absolute_error,semi_log_needles__sqrt__huber__0.01,Log T + linear N; sqrt + Huber,semi_log_needles,"[""log_length"", ""needle_linear""]",huber,sqrt,0.01,2,Power in T with exponential-in-N response.
absolute_error,quadratic_log_needles__log1p__ridge__0.001,Log T + curved log N; log1p + ridge,quadratic_log_needles,"[""log_length"", ""log_needles"", ""log_needles_sq""]",ridge,log1p,0.001,3,Allows smooth curvature along N.
absolute_error,quadratic_log_needles__log1p__huber__0.01,Log T + curved log N; log1p + Huber,quadratic_log_needles,"[""log_length"", ""log_needles"", ""log_needles_sq""]",huber,log1p,0.01,3,Allows smooth curvature along N.
absolute_error,quadratic_log_needles__sqrt__huber__0.01,Log T + curved log N; sqrt + Huber,quadratic_log_needles,"[""log_length"", ""log_needles"", ""log_needles_sq""]",huber,sqrt,0.01,3,Allows smooth curvature along N.
absolute_error,piecewise_log_needles__log1p__ridge__0.001,Log T + piecewise log N; log1p + ridge,piecewise_log_needles,"[""log_length"", ""log_needles"", ""needle_hinge""]",ridge,log1p,0.001,3,Allows the N slope to change above N=5.
absolute_error,piecewise_log_needles__log1p__huber__0.01,Log T + piecewise log N; log1p + Huber,piecewise_log_needles,"[""log_length"", ""log_needles"", ""needle_hinge""]",huber,log1p,0.01,3,Allows the N slope to change above N=5.
absolute_error,piecewise_log_needles__sqrt__huber__0.01,Log T + piecewise log N; sqrt + Huber,piecewise_log_needles,"[""log_length"", ""log_needles"", ""needle_hinge""]",huber,sqrt,0.01,3,Allows the N slope to change above N=5.
absolute_error,log_interaction__log1p__ridge__0.001,Log T x log N; log1p + ridge,log_interaction,"[""log_length"", ""log_needles"", ""log_interaction""]",ridge,log1p,0.001,3,Lets the apparent N order depend on T.
absolute_error,log_interaction__log1p__huber__0.01,Log T x log N; log1p + Huber,log_interaction,"[""log_length"", ""log_needles"", ""log_interaction""]",huber,log1p,0.01,3,Lets the apparent N order depend on T.
absolute_error,log_interaction__sqrt__huber__0.01,Log T x log N; sqrt + Huber,log_interaction,"[""log_length"", ""log_needles"", ""log_interaction""]",huber,sqrt,0.01,3,Lets the apparent N order depend on T.
absolute_error,quadratic_surface__log1p__ridge__0.001,Quadratic log surface; log1p + ridge,quadratic_surface,"[""log_length"", ""log_needles"", ""log_length_sq"", ""log_needles_sq"", ""log_interaction""]",ridge,log1p,0.001,5,A smooth second-order surface in log T and log N.
absolute_error,quadratic_surface__log1p__huber__0.01,Quadratic log surface; log1p + Huber,quadratic_surface,"[""log_length"", ""log_needles"", ""log_length_sq"", ""log_needles_sq"", ""log_interaction""]",huber,log1p,0.01,5,A smooth second-order surface in log T and log N.
absolute_error,quadratic_surface__sqrt__huber__0.01,Quadratic log surface; sqrt + Huber,quadratic_surface,"[""log_length"", ""log_needles"", ""log_length_sq"", ""log_needles_sq"", ""log_interaction""]",huber,sqrt,0.01,5,A smooth second-order surface in log T and log N.
absolute_error,length_factor_log_n__log1p__ridge__0.001,T-level intercepts + log N; log1p + ridge,length_factor_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles""]",ridge,log1p,0.001,3,Allows each observed T level its own intercept.
absolute_error,length_factor_log_n__log1p__huber__0.01,T-level intercepts + log N; log1p + Huber,length_factor_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles""]",huber,log1p,0.01,3,Allows each observed T level its own intercept.
absolute_error,length_factor_log_n__sqrt__huber__0.01,T-level intercepts + log N; sqrt + Huber,length_factor_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles""]",huber,sqrt,0.01,3,Allows each observed T level its own intercept.
absolute_error,length_factor_curved_n__log1p__ridge__0.001,T-level intercepts + curved log N; log1p + ridge,length_factor_curved_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""log_needles_sq""]",ridge,log1p,0.001,4,Observed T-level intercepts plus smooth N curvature.
absolute_error,length_factor_curved_n__log1p__huber__0.01,T-level intercepts + curved log N; log1p + Huber,length_factor_curved_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""log_needles_sq""]",huber,log1p,0.01,4,Observed T-level intercepts plus smooth N curvature.
absolute_error,length_factor_curved_n__sqrt__huber__0.01,T-level intercepts + curved log N; sqrt + Huber,length_factor_curved_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""log_needles_sq""]",huber,sqrt,0.01,4,Observed T-level intercepts plus smooth N curvature.
absolute_error,length_specific_log_n__log1p__ridge__0.001,T-specific log-N slopes; log1p + ridge,length_specific_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""t2000_log_needles"", ""t10000_log_needles""]",ridge,log1p,0.001,5,A separate log-N slope at each observed T level.
absolute_error,length_specific_log_n__log1p__huber__0.01,T-specific log-N slopes; log1p + Huber,length_specific_log_n,"[""t_is_2000"", ""t_is_10000"", ""log_needles"", ""t2000_log_needles"", ""t10000_log_needles""]",huber,log1p,0.01,5,A separate log-N slope at each observed T level.
