model_label,prompt_mode,query_order,target_passage_tokens,num_needles,observed,predicted,candidate,scheme
Qwen3-1.7B,direct,query_last,2000,10,-1.5024295265806253,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,2000,20,-1.598041799127513,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,2000,30,-2.99212108075911,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,5000,1,0.0,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,5000,2,0.3525494348078172,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,5000,3,0.0,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,5000,4,1.0271801227407082,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,5000,5,0.28621295085064197,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,5000,6,-0.28615636016341417,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,5000,8,0.39923353024737585,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,5000,10,0.3039759876352467,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,5000,20,-0.7226032099386865,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,5000,30,-0.29326318816824015,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,10000,1,0.0,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,10000,2,0.3525494348078172,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,10000,3,0.8175512472474878,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,10000,4,0.9967119410579649,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,10000,5,1.3937259002395421,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,10000,6,1.8768242024017798,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,10000,8,2.4771372141996544,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,10000,10,1.612211970181987,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,10000,20,1.16985659510887,0.27902571754535,condition_only,seed
Qwen3-1.7B,direct,query_last,10000,30,3.490867083036079,0.27902571754535,condition_only,seed
Qwen3-1.7B,enumeration,query_first,2000,1,0.0,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,2000,2,3.2410284449839453,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,2000,3,4.576283789948654,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,2000,4,5.708351520998195,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,2000,5,3.06456374348737,3.8848782733988507,condition_only,seed
Qwen3-1.7B,enumeration,query_first,2000,6,4.253967833037173,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,2000,8,4.844323816890648,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,2000,10,4.629343295801086,3.82370699550351,condition_only,seed
Qwen3-1.7B,enumeration,query_first,2000,20,5.547782961774317,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,2000,30,5.679343435127821,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,5000,1,0.36368929184641335,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,5000,2,3.0647537275800367,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,5000,3,3.3095593603345677,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,5000,4,5.827310243305237,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,5000,5,6.524708980698314,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,5000,6,3.0012446690589707,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,5000,8,5.468018660448239,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,5000,10,5.199655374309116,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,5000,20,3.8691831340471996,3.8086227884054464,condition_only,seed
Qwen3-1.7B,enumeration,query_first,5000,30,-0.7818170965900263,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,10000,1,0.0,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,10000,2,3.504923785783531,3.910975329891665,condition_only,seed
Qwen3-1.7B,enumeration,query_first,10000,3,2.4391094923610828,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,10000,4,6.406705922191587,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,10000,5,5.403891200367837,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,10000,6,5.214925170815642,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,10000,8,5.228073479745221,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,10000,10,4.111407471677583,3.8086227884054464,condition_only,seed
Qwen3-1.7B,enumeration,query_first,10000,20,4.1121400474734076,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_first,10000,30,1.5585418254431143,3.8482674624624083,condition_only,seed
Qwen3-1.7B,enumeration,query_last,2000,1,0.0,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,2000,2,1.1380741735138264,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,2000,3,0.0,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,2000,4,1.7232025384149494,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,2000,5,1.3668009984968523,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,2000,6,2.565165194379757,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,2000,8,1.6756010819589697,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,2000,10,3.3619642036744124,1.1883264420720125,condition_only,seed
Qwen3-1.7B,enumeration,query_last,2000,20,-1.1898662519473775,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,2000,30,-2.329674885704187,1.4696957772175843,condition_only,seed
Qwen3-1.7B,enumeration,query_last,5000,1,0.0,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,5000,2,1.4225927168922832,1.3363927932106157,condition_only,seed
Qwen3-1.7B,enumeration,query_last,5000,3,1.0236555560826326,1.3363927932106157,condition_only,seed
Qwen3-1.7B,enumeration,query_last,5000,4,2.583780706078494,1.3363927932106157,condition_only,seed
Qwen3-1.7B,enumeration,query_last,5000,5,2.3905338352181595,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,5000,6,2.1503042183652648,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,5000,8,1.63248796402182,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,5000,10,2.3051545949878736,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,5000,20,0.003943086567840481,1.384018770333395,condition_only,seed
Qwen3-1.7B,enumeration,query_last,5000,30,-1.2562072771124908,1.3363927932106157,condition_only,seed
Qwen3-1.7B,enumeration,query_last,10000,1,0.0,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,10000,2,0.764152653504012,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,10000,3,-0.1762747174039086,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,10000,4,4.741692594561639,1.1883264420720125,condition_only,seed
Qwen3-1.7B,enumeration,query_last,10000,5,2.764820681482886,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,10000,6,3.5153522619958393,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,10000,8,3.4120184173335146,1.3660637540813043,condition_only,seed
Qwen3-1.7B,enumeration,query_last,10000,10,4.023046009284996,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,10000,20,4.179098565572732,1.3868425909083146,condition_only,seed
Qwen3-1.7B,enumeration,query_last,10000,30,-0.5316497091763369,1.3868425909083146,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,2000,1,0.0,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,2000,2,0.0,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,2000,3,0.0,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,2000,4,-0.1762747174039086,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,2000,5,-0.1762747174039086,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,2000,6,0.0,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,2000,8,-0.7537289074754328,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,2000,10,-0.8286911042860841,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,2000,20,-1.6113229055847178,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,2000,30,-2.226913498065846,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,5000,1,0.0,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,5000,2,0.0,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,5000,3,0.0,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,5000,4,0.0,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,5000,5,0.0,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,5000,6,-0.1762747174039086,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,5000,8,-0.7162387266542306,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,5000,10,-1.0049658216899926,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,5000,20,-1.490301405786616,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,5000,30,-2.4679141822932786,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,10000,1,0.0,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,10000,2,0.0,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,10000,3,0.0,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,10000,4,0.0,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,10000,5,-0.1762747174039086,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,10000,6,-0.1762747174039086,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,10000,8,-0.1762747174039086,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,10000,10,-0.1762747174039086,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,10000,20,-1.6335372066354332,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_first,10000,30,-2.2166533670160726,-0.5394730049105022,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,2000,1,0.22034339675488576,-0.5825284958531802,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,2000,2,0.0,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,2000,3,0.0,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,2000,4,-0.3525494348078172,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,2000,5,-0.1762747174039086,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,2000,6,-0.5288241522117259,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,2000,8,-1.2298705769536995,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,2000,10,-0.6524163868821754,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,2000,20,-2.0874557527237356,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,2000,30,-2.6404674348777077,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,5000,1,0.3525494348078172,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,5000,2,0.0,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,5000,3,-0.22034339675488576,-0.5747429585616095,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,5000,4,0.0,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,5000,5,0.0,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,5000,6,-0.6412765298435793,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,5000,8,-0.3525494348078172,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,5000,10,-1.2851237945595064,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,5000,20,-0.9042215028616157,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,5000,30,-2.019872679318964,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,10000,1,0.3525494348078172,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,10000,2,0.1762747174039086,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,10000,3,0.0,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,10000,4,0.36368929184641335,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,10000,5,0.0,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,10000,6,-0.3525494348078172,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,10000,8,-0.6412765298435793,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,10000,10,-0.2512369142145599,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,10000,20,-2.11304058979436,-0.5833696732345632,condition_only,seed
Qwen3-1.7B,native_thinking,query_last,10000,30,-2.285692919107323,-0.5833696732345632,condition_only,seed
Qwen3-32B,direct,query_first,2000,1,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,2000,2,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,2000,3,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,2000,4,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,2000,5,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,2000,6,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,2000,8,0.6412765298435793,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,2000,10,1.0424560025111949,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,2000,20,1.964917194835176,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,2000,30,0.4189425094522202,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,5000,1,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,5000,2,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,5000,3,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,5000,4,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,5000,5,0.28872709503576205,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,5000,6,0.3525494348078172,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,5000,8,0.9300036248793413,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,5000,10,0.7162387266542306,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,5000,20,1.9002407042065377,0.5140325007361178,condition_only,seed
Qwen3-32B,direct,query_first,5000,30,1.3276653228926807,0.5140325007361178,condition_only,seed
Qwen3-32B,direct,query_first,10000,1,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,10000,2,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,10000,3,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,10000,4,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,10000,5,0.0,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,10000,6,0.4011794726676155,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,10000,8,0.6412765298435793,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,10000,10,0.7537289074754328,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,10000,20,2.312438341272753,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_first,10000,30,2.4875347721324403,0.5246402321128322,condition_only,seed
Qwen3-32B,direct,query_last,2000,1,0.0,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,2000,2,0.0,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,2000,3,0.0,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,2000,4,0.0,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,2000,5,0.0,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,2000,6,0.1762747174039086,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,2000,8,0.9938259646513965,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,2000,10,1.0424560025111949,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,2000,20,1.5535555437937907,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,2000,30,-0.17376057321878852,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,5000,1,0.0,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,5000,2,0.0,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,5000,3,0.1762747174039086,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,5000,4,0.3525494348078172,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,5000,5,0.7050988696156344,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,5000,6,0.8175512472474878,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,5000,8,1.331183097546957,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,5000,10,1.2851237945595064,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,5000,20,2.1386777680539644,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,5000,30,2.8783099234389846,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,10000,1,0.0,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,10000,2,0.0,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,10000,3,0.7050988696156344,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,10000,4,0.1762747174039086,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,10000,5,0.6412765298435793,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,10000,6,1.1351812361064508,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,10000,8,1.7834797650884888,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,10000,10,1.9527890740411664,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,10000,20,2.7474148752027574,0.8519488106066879,condition_only,seed
Qwen3-32B,direct,query_last,10000,30,3.139828743082883,0.8519488106066879,condition_only,seed
Qwen3-32B,enumeration,query_first,2000,1,3.152223977339247,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,2000,2,0.0,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,2000,3,0.0,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,2000,4,2.5458534914750133,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,2000,5,2.6551095918889196,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,2000,6,5.4116754947047,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,2000,8,7.101308250117538,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,2000,10,7.321895778974846,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,2000,20,4.770217736345505,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,2000,30,5.028131744343581,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,5000,1,1.0494103543681157,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,5000,2,1.1380741735138264,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,5000,3,1.2244995237303493,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,5000,4,2.5458534914750133,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,5000,5,1.3495175808838196,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,5000,6,2.6971350099909737,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,5000,8,5.6820853478996565,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,5000,10,7.33104097328741,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,5000,20,3.179451438197706,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,5000,30,1.6801318851317912,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,10000,1,0.0,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,10000,2,2.2547762618256555,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,10000,3,1.2244995237303493,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,10000,4,2.5458534914750133,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,10000,5,2.624748487053208,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,10000,6,4.05982417140944,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,10000,8,7.099759533851878,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,10000,10,7.296188061026578,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,10000,20,6.36391753862589,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_first,10000,30,1.3174420307778643,3.3550208314481296,condition_only,seed
Qwen3-32B,enumeration,query_last,2000,1,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,2000,2,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,2000,3,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,2000,4,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,2000,5,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,2000,6,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,2000,8,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,2000,10,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,2000,20,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,2000,30,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,5000,1,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,5000,2,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,5000,3,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,5000,4,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,5000,5,0.0,-0.01799880030834407,condition_only,seed
Qwen3-32B,enumeration,query_last,5000,6,0.0,-0.01799880030834407,condition_only,seed
