split,seed,gold_count,request_id,states,majority_band,band_purity,upper_states,lower_states,marker_kind,trace_category,output_token_count
confirmation,1256,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1256,4,upper,1.0,4,0,indexed,one_to_one,545
confirmation,1256,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1256,5,lower,1.0,0,5,inline_count,one_to_one,366
confirmation,1256,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1256,2,lower,1.0,0,2,inline_count,partial_unique,251
confirmation,1256,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1256,7,lower,1.0,0,7,inline_count,one_to_one,463
confirmation,1256,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1256,8,upper,1.0,8,0,inline_count,one_to_one,554
confirmation,1256,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1256,9,lower,1.0,0,9,completion_recap,one_to_one,342
confirmation,1256,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1256,10,lower,1.0,0,10,completion_recap,one_to_one,363
confirmation,1257,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1257,1,upper,1.0,1,0,inline_count,one_to_one,356
confirmation,1257,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1257,2,upper,0.5,1,1,inline_count,one_to_one,279
confirmation,1257,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1257,3,upper,1.0,3,0,indexed,one_to_one,352
confirmation,1257,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1257,4,upper,1.0,4,0,indexed,one_to_one,351
confirmation,1257,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1257,5,upper,1.0,5,0,completion_recap,one_to_one,376
confirmation,1257,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1257,6,upper,1.0,6,0,inline_count,one_to_one,479
confirmation,1257,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1257,7,upper,1.0,7,0,indexed,one_to_one,356
confirmation,1257,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1257,8,upper,1.0,8,0,indexed,one_to_one,426
confirmation,1257,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1257,9,upper,1.0,9,0,indexed,one_to_one,395
confirmation,1257,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1257,10,upper,1.0,10,0,indexed,one_to_one,415
confirmation,1258,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1258,1,upper,1.0,1,0,inline_count,one_to_one,329
confirmation,1258,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1258,3,lower,0.6666666666666666,1,2,inline_count,full_coverage_with_duplicates,893
confirmation,1258,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1258,3,lower,1.0,0,3,inline_count,one_to_one,316
confirmation,1258,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1258,4,upper,1.0,4,0,inline_count,one_to_one,379
confirmation,1258,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1258,5,lower,1.0,0,5,inline_count,one_to_one,339
confirmation,1258,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1258,6,lower,1.0,0,6,inline_count,one_to_one,365
confirmation,1258,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1258,7,upper,0.5714285714285714,4,3,inline_count,one_to_one,464
confirmation,1258,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1258,8,upper,1.0,8,0,inline_count,one_to_one,491
confirmation,1258,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1258,9,lower,1.0,0,9,inline_count,one_to_one,479
confirmation,1258,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1258,10,lower,1.0,0,10,ordinal,one_to_one,538
confirmation,1259,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1259,1,upper,1.0,1,0,inline_count,one_to_one,447
confirmation,1259,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1259,2,lower,1.0,0,2,inline_count,one_to_one,464
confirmation,1259,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1259,3,lower,1.0,0,3,inline_count,one_to_one,549
confirmation,1259,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1259,4,upper,0.75,3,1,inline_count,one_to_one,363
confirmation,1259,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1259,5,upper,0.8,4,1,inline_count,one_to_one,357
confirmation,1259,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1259,6,lower,0.8333333333333334,1,5,inline_count,one_to_one,391
confirmation,1259,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1259,7,lower,0.8571428571428571,1,6,inline_count,one_to_one,436
confirmation,1259,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1259,8,upper,1.0,8,0,inline_count,one_to_one,423
confirmation,1259,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1259,9,upper,1.0,9,0,bullet,one_to_one,398
confirmation,1259,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1259,10,upper,1.0,10,0,indexed,one_to_one,429
confirmation,1260,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1260,1,upper,1.0,1,0,inline_count,one_to_one,453
confirmation,1260,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1260,2,upper,1.0,2,0,completion_recap,one_to_one,414
confirmation,1260,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1260,3,lower,1.0,0,3,inline_count,one_to_one,286
confirmation,1260,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1260,4,upper,1.0,4,0,inline_count,one_to_one,423
confirmation,1260,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1260,5,lower,1.0,0,5,inline_count,one_to_one,351
confirmation,1260,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1260,6,upper,0.8333333333333334,5,1,inline_count,one_to_one,404
confirmation,1260,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1260,7,upper,1.0,7,0,indexed,one_to_one,479
confirmation,1260,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1260,8,lower,0.875,1,7,inline_count,one_to_one,412
confirmation,1260,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1260,9,lower,1.0,0,9,inline_count,one_to_one,507
confirmation,1260,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1260,10,lower,1.0,0,10,inline_count,one_to_one,530
confirmation,1261,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1261,1,upper,1.0,1,0,inline_count,one_to_one,362
confirmation,1261,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1261,2,upper,1.0,2,0,inline_count,one_to_one,316
confirmation,1261,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1261,3,upper,1.0,3,0,inline_count,one_to_one,345
confirmation,1261,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1261,4,lower,1.0,0,4,inline_count,one_to_one,417
confirmation,1261,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1261,5,lower,1.0,0,5,inline_count,one_to_one,275
confirmation,1261,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1261,6,lower,1.0,0,6,completion_recap,one_to_one,368
confirmation,1261,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1261,7,upper,1.0,7,0,indexed,one_to_one,363
confirmation,1261,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1261,8,upper,1.0,8,0,evidence_sequence,synthetic_unverified,299
confirmation,1261,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1261,2,lower,1.0,0,2,inline_count,partial_unique,321
confirmation,1261,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1261,10,lower,1.0,0,10,completion_recap,one_to_one,283
confirmation,1262,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1262,2,upper,1.0,2,0,audit_sentence,full_coverage_with_duplicates,395
confirmation,1262,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1262,2,upper,1.0,2,0,inline_count,one_to_one,417
confirmation,1262,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1262,4,upper,1.0,4,0,indexed,full_coverage_with_duplicates,1743
confirmation,1262,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1262,4,lower,1.0,0,4,inline_count,one_to_one,447
confirmation,1262,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,5,upper,1.0,5,0,inline_count,one_to_one,493
confirmation,1262,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,6,upper,1.0,6,0,indexed,one_to_one,613
confirmation,1262,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1262,7,upper,1.0,7,0,indexed,one_to_one,373
confirmation,1262,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1262,8,lower,1.0,0,8,inline_count,one_to_one,489
confirmation,1262,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1262,9,lower,1.0,0,9,inline_count,one_to_one,500
confirmation,1262,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1262,10,upper,1.0,10,0,indexed,one_to_one,448
confirmation,1263,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1263,2,lower,0.5,1,1,audit_sentence,full_coverage_with_duplicates,549
confirmation,1263,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1263,2,upper,0.5,1,1,inline_count,one_to_one,295
confirmation,1263,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1263,3,lower,1.0,0,3,inline_count,one_to_one,308
confirmation,1263,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1263,4,lower,0.75,1,3,inline_count,one_to_one,571
confirmation,1263,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1263,5,lower,1.0,0,5,inline_count,one_to_one,330
confirmation,1263,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1263,6,lower,1.0,0,6,inline_count,one_to_one,460
confirmation,1263,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1263,7,lower,1.0,0,7,inline_count,one_to_one,516
confirmation,1263,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1263,8,lower,1.0,0,8,inline_count,one_to_one,508
confirmation,1263,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1263,9,lower,1.0,0,9,inline_count,one_to_one,532
confirmation,1263,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1263,10,lower,1.0,0,10,inline_count,one_to_one,489
discovery,1234,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1234,1,upper,1.0,1,0,inline_count,one_to_one,519
discovery,1234,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1234,3,upper,1.0,3,0,ordinal,full_coverage_with_duplicates,1025
discovery,1234,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1234,3,lower,1.0,0,3,inline_count,one_to_one,367
discovery,1234,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1234,4,lower,1.0,0,4,inline_count,one_to_one,375
discovery,1234,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1234,5,lower,1.0,0,5,inline_count,one_to_one,332
discovery,1234,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1234,6,lower,1.0,0,6,inline_count,one_to_one,403
discovery,1234,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1234,7,lower,1.0,0,7,inline_count,one_to_one,749
discovery,1234,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1234,9,upper,1.0,9,0,indexed,full_coverage_with_duplicates,2025
discovery,1234,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1234,9,lower,1.0,0,9,inline_count,one_to_one,408
discovery,1234,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1234,10,lower,1.0,0,10,inline_count,one_to_one,455
discovery,1235,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1235,2,upper,1.0,2,0,audit_sentence,full_coverage_with_duplicates,442
discovery,1235,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1235,2,lower,1.0,0,2,inline_count,one_to_one,603
discovery,1235,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1235,3,upper,1.0,3,0,audit_sentence,one_to_one,376
discovery,1235,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1235,4,lower,1.0,0,4,inline_count,one_to_one,555
discovery,1235,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1235,5,upper,1.0,5,0,indexed,one_to_one,461
discovery,1235,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1235,6,upper,1.0,6,0,inline_count,one_to_one,396
discovery,1235,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1235,8,upper,1.0,8,0,indexed,full_coverage_with_duplicates,2010
discovery,1235,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1235,8,lower,1.0,0,8,inline_count,one_to_one,454
discovery,1235,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1235,9,upper,1.0,9,0,indexed,one_to_one,414
discovery,1235,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1235,10,lower,1.0,0,10,inline_count,one_to_one,577
discovery,1236,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1236,1,lower,1.0,0,1,inline_count,one_to_one,494
discovery,1236,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1236,2,lower,1.0,0,2,inline_count,one_to_one,306
discovery,1236,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1236,5,upper,1.0,5,0,indexed,full_coverage_with_duplicates,2238
discovery,1236,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1236,5,upper,1.0,5,0,inline_count,full_coverage_with_duplicates,1831
discovery,1236,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1236,5,upper,1.0,5,0,audit_sentence,one_to_one,320
discovery,1236,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1236,6,lower,1.0,0,6,inline_count,one_to_one,537
discovery,1236,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1236,7,lower,1.0,0,7,inline_count,one_to_one,535
discovery,1236,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1236,8,lower,1.0,0,8,inline_count,one_to_one,466
discovery,1236,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1236,9,upper,1.0,9,0,indexed,one_to_one,456
discovery,1236,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1236,10,lower,1.0,0,10,inline_count,one_to_one,552
discovery,1237,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1237,1,upper,1.0,1,0,inline_count,one_to_one,415
discovery,1237,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1237,2,lower,1.0,0,2,inline_count,one_to_one,377
discovery,1237,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1237,3,lower,0.6666666666666666,1,2,inline_count,one_to_one,792
discovery,1237,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1237,4,upper,1.0,4,0,completion_recap,one_to_one,470
discovery,1237,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1237,6,upper,1.0,6,0,indexed,full_coverage_with_duplicates,1177
discovery,1237,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1237,6,upper,1.0,6,0,inline_count,one_to_one,387
discovery,1237,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1237,7,upper,1.0,7,0,indexed,one_to_one,569
discovery,1237,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1237,8,lower,1.0,0,8,inline_count,one_to_one,462
discovery,1237,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1237,9,lower,1.0,0,9,inline_count,one_to_one,512
discovery,1237,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1237,10,lower,1.0,0,10,inline_count,one_to_one,548
discovery,1238,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1238,1,upper,1.0,1,0,inline_count,one_to_one,451
discovery,1238,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1238,2,lower,1.0,0,2,inline_count,one_to_one,429
discovery,1238,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1238,3,upper,1.0,3,0,completion_recap,one_to_one,918
discovery,1238,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1238,4,upper,1.0,4,0,inline_count,one_to_one,622
discovery,1238,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1238,5,lower,1.0,0,5,inline_count,one_to_one,425
discovery,1238,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1238,6,lower,1.0,0,6,inline_count,one_to_one,332
discovery,1238,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1238,7,lower,1.0,0,7,inline_count,one_to_one,469
discovery,1238,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1238,8,upper,1.0,8,0,indexed,one_to_one,458
discovery,1238,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1238,9,upper,1.0,9,0,indexed,one_to_one,481
discovery,1238,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1238,10,upper,1.0,10,0,completion_recap,one_to_one,429
discovery,1239,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1239,1,upper,1.0,1,0,inline_count,one_to_one,345
discovery,1239,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1239,2,upper,0.5,1,1,inline_count,one_to_one,301
discovery,1239,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1239,3,lower,0.6666666666666666,1,2,inline_count,one_to_one,449
discovery,1239,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1239,4,lower,1.0,0,4,inline_count,one_to_one,274
discovery,1239,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1239,5,lower,1.0,0,5,inline_count,one_to_one,295
discovery,1239,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1239,6,upper,1.0,6,0,inline_count,one_to_one,364
discovery,1239,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1239,7,lower,1.0,0,7,completion_recap,one_to_one,344
discovery,1239,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1239,8,upper,1.0,8,0,indexed,one_to_one,408
discovery,1239,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1239,9,lower,1.0,0,9,inline_count,one_to_one,485
discovery,1239,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1239,10,lower,1.0,0,10,inline_count,one_to_one,485
discovery,1240,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1240,1,upper,1.0,1,0,inline_count,one_to_one,635
discovery,1240,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1240,2,upper,1.0,2,0,inline_count,one_to_one,455
discovery,1240,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1240,3,lower,1.0,0,3,inline_count,one_to_one,354
discovery,1240,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1240,4,lower,1.0,0,4,inline_count,one_to_one,578
discovery,1240,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1240,5,lower,1.0,0,5,inline_count,one_to_one,362
discovery,1240,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1240,6,lower,1.0,0,6,inline_count,one_to_one,584
discovery,1240,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1240,7,upper,1.0,7,0,inline_count,one_to_one,965
discovery,1240,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1240,8,upper,1.0,8,0,indexed,one_to_one,378
discovery,1240,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1240,9,upper,1.0,9,0,indexed,one_to_one,460
discovery,1240,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1240,10,lower,1.0,0,10,inline_count,one_to_one,477
discovery,1241,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1241,1,upper,1.0,1,0,inline_count,one_to_one,367
discovery,1241,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1241,3,lower,0.6666666666666666,1,2,inline_count,full_coverage_with_duplicates,1529
discovery,1241,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1241,3,lower,1.0,0,3,inline_count,one_to_one,463
discovery,1241,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1241,4,lower,1.0,0,4,inline_count,one_to_one,343
discovery,1241,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1241,5,lower,1.0,0,5,inline_count,one_to_one,425
discovery,1241,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1241,6,upper,1.0,6,0,completion_recap,one_to_one,336
discovery,1241,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1241,7,lower,1.0,0,7,completion_recap,one_to_one,306
discovery,1241,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1241,8,lower,1.0,0,8,inline_count,one_to_one,326
discovery,1241,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1241,9,upper,1.0,9,0,indexed,one_to_one,333
discovery,1241,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1241,10,upper,1.0,10,0,indexed,one_to_one,374
discovery,1242,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1242,1,upper,1.0,1,0,audit_sentence,one_to_one,317
discovery,1242,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1242,2,lower,1.0,0,2,inline_count,one_to_one,318
discovery,1242,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1242,3,lower,1.0,0,3,inline_count,one_to_one,369
discovery,1242,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1242,4,upper,0.75,3,1,inline_count,one_to_one,368
discovery,1242,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1242,5,upper,1.0,5,0,inline_count,one_to_one,790
discovery,1242,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1242,6,upper,0.5,3,3,inline_count,one_to_one,644
discovery,1242,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1242,7,lower,1.0,0,7,inline_count,one_to_one,682
discovery,1242,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1242,8,upper,1.0,8,0,completion_recap,one_to_one,453
discovery,1242,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1242,8,lower,1.0,0,8,ordinal,partial_unique,321
discovery,1242,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1242,10,upper,1.0,10,0,indexed,one_to_one,570
discovery,1243,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1243,1,upper,1.0,1,0,inline_count,one_to_one,328
discovery,1243,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1243,2,lower,1.0,0,2,indexed,one_to_one,433
discovery,1243,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1243,3,lower,1.0,0,3,audit_sentence,one_to_one,405
discovery,1243,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1243,4,upper,1.0,4,0,inline_count,one_to_one,342
discovery,1243,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1243,5,upper,1.0,5,0,inline_count,one_to_one,331
