split,seed,gold_count,request_id,states,majority_band,band_purity,upper_states,lower_states,marker_kind,trace_category,output_token_count
confirmation,1257,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1257,1,upper,1.0,1,0,inline_count,one_to_one,356
confirmation,1257,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1257,2,upper,1.0,2,0,inline_count,one_to_one,279
confirmation,1257,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1257,3,lower,1.0,0,3,indexed,one_to_one,352
confirmation,1257,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1257,4,lower,1.0,0,4,indexed,one_to_one,351
confirmation,1257,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1257,5,lower,1.0,0,5,completion_recap,one_to_one,376
confirmation,1257,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1257,6,upper,1.0,6,0,inline_count,one_to_one,479
confirmation,1257,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1257,7,lower,1.0,0,7,indexed,one_to_one,356
confirmation,1257,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1257,8,lower,1.0,0,8,indexed,one_to_one,426
confirmation,1257,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1257,9,lower,1.0,0,9,indexed,one_to_one,395
confirmation,1257,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1257,10,lower,1.0,0,10,indexed,one_to_one,415
confirmation,1258,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1258,1,upper,1.0,1,0,inline_count,one_to_one,329
confirmation,1258,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1258,3,upper,1.0,3,0,inline_count,full_coverage_with_duplicates,893
confirmation,1258,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1258,3,upper,1.0,3,0,inline_count,one_to_one,316
confirmation,1258,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1258,4,upper,1.0,4,0,inline_count,one_to_one,379
confirmation,1258,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1258,5,upper,1.0,5,0,inline_count,one_to_one,339
confirmation,1258,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1258,6,upper,1.0,6,0,inline_count,one_to_one,365
confirmation,1258,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1258,7,upper,0.7142857142857143,5,2,inline_count,one_to_one,464
confirmation,1258,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1258,8,upper,1.0,8,0,inline_count,one_to_one,491
confirmation,1258,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1258,9,upper,1.0,9,0,inline_count,one_to_one,479
confirmation,1258,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1258,10,upper,1.0,10,0,ordinal,one_to_one,538
confirmation,1259,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1259,1,upper,1.0,1,0,inline_count,one_to_one,447
confirmation,1259,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1259,2,upper,1.0,2,0,inline_count,one_to_one,464
confirmation,1259,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1259,3,upper,1.0,3,0,inline_count,one_to_one,549
confirmation,1259,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1259,4,upper,1.0,4,0,inline_count,one_to_one,363
confirmation,1259,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1259,5,upper,1.0,5,0,inline_count,one_to_one,357
confirmation,1259,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1259,6,upper,1.0,6,0,inline_count,one_to_one,391
confirmation,1259,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1259,7,upper,1.0,7,0,inline_count,one_to_one,436
confirmation,1259,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1259,8,lower,0.875,1,7,inline_count,one_to_one,423
confirmation,1259,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1259,9,lower,1.0,0,9,bullet,one_to_one,398
confirmation,1259,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1259,10,lower,1.0,0,10,indexed,one_to_one,429
confirmation,1260,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1260,1,upper,1.0,1,0,inline_count,one_to_one,453
confirmation,1260,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1260,2,lower,1.0,0,2,completion_recap,one_to_one,414
confirmation,1260,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1260,3,upper,1.0,3,0,inline_count,one_to_one,286
confirmation,1260,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1260,4,upper,1.0,4,0,inline_count,one_to_one,423
confirmation,1260,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1260,5,upper,1.0,5,0,inline_count,one_to_one,351
confirmation,1260,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1260,6,upper,1.0,6,0,inline_count,one_to_one,404
confirmation,1260,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1260,7,lower,1.0,0,7,indexed,one_to_one,479
confirmation,1260,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1260,8,upper,1.0,8,0,inline_count,one_to_one,412
confirmation,1260,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1260,9,upper,1.0,9,0,inline_count,one_to_one,507
confirmation,1260,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1260,10,upper,1.0,10,0,inline_count,one_to_one,530
confirmation,1261,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1261,1,upper,1.0,1,0,inline_count,one_to_one,362
confirmation,1261,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1261,2,upper,1.0,2,0,inline_count,one_to_one,316
confirmation,1261,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1261,3,upper,1.0,3,0,inline_count,one_to_one,345
confirmation,1261,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1261,4,upper,1.0,4,0,inline_count,one_to_one,417
confirmation,1261,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1261,5,upper,1.0,5,0,inline_count,one_to_one,275
confirmation,1261,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1261,6,lower,1.0,0,6,completion_recap,one_to_one,368
confirmation,1261,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1261,7,lower,1.0,0,7,indexed,one_to_one,363
confirmation,1261,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1261,8,upper,1.0,8,0,evidence_sequence,synthetic_unverified,299
confirmation,1261,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1261,2,upper,1.0,2,0,inline_count,partial_unique,321
confirmation,1261,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1261,10,lower,1.0,0,10,completion_recap,one_to_one,283
confirmation,1262,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1262,2,upper,1.0,2,0,audit_sentence,full_coverage_with_duplicates,395
confirmation,1262,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1262,2,upper,1.0,2,0,inline_count,one_to_one,417
confirmation,1262,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1262,4,lower,0.75,1,3,indexed,full_coverage_with_duplicates,1743
confirmation,1262,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1262,4,upper,1.0,4,0,inline_count,one_to_one,447
confirmation,1262,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,5,upper,1.0,5,0,inline_count,one_to_one,493
confirmation,1262,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,6,lower,1.0,0,6,indexed,one_to_one,613
confirmation,1262,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1262,7,lower,1.0,0,7,indexed,one_to_one,373
confirmation,1262,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1262,8,upper,1.0,8,0,inline_count,one_to_one,489
confirmation,1262,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1262,9,upper,1.0,9,0,inline_count,one_to_one,500
confirmation,1262,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1262,10,lower,1.0,0,10,indexed,one_to_one,448
confirmation,1263,1,Qwen3-8B/native_thinking/v5/V4_4_T10000_N1_seed1263,2,upper,1.0,2,0,audit_sentence,full_coverage_with_duplicates,549
confirmation,1263,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1263,2,upper,1.0,2,0,inline_count,one_to_one,295
confirmation,1263,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1263,3,upper,1.0,3,0,inline_count,one_to_one,308
confirmation,1263,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1263,4,upper,1.0,4,0,inline_count,one_to_one,571
confirmation,1263,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1263,5,upper,1.0,5,0,inline_count,one_to_one,330
confirmation,1263,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1263,6,upper,1.0,6,0,inline_count,one_to_one,460
confirmation,1263,7,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1263,7,upper,1.0,7,0,inline_count,one_to_one,516
confirmation,1263,8,Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1263,8,upper,1.0,8,0,inline_count,one_to_one,508
confirmation,1263,9,Qwen3-8B/native_thinking/v5/V4_4_T10000_N9_seed1263,9,upper,1.0,9,0,inline_count,one_to_one,532
confirmation,1263,10,Qwen3-8B/native_thinking/v5/V4_4_T10000_N10_seed1263,10,upper,1.0,10,0,inline_count,one_to_one,489
