model_label,query_variant,response_type,bank_size,metric,primary_endpoint,seed_clusters,effect,ci95_low,ci95_high,sign_flip_p,sign_flip_method,sign_flip_assignments,holm_p_within_model,holm_p_pooled_primary_family
Gemma4-E4B,response_reference_pre_reference_d1,pooled_cross_response_types,4,token_accuracy_specificity,False,21,0.04123592357629511,-0.0030514915266079737,0.08772188265603703,0.09833190166809833,deterministic_monte_carlo,1000000,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,pooled_cross_response_types,8,all_accuracy_damage_specificity,True,21,0.21920774157616266,0.11503045808966862,0.32524418685602896,0.000936999063000937,deterministic_monte_carlo,1000000,0.05903094096905903,0.006558993441006559
Gemma4-E4B,response_reference_pre_reference_d1,pooled_cross_response_types,8,clean_correct_to_wrong_specificity,True,21,0.2252747609765154,0.12134050403787251,0.32730243432655703,0.000602999397000603,deterministic_monte_carlo,1000000,0.03859196140803859,0.004823995176004824
Gemma4-E4B,response_reference_pre_reference_d1,pooled_cross_response_types,8,token_accuracy_specificity,False,21,0.21219804388970445,0.1094587754907178,0.3156283362834288,0.00093999906000094,deterministic_monte_carlo,1000000,0.05903094096905903,
Gemma4-E4B,response_reference_pre_reference_d1,pooled_cross_response_types,16,all_accuracy_damage_specificity,True,21,0.3360214911175647,0.23960516922818514,0.43919232605322833,3.999996000004e-06,deterministic_monte_carlo,1000000,0.000271999728000272,3.5999964000036005e-05
Gemma4-E4B,response_reference_pre_reference_d1,pooled_cross_response_types,16,clean_correct_to_wrong_specificity,True,21,0.33124782856612434,0.23623897707231042,0.4368046869820053,2.999997000003e-06,deterministic_monte_carlo,1000000,0.000212999787000213,3.5999964000036e-05
Gemma4-E4B,response_reference_pre_reference_d1,pooled_cross_response_types,16,token_accuracy_specificity,False,21,0.24908867969281995,0.12660871691391615,0.37503040636169455,0.000977999022000978,deterministic_monte_carlo,1000000,0.059657940342059665,
Gemma4-E4B,response_reference_pre_reference_d1,pooled_cross_response_types,32,all_accuracy_damage_specificity,True,21,0.8694706342576016,0.7756050509872565,0.9460333704631949,2.999997000003e-06,deterministic_monte_carlo,1000000,0.000212999787000213,3.5999964000036e-05
Gemma4-E4B,response_reference_pre_reference_d1,pooled_cross_response_types,32,clean_correct_to_wrong_specificity,True,21,0.8701408282611289,0.777136104149262,0.9473926681783823,2.999997000003e-06,deterministic_monte_carlo,1000000,0.000212999787000213,3.5999964000036e-05
Gemma4-E4B,response_reference_pre_reference_d1,pooled_cross_response_types,32,token_accuracy_specificity,False,21,0.7701569564448081,0.6940825045840169,0.84226075043781,1.999998000002e-06,deterministic_monte_carlo,1000000,0.00014399985600014402,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,1,all_accuracy_damage_specificity,True,19,0.0009746588693957117,0.0,0.002923976608187135,1.0,exact_enumeration,524288,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,1,clean_correct_to_wrong_specificity,True,19,0.0009746588693957117,0.0,0.002923976608187135,1.0,exact_enumeration,524288,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,1,token_accuracy_specificity,False,19,0.000925925925925926,0.0,0.0027777777777777783,1.0,exact_enumeration,524288,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,2,all_accuracy_damage_specificity,True,19,0.003199519266001261,-0.035095450614841185,0.042851280247402125,0.875,exact_enumeration,524288,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,2,clean_correct_to_wrong_specificity,True,19,0.003004587492122118,-0.0346986252180158,0.04262564305500592,0.875,exact_enumeration,524288,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,2,token_accuracy_specificity,False,19,0.003598379664861655,-0.0347109228875157,0.042287375546378306,0.859375,exact_enumeration,524288,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,4,all_accuracy_damage_specificity,True,19,0.03842647554558912,-0.01941318940626419,0.09840405106333083,0.2236328125,exact_enumeration,524288,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,4,clean_correct_to_wrong_specificity,True,19,0.03979099796274312,-0.0165414266660804,0.09746002432983042,0.197021484375,exact_enumeration,524288,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,4,token_accuracy_specificity,False,19,0.038551015290011904,-0.0169268308566939,0.09656680500170804,0.21728515625,exact_enumeration,524288,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,8,all_accuracy_damage_specificity,True,19,0.24698881707191964,0.11500025648917618,0.378383348722684,0.00286865234375,exact_enumeration,524288,0.167449951171875,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,8,clean_correct_to_wrong_specificity,True,19,0.2545521698984303,0.12203755001538934,0.3787442289935365,0.001983642578125,exact_enumeration,524288,0.1190185546875,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,8,token_accuracy_specificity,False,19,0.24290611620804986,0.11322721390388094,0.3670223050818024,0.002838134765625,exact_enumeration,524288,0.167449951171875,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,16,all_accuracy_damage_specificity,True,19,0.27021843106792326,0.09030855647891661,0.41239630509021086,0.005336761474609375,exact_enumeration,524288,0.3041954040527344,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,16,clean_correct_to_wrong_specificity,True,19,0.2637596916267277,0.08242301660584209,0.4111211508302921,0.006069183349609375,exact_enumeration,524288,0.339874267578125,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,16,token_accuracy_specificity,False,19,0.18966209999826023,0.014493812070654427,0.3427499286750141,0.04163360595703125,exact_enumeration,524288,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,32,all_accuracy_damage_specificity,True,19,0.857198551935394,0.7290413533834587,0.955639097744361,7.62939453125e-06,exact_enumeration,524288,0.00051116943359375,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,32,clean_correct_to_wrong_specificity,True,19,0.8586800334168754,0.731937343358396,0.9568421052631578,7.62939453125e-06,exact_enumeration,524288,0.00051116943359375,
Gemma4-E4B,response_reference_pre_reference_d1,record_template,32,token_accuracy_specificity,False,19,0.7398580960756622,0.6214670537505751,0.8377226103053281,7.62939453125e-06,exact_enumeration,524288,0.00051116943359375,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,1,all_accuracy_damage_specificity,True,8,0.0,0.0,0.0,1.0,exact_enumeration,256,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,1,clean_correct_to_wrong_specificity,True,8,0.0,0.0,0.0,1.0,exact_enumeration,256,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,1,token_accuracy_specificity,False,8,0.0,0.0,0.0,1.0,exact_enumeration,256,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,2,all_accuracy_damage_specificity,True,8,0.019736842105263157,0.0,0.05921052631578947,1.0,exact_enumeration,256,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,2,clean_correct_to_wrong_specificity,True,8,0.019736842105263157,0.0,0.05921052631578947,1.0,exact_enumeration,256,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,2,token_accuracy_specificity,False,8,0.01953125,0.0,0.05859375,1.0,exact_enumeration,256,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,4,all_accuracy_damage_specificity,True,8,0.05025584795321637,0.0,0.11787280701754387,0.5,exact_enumeration,256,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,4,clean_correct_to_wrong_specificity,True,8,0.05025584795321637,0.0,0.11787280701754387,0.5,exact_enumeration,256,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,4,token_accuracy_specificity,False,8,0.05013705247151767,0.0,0.11751642057244774,0.5,exact_enumeration,256,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,8,all_accuracy_damage_specificity,True,8,0.1390960038986355,0.0009143518518518706,0.2930190058479531,0.125,exact_enumeration,256,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,8,clean_correct_to_wrong_specificity,True,8,0.1390960038986355,-0.0027777777777777714,0.2918737816764133,0.125,exact_enumeration,256,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,8,token_accuracy_specificity,False,8,0.13407865142178244,0.001339107925129433,0.287632075045041,0.15625,exact_enumeration,256,1.0,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,16,all_accuracy_damage_specificity,True,8,0.4441520467836257,0.2441520467836257,0.6585038986354776,0.0078125,exact_enumeration,256,0.4296875,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,16,clean_correct_to_wrong_specificity,True,8,0.4441520467836257,0.24044834307992202,0.6552631578947368,0.0078125,exact_enumeration,256,0.4296875,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,16,token_accuracy_specificity,False,8,0.33698166799321494,0.20497696063074353,0.48196738870926226,0.0078125,exact_enumeration,256,0.4296875,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,32,all_accuracy_damage_specificity,True,8,0.8108187134502924,0.6708333333333334,0.9358187134502924,0.0078125,exact_enumeration,256,0.4296875,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,32,clean_correct_to_wrong_specificity,True,8,0.8108187134502924,0.6691520467836257,0.9375,0.0078125,exact_enumeration,256,0.4296875,
Gemma4-E4B,response_reference_pre_reference_d1,semantic_cue,32,token_accuracy_specificity,False,8,0.8044685188275604,0.6869225577836675,0.9095869436141145,0.0078125,exact_enumeration,256,0.4296875,
