model_label,role,layer,algorithm,rows,seeds,count_classes,count_class_count,accuracy,accuracy_ci95_low,accuracy_ci95_high,seed_accuracy_sd,chance_accuracy,balanced_accuracy,count_mae,signed_error,pca_components
Qwen3-8B,answer_query,2,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.14,0.10011607142857143,0.2234523809523809,0.14348213327214498,0.125,0.09573412698412698,2.57,0.33,32
Qwen3-8B,answer_query,3,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.22,0.15630952380952384,0.26309821428571417,0.12678908240316605,0.125,0.18422619047619046,1.74,0.26,32
Qwen3-8B,answer_query,3,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.18,0.11475892857142857,0.22297619047619044,0.12609533226946032,0.125,0.1480406746031746,1.98,0.62,32
Qwen3-8B,answer_query,3,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.22,0.145,0.2866666666666667,0.1661590910465478,0.125,0.18578869047619045,2.01,0.59,32
Qwen3-8B,answer_query,3,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.16,0.11755803571428572,0.23095238095238094,0.1334303459056351,0.125,0.1136656746031746,2.16,0.38,32
Qwen3-8B,answer_query,3,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.19,0.1319047619047619,0.2771428571428572,0.17039492749605606,0.125,0.15696924603174606,1.99,0.53,32
Qwen3-8B,answer_query,3,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.15,0.09464285714285714,0.20226190476190475,0.12649185826630113,0.125,0.1169642857142857,2.29,0.39,32
Qwen3-8B,answer_query,4,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.26,0.21725892857142862,0.35815773809523804,0.16505137180516097,0.125,0.2003968253968254,1.38,-0.22,32
Qwen3-8B,answer_query,4,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.2,0.1217797619047619,0.2664315476190476,0.16976251111541804,0.125,0.15699404761904762,1.82,0.5,32
Qwen3-8B,answer_query,4,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.2,0.1435714285714286,0.26857142857142857,0.1467137634729939,0.125,0.1554315476190476,2.36,0.96,32
Qwen3-8B,answer_query,4,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.17,0.13184374999999998,0.24101190476190473,0.1280018916897973,0.125,0.1347718253968254,2.06,0.6,32
Qwen3-8B,answer_query,4,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.19,0.12047619047619047,0.25476488095238087,0.15815968392358695,0.125,0.1523065476190476,2.08,0.84,32
Qwen3-8B,answer_query,4,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.17,0.1363690476190476,0.27589434523809525,0.1640023686186251,0.125,0.12271825396825398,2.02,0.0,32
Qwen3-8B,answer_query,5,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.2,0.1293452380952381,0.26369047619047625,0.15671377347493676,0.125,0.14285714285714285,1.71,-0.23,32
Qwen3-8B,answer_query,5,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.23,0.15553571428571428,0.2773809523809524,0.14365912887701507,0.125,0.18705357142857143,1.51,0.05,32
Qwen3-8B,answer_query,5,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.19,0.11047619047619048,0.2419047619047619,0.15530634906503882,0.125,0.1408234126984127,2.14,0.48,32
Qwen3-8B,answer_query,5,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.15,0.10809523809523809,0.21393005952380947,0.1234459882384733,0.125,0.13598710317460316,2.23,0.99,32
Qwen3-8B,answer_query,5,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.15,0.07487797619047618,0.1976190476190476,0.1477147574562354,0.125,0.13090277777777776,1.76,0.52,32
Qwen3-8B,answer_query,5,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.16,0.10541666666666667,0.24095238095238095,0.15974317903995508,0.125,0.11542658730158728,2.04,0.26,32
Qwen3-8B,answer_query,6,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.25,0.20404613095238094,0.3412514880952381,0.16016744197902338,0.125,0.19005456349206346,1.61,-0.09,32
Qwen3-8B,answer_query,6,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.22,0.1819032738095238,0.3169092261904761,0.15489741272079907,0.125,0.16994047619047617,1.76,0.22,32
Qwen3-8B,answer_query,6,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.19,0.1473809523809524,0.2610714285714285,0.13187592991263053,0.125,0.1540426587301587,1.91,0.53,32
Qwen3-8B,answer_query,6,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.19,0.14261904761904762,0.2701220238095238,0.14916978946499893,0.125,0.16237599206349207,2.15,1.03,32
Qwen3-8B,answer_query,6,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.21,0.1464241071428571,0.2969047619047619,0.17657880518923422,0.125,0.1590029761904762,1.6,0.4,32
Qwen3-8B,answer_query,6,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.21,0.1482142857142857,0.34773809523809524,0.23450358041580405,0.125,0.17356150793650793,1.81,-0.01,32
Qwen3-8B,answer_query,7,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.31,0.2645238095238095,0.3926190476190476,0.15014309719728958,0.125,0.25597718253968255,1.4,-0.04,32
Qwen3-8B,answer_query,7,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.2,0.15553571428571428,0.27268154761904756,0.1385888437626465,0.125,0.17249503968253968,1.7,0.0,32
Qwen3-8B,answer_query,7,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.21,0.14559375000000002,0.26999999999999996,0.1461447495898396,0.125,0.1736111111111111,1.83,0.31,32
Qwen3-8B,answer_query,7,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.17,0.11428571428571428,0.24988690476190473,0.15844428622305917,0.125,0.13658234126984126,2.09,0.81,32
Qwen3-8B,answer_query,7,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.24,0.1801160714285714,0.3152991071428572,0.1588832738427982,0.125,0.21398809523809523,1.47,0.21,32
Qwen3-8B,answer_query,7,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.16,0.10184523809523809,0.23214583333333327,0.15241975295095067,0.125,0.12889384920634922,1.77,-0.31,32
Qwen3-8B,answer_query,8,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.35,0.28588988095238094,0.44297619047619047,0.18250041689302962,0.125,0.27527281746031745,1.26,-0.02,32
Qwen3-8B,answer_query,8,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.29,0.23630654761904762,0.4229821428571428,0.2176925213791759,0.125,0.20818452380952382,1.64,-0.2,32
Qwen3-8B,answer_query,8,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.27,0.20458035714285716,0.3587514880952381,0.18410550654523963,0.125,0.22934027777777777,1.69,0.29,32
Qwen3-8B,answer_query,8,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.26,0.1973794642857143,0.39571726190476186,0.23226067796024896,0.125,0.19751984126984126,1.72,0.44,32
Qwen3-8B,answer_query,8,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.27,0.19958035714285713,0.3733363095238095,0.20193533241102654,0.125,0.2214781746031746,1.84,0.6,32
Qwen3-8B,answer_query,8,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.3,0.2394047619047619,0.4367336309523808,0.22983298308419245,0.125,0.2339781746031746,1.53,-0.25,32
Qwen3-8B,answer_query,9,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.38,0.32303571428571426,0.5007738095238096,0.20647613838273535,0.125,0.3046130952380952,1.08,-0.06,32
Qwen3-8B,answer_query,9,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.31,0.2743422619047619,0.39654761904761904,0.1442979116534768,0.125,0.22775297619047621,1.43,-0.11,32
Qwen3-8B,answer_query,9,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.23,0.17279315476190474,0.3163690476190476,0.1696279508026891,0.125,0.19102182539682538,1.74,0.3,32
Qwen3-8B,answer_query,9,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.27,0.20690476190476187,0.35928571428571426,0.1786104802745956,0.125,0.20620039682539681,1.57,0.31,32
Qwen3-8B,answer_query,9,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.28,0.22154761904761902,0.3575,0.15881693534425811,0.125,0.2252232142857143,1.77,0.81,32
Qwen3-8B,answer_query,9,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.29,0.22451785714285713,0.3483333333333333,0.14524138210669194,0.125,0.21994047619047621,1.45,-0.09,32
Qwen3-8B,answer_query,10,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.34,0.30023809523809525,0.4261904761904762,0.14875357344160903,0.125,0.26006944444444446,1.16,-0.12,32
Qwen3-8B,answer_query,10,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.28,0.23815476190476187,0.36702380952380953,0.15019742497708072,0.125,0.20406746031746031,1.54,-0.28,32
Qwen3-8B,answer_query,10,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.25,0.20142857142857143,0.3266696428571428,0.14952664301387536,0.125,0.181547619047619,1.63,0.27,32
Qwen3-8B,answer_query,10,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.24,0.1861875,0.3142857142857143,0.1516910978382866,0.125,0.18226686507936507,1.6,0.2,32
Qwen3-8B,answer_query,10,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.28,0.23142857142857146,0.35404761904761906,0.14393826500190268,0.125,0.22487599206349207,1.79,0.69,32
Qwen3-8B,answer_query,10,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.33,0.285891369047619,0.40059523809523806,0.13171257759617447,0.125,0.2588293650793651,1.44,-0.14,32
Qwen3-8B,answer_query,11,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.31,0.2796428571428572,0.38393452380952375,0.12197864253627454,0.125,0.24729662698412697,1.16,-0.1,32
Qwen3-8B,answer_query,11,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.29,0.25642857142857145,0.37148809523809523,0.13485021228368094,0.125,0.21835317460317458,1.49,-0.07,32
Qwen3-8B,answer_query,11,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.28,0.24130952380952383,0.3767872023809524,0.16156831242142958,0.125,0.20595238095238094,1.64,-0.28,32
Qwen3-8B,answer_query,11,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.26,0.19219642857142855,0.3542261904761904,0.1904304750121232,0.125,0.18554067460317458,1.51,0.13,32
Qwen3-8B,answer_query,11,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.25,0.22041666666666665,0.325360119047619,0.12318225704576583,0.125,0.19171626984126983,1.69,0.35,32
Qwen3-8B,answer_query,11,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.25,0.20053571428571426,0.3570833333333333,0.18199609752481463,0.125,0.1993799603174603,1.63,-0.03,32
Qwen3-8B,answer_query,12,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.32,0.28690476190476194,0.3810714285714286,0.10948695849478692,0.125,0.26026785714285716,1.21,0.05,32
Qwen3-8B,answer_query,12,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.33,0.284702380952381,0.4255372023809524,0.16395906422159917,0.125,0.2579365079365079,1.41,0.03,32
Qwen3-8B,answer_query,12,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.27,0.23226190476190484,0.4289285714285714,0.23040800731076083,0.125,0.18866567460317457,1.42,0.04,32
Qwen3-8B,answer_query,12,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.3,0.2425580357142857,0.39315773809523796,0.17727738099214277,0.125,0.23797123015873017,1.37,0.23,32
Qwen3-8B,answer_query,12,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.29,0.2436309523809524,0.38458630952380946,0.16645003599469468,0.125,0.21765873015873016,1.55,0.25,32
Qwen3-8B,answer_query,12,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.28,0.22083035714285718,0.3575,0.15935421913455947,0.125,0.21969246031746031,1.55,0.21,32
Qwen3-8B,answer_query,13,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.36,0.30827232142857147,0.48011904761904756,0.20262232215678896,0.125,0.3065972222222222,1.15,0.23,32
Qwen3-8B,answer_query,13,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.35,0.30416369047619046,0.45273809523809516,0.1738689087276007,0.125,0.2952628968253968,1.22,-0.16,32
Qwen3-8B,answer_query,13,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.29,0.24285714285714288,0.38630952380952377,0.16547240398833998,0.125,0.2385168650793651,1.59,0.35,32
Qwen3-8B,answer_query,13,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.24,0.19844494047619046,0.33512053571428574,0.1600333551243524,0.125,0.1818204365079365,1.55,0.23,32
Qwen3-8B,answer_query,13,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.32,0.27160416666666665,0.4258943452380952,0.1784867280325932,0.125,0.26123511904761904,1.4,0.24,32
Qwen3-8B,answer_query,13,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.24,0.17922619047619048,0.30797619047619046,0.1511508912519016,0.125,0.18070436507936508,1.49,-0.13,32
Qwen3-8B,answer_query,14,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.37,0.31428422619047613,0.49863244047619043,0.21915399883614223,0.125,0.30037202380952377,1.06,0.02,32
Qwen3-8B,answer_query,14,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.32,0.2768988095238095,0.4242886904761904,0.17399379115447058,0.125,0.23782242063492062,1.4,-0.18,32
Qwen3-8B,answer_query,14,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.3,0.25345238095238093,0.406907738095238,0.18022512269442567,0.125,0.231969246031746,1.55,0.31,32
Qwen3-8B,answer_query,14,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.31,0.2538095238095238,0.4508333333333333,0.23287346472464554,0.125,0.24828869047619048,1.31,0.15,32
Qwen3-8B,answer_query,14,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.28,0.2052351190476191,0.3533363095238095,0.17286107827082525,0.125,0.22619047619047622,1.49,0.27,32
Qwen3-8B,answer_query,14,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.33,0.2682738095238095,0.42654910714285715,0.1838829420004858,0.125,0.27296626984126987,1.33,-0.11,32
Qwen3-8B,answer_query,15,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.38,0.34428422619047616,0.46499999999999997,0.14018143484775597,0.125,0.3043650793650794,1.11,0.01,32
Qwen3-8B,answer_query,15,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.38,0.3316651785714286,0.4632202380952381,0.1527547083560156,0.125,0.2932787698412698,1.28,0.04,32
Qwen3-8B,answer_query,15,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.31,0.2653541666666666,0.4458333333333333,0.21265461088406762,0.125,0.24308035714285714,1.6,0.58,32
Qwen3-8B,answer_query,15,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.31,0.2667857142857143,0.4485714285714285,0.21375940483242922,0.125,0.2447420634920635,1.36,0.2,32
Qwen3-8B,answer_query,15,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.3,0.23857142857142857,0.39280059523809513,0.18192911558359284,0.125,0.2399801587301587,1.69,0.57,32
Qwen3-8B,answer_query,15,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.31,0.2675580357142857,0.378453869047619,0.12902678287614347,0.125,0.25540674603174607,1.39,-0.07,32
Qwen3-8B,answer_query,16,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.35,0.30178273809523815,0.4464895833333333,0.16894030755037892,0.125,0.2954117063492063,1.29,0.13,32
Qwen3-8B,answer_query,16,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.31,0.24309523809523811,0.3875,0.16926513372072716,0.125,0.24052579365079363,1.37,-0.05,32
Qwen3-8B,answer_query,16,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.28,0.22136904761904766,0.3705357142857143,0.17689964093621216,0.125,0.2462797619047619,1.86,0.38,32
Qwen3-8B,answer_query,16,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.3,0.26273511904761904,0.3711904761904762,0.12689950416302115,0.125,0.23978174603174604,1.39,0.01,32
Qwen3-8B,answer_query,16,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.3,0.2528571428571429,0.414407738095238,0.1904054928322192,0.125,0.23514384920634918,1.62,0.34,32
Qwen3-8B,answer_query,16,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.26,0.20898809523809522,0.33434672619047623,0.14768789071016605,0.125,0.22177579365079364,1.52,-0.22,32
Qwen3-8B,answer_query,17,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.39,0.34071428571428575,0.5044107142857142,0.19087051914366351,0.125,0.3332589285714286,0.99,-0.05,32
Qwen3-8B,answer_query,17,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.34,0.2751190476190476,0.4376785714285714,0.18798189654858677,0.125,0.278546626984127,1.28,-0.4,32
Qwen3-8B,answer_query,17,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.33,0.27226190476190476,0.44036011904761907,0.1978770547541729,0.125,0.28968253968253965,1.59,0.61,32
Qwen3-8B,answer_query,17,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.3,0.2606547619047619,0.42774404761904755,0.1949352268324583,0.125,0.23581349206349206,1.42,0.2,32
Qwen3-8B,answer_query,17,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.32,0.26708035714285716,0.42643154761904756,0.18690946109380832,0.125,0.2650793650793651,1.44,0.12,32
Qwen3-8B,answer_query,17,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.29,0.22112946428571428,0.3727991071428572,0.17966244613679241,0.125,0.25538194444444445,1.54,-0.38,32
Qwen3-8B,answer_query,18,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.36,0.3082113095238095,0.4647619047619047,0.1822275160766541,0.125,0.28568948412698414,1.13,-0.01,32
Qwen3-8B,answer_query,18,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.34,0.2867857142857143,0.44761904761904764,0.18693353385490905,0.125,0.26205357142857144,1.21,-0.27,32
Qwen3-8B,answer_query,18,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.33,0.2449389880952381,0.43476190476190474,0.22133668121899128,0.125,0.23613591269841272,1.53,0.15,32
Qwen3-8B,answer_query,18,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.33,0.28232142857142856,0.4553571428571429,0.2018496176379573,0.125,0.25751488095238095,1.28,0.2,32
Qwen3-8B,answer_query,18,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.34,0.2819032738095238,0.45690624999999996,0.20366190334378345,0.125,0.26820436507936507,1.37,0.31,32
Qwen3-8B,answer_query,18,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.29,0.23493898809523814,0.3728616071428571,0.16133305879418455,0.125,0.22663690476190473,1.55,-0.35,32
Qwen3-8B,answer_query,19,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.59,0.5496994047619047,0.7137499999999999,0.18986677063027424,0.125,0.49181547619047616,0.59,-0.07,32
Qwen3-8B,answer_query,19,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.52,0.4779761904761905,0.6210714285714285,0.16749062350735758,0.125,0.4063740079365079,0.78,-0.34,32
Qwen3-8B,answer_query,19,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.49,0.44333035714285707,0.6072648809523808,0.19059719683902213,0.125,0.38988095238095233,0.99,-0.25,32
Qwen3-8B,answer_query,19,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.58,0.5260684523809523,0.7208333333333333,0.227156384729297,0.125,0.4528769841269842,0.6,0.0,32
Qwen3-8B,answer_query,19,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.59,0.5359464285714286,0.7205982142857144,0.21683611760405863,0.125,0.49950396825396826,0.54,-0.02,32
Qwen3-8B,answer_query,19,knn_k5_cosine,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.46,0.40766964285714274,0.5938125,0.21515192337341674,0.125,0.37963789682539684,0.89,-0.19,32
Qwen3-8B,answer_query,20,logistic_l2,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.56,0.5035714285714286,0.6763095238095238,0.2007714266811186,0.125,0.4317708333333333,0.66,-0.08,32
Qwen3-8B,answer_query,20,ridge_classifier,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.55,0.4875,0.6692946428571427,0.21035747794757384,0.125,0.4432291666666666,0.64,-0.2,32
Qwen3-8B,answer_query,20,linear_svm,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.49,0.4533333333333333,0.5744047619047619,0.1416285410250764,0.125,0.3683531746031746,0.98,-0.24,32
Qwen3-8B,answer_query,20,nearest_centroid,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.55,0.4845178571428571,0.7053571428571429,0.2561871628206231,0.125,0.43668154761904765,0.59,0.05,32
Qwen3-8B,answer_query,20,shrinkage_lda,100,20,"[1, 2, 3, 4, 5, 6, 8, 10]",8,0.56,0.4958303571428572,0.7135714285714285,0.2531318332941411,0.125,0.4425099206349206,0.64,-0.02,32
