model_label,request_id,seed,split,sequence_source,trace_category,causal_cohort,grammar_signature,grammar_class,association,surface_order,marker_kind,allowed_estimands,city,city_left_spill_chars,city_output_token_end,city_output_token_start,city_right_spill_chars,city_text,city_token_ids,city_token_text,commit_output_token,commit_token_id,commit_token_text,event_source,evidence_kind,exact_count,exclusion_reasons,format_shell_control_eligible,gold_count,invariant_marker_surface_control_eligible,item_left_spill_chars,item_left_trimmed_chars,item_output_token_end,item_output_token_start,item_right_spill_chars,item_right_trimmed_chars,item_text,marker_control_eligible,marker_semantics,occurrence,parsed_count,primary_full_chain_event,progress_commit_eligible,progress_commit_site_resolved,rank,rank_basis,rank_format_shell_token_count,rank_format_shell_token_ids,rank_format_shell_token_indices,rank_format_shell_token_text,rank_left_spill_chars,rank_left_trimmed_chars,rank_left_trimmed_punctuation_chars,rank_output_token_end,rank_output_token_start,rank_right_spill_chars,rank_right_trimmed_chars,rank_right_trimmed_punctuation_chars,rank_surface_output_token_end,rank_surface_output_token_start,rank_surface_text,rank_surface_token_ids,rank_surface_token_text,rank_text,rank_token_ids,rank_token_text,retrieval_eligible,retrieve_query_output_token,retrieve_query_token_id,retrieve_query_token_text,source_record_token_end,source_record_token_start,source_record_token_text
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Harbin,1,210,208,0,Harbin,"[5227, 6863]", Harbin,222,13,.,rank_supported,trailing_ordinal,True,,True,4,False,1,0,223,189,0,0,"Then another excerpt mentions Harbin: ""In the 2024 city score audit, Harbin received a score of 67."" That's the fourth.",True,explicit_ordinal_or_count,4,4,True,True,True,4,observed_rank_evidence,1,[13],[222],.,1,0,0,222,218,0,0,1,223,218,That's the fourth.,"[2938, 594, 279, 11737, 13]", That's the fourth.,That's the fourth,"[2938, 594, 279, 11737]", That's the fourth,True,207,11,",",5361,5330," Excerpt:
In the 2024 city score audit, Harbin received a score of 67.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Chicago,1,120,119,0,Chicago,[10557], Chicago,132,13,.,rank_supported,cardinal_commit,True,,True,5,False,1,0,133,94,0,0,"The first mention of a city-score audit is in the excerpt: ""In the 2024 city score audit, Chicago received a score of 72."" That's one record.",True,explicit_ordinal_or_count,1,5,True,True,True,1,observed_rank_evidence,1,[13],[132],.,1,0,0,132,128,0,0,1,133,128,That's one record.,"[2938, 594, 825, 3255, 13]", That's one record.,That's one record,"[2938, 594, 825, 3255]", That's one record,True,118,11,",",782,752," Excerpt:
In the 2024 city score audit, Chicago received a score of 72.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Baku,1,159,157,0,Baku,"[425, 23557]", Baku,172,13,.,rank_supported,trailing_ordinal,True,,True,5,False,0,0,173,134,0,0,"Continuing through the text, there's another excerpt: ""In the 2024 city score audit, Baku received a score of 98."" That's the second record.",True,explicit_ordinal_or_count,2,5,True,True,True,2,observed_rank_evidence,1,[13],[172],.,1,0,0,172,167,0,0,1,173,167,That's the second record.,"[2938, 594, 279, 2086, 3255, 13]", That's the second record.,That's the second record,"[2938, 594, 279, 2086, 3255]", That's the second record,True,156,11,",",3643,3612," Excerpt:
In the 2024 city score audit, Baku received a score of 98.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Taipei,1,194,193,0,Taipei,[96345], Taipei,204,13,.,rank_supported,standalone_ordinal,True,,True,5,False,0,0,205,174,0,0,"Further down, another line says: ""In the 2024 city score audit, Taipei received a score of 95."" Third record.",True,explicit_ordinal_or_count,3,5,True,True,True,3,observed_rank_evidence,1,[13],[204],.,1,0,0,204,202,0,0,1,205,202,Third record.,"[20861, 3255, 13]", Third record.,Third record,"[20861, 3255]", Third record,True,192,11,",",4751,4721," Excerpt:
In the 2024 city score audit, Taipei received a score of 95.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Harbin,1,224,222,0,Harbin,"[5227, 6863]", Harbin,233,13,.,rank_supported,standalone_ordinal,True,,True,5,False,0,0,234,206,0,0,"Then there's: ""In the 2024 city score audit, Harbin received a score of 67."" Fourth.",True,explicit_ordinal_or_count,4,5,True,True,True,4,observed_rank_evidence,1,[13],[233],.,1,0,0,233,232,0,0,1,234,232,Fourth.,"[35074, 13]", Fourth.,Fourth,[35074], Fourth,True,221,11,",",5361,5330," Excerpt:
In the 2024 city score audit, Harbin received a score of 67.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Rome,1,251,250,0,Rome,[21718], Rome,263,13,.,rank_supported,trailing_ordinal,True,,True,5,False,0,0,264,235,0,0,"And finally, ""In the 2024 city score audit, Rome received a score of 65."" That's the fifth.",True,explicit_ordinal_or_count,5,5,True,True,True,5,observed_rank_evidence,1,[13],[263],.,1,0,0,263,259,0,0,1,264,259,That's the fifth.,"[2938, 594, 279, 17702, 13]", That's the fifth.,That's the fifth,"[2938, 594, 279, 17702]", That's the fifth,True,249,11,",",5730,5700," Excerpt:
In the 2024 city score audit, Rome received a score of 65.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Chicago,1,120,119,0,Chicago,[10557], Chicago,132,13,.,rank_supported,cardinal_commit,True,,True,6,False,1,0,133,94,0,0,"The first mention of a city-score audit is in the excerpt: ""In the 2024 city score audit, Chicago received a score of 72."" That's one record.",True,explicit_ordinal_or_count,1,6,True,True,True,1,observed_rank_evidence,1,[13],[132],.,1,0,0,132,128,0,0,1,133,128,That's one record.,"[2938, 594, 825, 3255, 13]", That's one record.,That's one record,"[2938, 594, 825, 3255]", That's one record,True,118,11,",",782,752," Excerpt:
In the 2024 city score audit, Chicago received a score of 72.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Baku,1,159,157,0,Baku,"[425, 23557]", Baku,171,13,.,rank_supported,trailing_ordinal,True,,True,6,False,0,0,172,134,0,0,"Continuing through the text, there's another excerpt: ""In the 2024 city score audit, Baku received a score of 98."" That's the second.",True,explicit_ordinal_or_count,2,6,True,True,True,2,observed_rank_evidence,1,[13],[171],.,1,0,0,171,167,0,0,1,172,167,That's the second.,"[2938, 594, 279, 2086, 13]", That's the second.,That's the second,"[2938, 594, 279, 2086]", That's the second,True,156,11,",",3643,3612," Excerpt:
In the 2024 city score audit, Baku received a score of 98.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Taipei,1,191,190,0,Taipei,[96345], Taipei,200,13,.,rank_supported,standalone_ordinal,True,,True,6,False,0,0,201,173,0,0,"Further down, there's ""In the 2024 city score audit, Taipei received a score of 95."" Third.",True,explicit_ordinal_or_count,3,6,True,True,True,3,observed_rank_evidence,1,[13],[200],.,1,0,0,200,199,0,0,1,201,199,Third.,"[20861, 13]", Third.,Third,[20861], Third,True,189,11,",",4751,4721," Excerpt:
In the 2024 city score audit, Taipei received a score of 95.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Harbin,1,218,216,0,Harbin,"[5227, 6863]", Harbin,227,13,.,rank_supported,standalone_ordinal,True,,True,6,False,0,0,228,202,0,0,"Then, ""In the 2024 city score audit, Harbin received a score of 67."" Fourth.",True,explicit_ordinal_or_count,4,6,True,True,True,4,observed_rank_evidence,1,[13],[227],.,1,0,0,227,226,0,0,1,228,226,Fourth.,"[35074, 13]", Fourth.,Fourth,[35074], Fourth,True,215,11,",",5361,5330," Excerpt:
In the 2024 city score audit, Harbin received a score of 67.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Rome,1,245,244,0,Rome,[21718], Rome,254,13,.,rank_supported,standalone_ordinal,True,,True,6,False,0,0,255,229,0,0,"Another one: ""In the 2024 city score audit, Rome received a score of 65."" Fifth.",True,explicit_ordinal_or_count,5,6,True,True,True,5,observed_rank_evidence,1,[13],[254],.,1,0,0,254,253,0,0,1,255,253,Fifth.,"[22843, 13]", Fifth.,Fifth,[22843], Fifth,True,243,11,",",5730,5700," Excerpt:
In the 2024 city score audit, Rome received a score of 65.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Antwerp,1,273,271,0,Antwerp,"[6755, 94319]", Antwerp,285,13,.,rank_supported,trailing_ordinal,True,,True,6,False,0,0,286,256,0,0,"And finally, ""In the 2024 city score audit, Antwerp received a score of 88."" That's the sixth.",True,explicit_ordinal_or_count,6,6,True,True,True,6,observed_rank_evidence,1,[13],[285],.,1,0,0,285,281,0,0,1,286,281,That's the sixth.,"[2938, 594, 279, 25031, 13]", That's the sixth.,That's the sixth,"[2938, 594, 279, 25031]", That's the sixth,True,270,11,",",6108,6077," Excerpt:
In the 2024 city score audit, Antwerp received a score of 88.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Chicago,1,122,121,0,Chicago,[10557], Chicago,134,13,.,rank_supported,cardinal_commit,True,,True,7,False,1,0,135,96,0,0,"The first mention of a city-score audit is in the excerpt: ""In the 2024 city score audit, Chicago received a score of 72."" That's one record.",True,explicit_ordinal_or_count,1,7,True,True,True,1,observed_rank_evidence,1,[13],[134],.,1,0,0,134,130,0,0,1,135,130,That's one record.,"[2938, 594, 825, 3255, 13]", That's one record.,That's one record,"[2938, 594, 825, 3255]", That's one record,True,120,11,",",782,752," Excerpt:
In the 2024 city score audit, Chicago received a score of 72.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Baku,1,161,159,0,Baku,"[425, 23557]", Baku,174,13,.,rank_supported,trailing_ordinal,True,,True,7,False,0,0,175,136,0,0,"Continuing through the text, there's another excerpt: ""In the 2024 city score audit, Baku received a score of 98."" That's the second record.",True,explicit_ordinal_or_count,2,7,True,True,True,2,observed_rank_evidence,1,[13],[174],.,1,0,0,174,169,0,0,1,175,169,That's the second record.,"[2938, 594, 279, 2086, 3255, 13]", That's the second record.,That's the second record,"[2938, 594, 279, 2086, 3255]", That's the second record,True,158,11,",",3643,3612," Excerpt:
In the 2024 city score audit, Baku received a score of 98.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Taipei,1,197,196,0,Taipei,[96345], Taipei,207,13,.,rank_supported,standalone_ordinal,True,,True,7,False,0,0,208,176,0,0,"Further down, there's another line: ""In the 2024 city score audit, Taipei received a score of 95."" Third record.",True,explicit_ordinal_or_count,3,7,True,True,True,3,observed_rank_evidence,1,[13],[207],.,1,0,0,207,205,0,0,1,208,205,Third record.,"[20861, 3255, 13]", Third record.,Third record,"[20861, 3255]", Third record,True,195,11,",",4751,4721," Excerpt:
In the 2024 city score audit, Taipei received a score of 95.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Harbin,1,225,223,0,Harbin,"[5227, 6863]", Harbin,234,13,.,rank_supported,standalone_ordinal,True,,True,7,False,0,0,235,209,0,0,"Then, ""In the 2024 city score audit, Harbin received a score of 67."" Fourth.",True,explicit_ordinal_or_count,4,7,True,True,True,4,observed_rank_evidence,1,[13],[234],.,1,0,0,234,233,0,0,1,235,233,Fourth.,"[35074, 13]", Fourth.,Fourth,[35074], Fourth,True,222,11,",",5361,5330," Excerpt:
In the 2024 city score audit, Harbin received a score of 67.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Rome,1,251,250,0,Rome,[21718], Rome,260,13,.,rank_supported,standalone_ordinal,True,,True,7,False,0,0,261,236,0,0,"Next, ""In the 2024 city score audit, Rome received a score of 65."" Fifth.",True,explicit_ordinal_or_count,5,7,True,True,True,5,observed_rank_evidence,1,[13],[260],.,1,0,0,260,259,0,0,1,261,259,Fifth.,"[22843, 13]", Fifth.,Fifth,[22843], Fifth,True,249,11,",",5730,5700," Excerpt:
In the 2024 city score audit, Rome received a score of 65.
End excerpt. "
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1234,1234,discovery,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_after_city,adjacent_rank_after_city,rank_after_city,rank_after_city,inline_count,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,Antwerp,1,279,277,0,Antwerp,"[6755, 94319]", Antwerp,288,13,.,rank_supported,standalone_ordinal,True,,True,7,False,0,0,289,262,0,0,"Another one: ""In the 2024 city score audit, Antwerp received a score of 88."" Sixth.",True,explicit_ordinal_or_count,6,7,True,True,True,6,observed_rank_evidence,1,[13],[288],.,1,0,0,288,287,0,0,1,289,287,Sixth.,"[66977, 13]", Sixth.,Sixth,[66977], Sixth,True,276,11,",",6108,6077," Excerpt:
In the 2024 city score audit, Antwerp received a score of 88.
End excerpt. "
