model_label,population,layer,normalized_depth,endpoint,examples,seeds,mean_effect,bootstrap_95ci_low,bootstrap_95ci_high,exact_seed_signflip_p_two_sided,seed_effect_min,seed_effect_max,holm_p_within_model_population_endpoint,significant_holm_0_05
Gemma4-E4B,clean_correct,4,0.0975609756097561,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,8,0.1951219512195122,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,8,0.1951219512195122,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,9,0.2195121951219512,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,9,0.2195121951219512,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,12,0.2926829268292683,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,12,0.2926829268292683,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,16,0.3902439024390244,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,16,0.3902439024390244,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,20,0.4878048780487805,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,20,0.4878048780487805,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,24,0.5853658536585366,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,24,0.5853658536585366,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,28,0.6829268292682927,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,28,0.6829268292682927,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,32,0.7804878048780488,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,32,0.7804878048780488,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,36,0.8780487804878049,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,36,0.8780487804878049,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,40,0.975609756097561,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,40,0.975609756097561,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,41,1.0,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,41,1.0,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,0,0.0,absolute_error_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,0,0.0,accuracy_damage_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,4,0.1142857142857142,absolute_error_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,4,0.1142857142857142,accuracy_damage_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,8,0.2285714285714285,absolute_error_specificity,35,10,-0.02,-0.06000000000000001,0.0,1.0,-0.2,0.0,1.0,False
Qwen3-8B,clean_correct,8,0.2285714285714285,accuracy_damage_specificity,35,10,-0.02,-0.06000000000000001,0.0,1.0,-0.2,0.0,1.0,False
Qwen3-8B,clean_correct,12,0.3428571428571428,absolute_error_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,12,0.3428571428571428,accuracy_damage_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,16,0.4571428571428571,absolute_error_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,16,0.4571428571428571,accuracy_damage_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,20,0.5714285714285714,absolute_error_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,20,0.5714285714285714,accuracy_damage_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,24,0.6857142857142857,absolute_error_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,24,0.6857142857142857,accuracy_damage_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,28,0.8,absolute_error_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,28,0.8,accuracy_damage_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,32,0.9142857142857144,absolute_error_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,32,0.9142857142857144,accuracy_damage_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,35,1.0,absolute_error_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,clean_correct,35,1.0,accuracy_damage_specificity,35,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
