model_label,feature_set,target,model,rows,groups,heldout_r2_log1p,heldout_mae_log1p,numeric_factors,categorical_factors,post_outcome_diagnostic,feature_order,incremental_r2
Gemma4-E4B,plus_outcome_diagnostic,noise_orthogonal_rms,extra_trees,1270,10,0.35453214909674946,0.041313657693372426,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.0031336369024269617
Gemma4-E4B,count_only,noise_orthogonal_rms,hist_gradient_boosting,1270,10,0.2469389164110355,0.04513683070379712,"[""running_index""]",[],False,0,
Gemma4-E4B,plus_endpoint_position,noise_orthogonal_rms,hist_gradient_boosting,1270,10,0.36763275418127006,0.03815963054558232,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.12069383777023457
Gemma4-E4B,plus_content_context,noise_orthogonal_rms,hist_gradient_boosting,1270,10,0.6270018305061689,0.029443062400991826,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.2593690763248988
Gemma4-E4B,plus_outcome_diagnostic,noise_orthogonal_rms,hist_gradient_boosting,1270,10,0.6270018305061689,0.029443062400991826,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.0
Gemma4-E4B,count_only,noise_orthogonal_rms,random_forest,1270,10,0.24691631948792292,0.045138287873450894,"[""running_index""]",[],False,0,
Gemma4-E4B,plus_endpoint_position,noise_orthogonal_rms,random_forest,1270,10,0.40095881923204046,0.03684265374948486,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.15404249974411754
Gemma4-E4B,plus_content_context,noise_orthogonal_rms,random_forest,1270,10,0.5200556332881481,0.034871455206882174,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.11909681405610761
Gemma4-E4B,plus_outcome_diagnostic,noise_orthogonal_rms,random_forest,1270,10,0.5141912196863252,0.03503876583864741,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.005864413601822882
Gemma4-E4B,count_only,noise_total_rms,elastic_net,1270,10,0.012950674707034704,0.059177365165703176,"[""running_index""]",[],False,0,
Gemma4-E4B,plus_endpoint_position,noise_total_rms,elastic_net,1270,10,0.0779382754404998,0.05605456893677385,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.0649876007334651
Gemma4-E4B,plus_content_context,noise_total_rms,elastic_net,1270,10,0.18351810603619312,0.052797494479381965,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.10557983059569331
Gemma4-E4B,plus_outcome_diagnostic,noise_total_rms,elastic_net,1270,10,0.18351810603619312,0.052797494479381965,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.0
Gemma4-E4B,count_only,noise_total_rms,extra_trees,1270,10,0.23313164885412774,0.052937645881184214,"[""running_index""]",[],False,0,
Gemma4-E4B,plus_endpoint_position,noise_total_rms,extra_trees,1270,10,0.39717172129708933,0.045021033149218466,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.1640400724429616
Gemma4-E4B,plus_content_context,noise_total_rms,extra_trees,1270,10,0.3642115626081036,0.047538717915744565,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.03296015868898572
Gemma4-E4B,plus_outcome_diagnostic,noise_total_rms,extra_trees,1270,10,0.35939158814674754,0.04775920317595932,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.004819974461356069
Gemma4-E4B,count_only,noise_total_rms,hist_gradient_boosting,1270,10,0.23313164897169036,0.052937645904472,"[""running_index""]",[],False,0,
Gemma4-E4B,plus_endpoint_position,noise_total_rms,hist_gradient_boosting,1270,10,0.4528325889763708,0.04058905999707026,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.21970094000468043
Gemma4-E4B,plus_content_context,noise_total_rms,hist_gradient_boosting,1270,10,0.6773130926340669,0.03126414987993127,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.22448050365769612
Gemma4-E4B,plus_outcome_diagnostic,noise_total_rms,hist_gradient_boosting,1270,10,0.6773130926340669,0.03126414987993127,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.0
Gemma4-E4B,count_only,noise_total_rms,random_forest,1270,10,0.2331133330300197,0.05293932772286449,"[""running_index""]",[],False,0,
Gemma4-E4B,plus_endpoint_position,noise_total_rms,random_forest,1270,10,0.4786729747683157,0.03919231560743376,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.24555964173829603
Gemma4-E4B,plus_content_context,noise_total_rms,random_forest,1270,10,0.5566351872876649,0.03855357904540168,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.0779622125193492
Gemma4-E4B,plus_outcome_diagnostic,noise_total_rms,random_forest,1270,10,0.5551861279759078,0.038533278083338174,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.001449059311757095
Qwen3-8B,count_only,count_axis_deviation_abs,elastic_net,2930,10,-0.00592697855797919,0.4171178599525264,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,count_axis_deviation_abs,elastic_net,2930,10,-0.008507196745337842,0.417934012382945,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.0025802181873586516
Qwen3-8B,plus_content_context,count_axis_deviation_abs,elastic_net,2930,10,-0.009123114031724944,0.41781746967460154,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.0006159172863871021
Qwen3-8B,plus_outcome_diagnostic,count_axis_deviation_abs,elastic_net,2930,10,-0.009123114031724944,0.41781746967460154,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.0
Qwen3-8B,count_only,count_axis_deviation_abs,extra_trees,2930,10,0.07359316731770016,0.3968590676028685,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,count_axis_deviation_abs,extra_trees,2930,10,0.0626238183116985,0.39785541031278315,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.01096934900600166
Qwen3-8B,plus_content_context,count_axis_deviation_abs,extra_trees,2930,10,0.06211361473073884,0.3992293843803074,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.0005102035809596561
Qwen3-8B,plus_outcome_diagnostic,count_axis_deviation_abs,extra_trees,2930,10,0.06117917469809697,0.39955460027204664,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.00093444003264187
Qwen3-8B,count_only,count_axis_deviation_abs,hist_gradient_boosting,2930,10,0.07359316743913391,0.3968590676043628,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,count_axis_deviation_abs,hist_gradient_boosting,2930,10,-0.046075567593919065,0.41367560998115915,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.11966873503305298
Qwen3-8B,plus_content_context,count_axis_deviation_abs,hist_gradient_boosting,2930,10,-0.09341799982491916,0.4277017566853996,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.0473424322310001
Qwen3-8B,plus_outcome_diagnostic,count_axis_deviation_abs,hist_gradient_boosting,2930,10,-0.09341799982491916,0.4277017566853996,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.0
Qwen3-8B,count_only,count_axis_deviation_abs,random_forest,2930,10,0.07372335227568372,0.3968319608642713,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,count_axis_deviation_abs,random_forest,2930,10,0.034997917100537346,0.4013645124169674,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.03872543517514637
Qwen3-8B,plus_content_context,count_axis_deviation_abs,random_forest,2930,10,0.07110265160055773,0.39735099256872874,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.036104734500020386
Qwen3-8B,plus_outcome_diagnostic,count_axis_deviation_abs,random_forest,2930,10,0.07095138304854842,0.39717992174175415,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.00015126855200930933
Qwen3-8B,count_only,noise_orthogonal_rms,elastic_net,2930,10,-0.00503982303138617,0.014827254411856852,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,noise_orthogonal_rms,elastic_net,2930,10,-0.00503982303138617,0.014827254411856852,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.0
Qwen3-8B,plus_content_context,noise_orthogonal_rms,elastic_net,2930,10,-0.00503982303138617,0.014827254411856852,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.0
Qwen3-8B,plus_outcome_diagnostic,noise_orthogonal_rms,elastic_net,2930,10,-0.00503982303138617,0.014827254411856852,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.0
Qwen3-8B,count_only,noise_orthogonal_rms,extra_trees,2930,10,0.12113266455970895,0.013939518259357471,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,noise_orthogonal_rms,extra_trees,2930,10,0.11560702294708247,0.013985969645391921,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.005525641612626475
Qwen3-8B,plus_content_context,noise_orthogonal_rms,extra_trees,2930,10,0.10435201791168303,0.01375074741569446,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.011255005035399446
Qwen3-8B,plus_outcome_diagnostic,noise_orthogonal_rms,extra_trees,2930,10,0.10379101739120089,0.01375427406776782,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.0005610005204821356
Qwen3-8B,count_only,noise_orthogonal_rms,hist_gradient_boosting,2930,10,0.12113266459548933,0.013939518259299115,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,noise_orthogonal_rms,hist_gradient_boosting,2930,10,-0.01011151505747332,0.015107874125755084,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.13124417965296264
Qwen3-8B,plus_content_context,noise_orthogonal_rms,hist_gradient_boosting,2930,10,-0.030466816832692922,0.015346983299007034,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.020355301775219603
Qwen3-8B,plus_outcome_diagnostic,noise_orthogonal_rms,hist_gradient_boosting,2930,10,-0.030466816832692922,0.015346983299007034,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.0
Qwen3-8B,count_only,noise_orthogonal_rms,random_forest,2930,10,0.12113852398972813,0.013939570087077203,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,noise_orthogonal_rms,random_forest,2930,10,0.08360233799784633,0.014242612913126071,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.0375361859918818
Qwen3-8B,plus_content_context,noise_orthogonal_rms,random_forest,2930,10,0.12472097089398926,0.013670905072248652,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.041118632896142926
Qwen3-8B,plus_outcome_diagnostic,noise_orthogonal_rms,random_forest,2930,10,0.12634577906194921,0.013659730027572708,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.0016248081679599569
Qwen3-8B,count_only,noise_total_rms,elastic_net,2930,10,-0.006350702489233306,0.017846185755011137,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,noise_total_rms,elastic_net,2930,10,-0.006350702489233306,0.017846185755011137,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,0.0
Qwen3-8B,plus_content_context,noise_total_rms,elastic_net,2930,10,-0.006350702489233306,0.017846185755011137,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,0.0
Qwen3-8B,plus_outcome_diagnostic,noise_total_rms,elastic_net,2930,10,-0.006350702489233306,0.017846185755011137,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,0.0
Qwen3-8B,count_only,noise_total_rms,extra_trees,2930,10,0.12276818073569429,0.016597475782554813,"[""running_index""]",[],False,0,
Qwen3-8B,plus_endpoint_position,noise_total_rms,extra_trees,2930,10,0.11478397346774782,0.016628466848923086,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap""]",[],False,1,-0.007984207267946464
Qwen3-8B,plus_content_context,noise_total_rms,extra_trees,2930,10,0.10680381788653648,0.016379212671884972,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed""]","[""city"", ""haystack_source_mode"", ""haystack_source_files""]",False,2,-0.007980155581211346
Qwen3-8B,plus_outcome_diagnostic,noise_total_rms,extra_trees,2930,10,0.10665034585426914,0.016390658698995118,"[""running_index"", ""count_progress"", ""token_start"", ""token_end"", ""token_span"", ""prompt_progress"", ""previous_endpoint_gap"", ""input_tokens"", ""score"", ""realization_seed"", ""content_seed"", ""absolute_deviation""]","[""city"", ""haystack_source_mode"", ""haystack_source_files"", ""baseline_correct"", ""predicted_count""]",True,3,-0.0001534720322673433
